"",BBK01.OEYB08G,BBK01.OEYB08G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:24,
2002-01,132.548,
2002-04,131.946,
2002-07,132.439,
2002-10,133.171,
2003-01,133.697,
2003-04,133.857,
2003-07,133.919,
2003-10,134.055,
2004-01,133.145,
2004-04,131.552,
2004-07,130.962,
2004-10,130.368,
2005-01,128.274,
2005-04,127.551,
2005-07,135.607,
2005-10,134.815,
2006-01,129.304,
2006-04,128.913,
2006-07,128.496,
2006-10,127.970,
2007-01,126.243,
2007-04,125.782,
2007-07,125.514,
2007-10,125.559,
2008-01,123.138,
2008-04,126.471,
2008-07,131.509,
2008-10,132.719,
2009-01,132.313,
2009-04,133.344,
2009-07,133.540,
2009-10,131.615,
2010-01,131.756,
2010-04,131.446,
2010-07,132.750,
2010-10,132.360,
2011-01,131.968,
2011-04,131.459,
2011-07,130.969,
2011-10,130.885,
2012-01,130.798,
2012-04,129.844,
2012-07,130.329,
2012-10,130.735,
2013-01,130.008,
2013-04,129.784,
2013-07,124.801,
2013-10,128.104,
2014-01,127.715,
2014-04,127.050,
2014-07,127.760,
