"",BBK01.TS1344,BBK01.TS1344_FLAGS
"",Credit to households and non-profit institutions serving households / Loans / Consumer credit / All maturities / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:39,
2003-01,95.38516,
2003-02,93.80425,
2003-03,95.14208,
2003-04,95.02417,
2003-05,94.99497,
2003-06,94.77465,
2003-07,95.28214,
2003-08,94.20808,
2003-09,94.57333,
2003-10,94.83652,
2003-11,94.14225,
2003-12,95.39776,
2004-01,94.84949,
2004-02,94.96108,
2004-03,95.06463,
2004-04,95.19915,
2004-05,94.90340,
2004-06,95.15394,
2004-07,95.24467,
2004-08,95.31627,
2004-09,95.15003,
2004-10,94.85978,
2004-11,94.54765,
2004-12,94.87616,
2005-01,95.27222,
2005-02,94.96384,
2005-03,94.81810,
2005-04,94.77200,
2005-05,94.97647,
2005-06,95.03372,
2005-07,94.79134,
2005-08,95.27213,
2005-09,95.44487,
2005-10,95.58474,
2005-11,95.85499,
2005-12,95.77842,
2006-01,96.18595,
2006-02,96.39871,
2006-03,95.68710,
2006-04,95.82475,
2006-05,96.42797,
2006-06,96.21273,
2006-07,96.71881,
2006-08,96.73122,
2006-09,96.82863,
2006-10,96.83844,
2006-11,97.01833,
2006-12,96.38541,
2007-01,96.67053,
2007-02,96.69502,
2007-03,96.67987,
2007-04,96.80037,
2007-05,96.83938,
2007-06,97.03515,
2007-07,98.02476,
2007-08,97.48279,
2007-09,97.23235,
2007-10,97.62271,
2007-11,97.89946,
2007-12,97.94115,
2008-01,98.19373,
2008-02,98.19850,
2008-03,98.50402,
2008-04,98.50696,
2008-05,98.61394,
2008-06,99.02946,
2008-07,98.70866,
2008-08,98.42797,
2008-09,98.86966,
2008-10,99.08975,
2008-11,99.11229,
2008-12,99.68348,
2009-01,99.96756,
2009-02,100.75056,
2009-03,101.35138,
2009-04,101.35175,
2009-05,101.50031,
2009-06,102.13350,
2009-07,102.56442,
2009-08,102.94584,
2009-09,103.61092,
2009-10,103.66988,
2009-11,103.90589,
2009-12,104.15258,
2010-01,103.78902,
2010-02,103.85313,
2010-03,104.21618,
2010-04,103.97207,
2010-05,104.24340,
2010-06,106.99524,
2010-07,106.99229,
2010-08,106.71420,
2010-09,106.40291,
2010-10,106.79057,
2010-11,107.71430,
2010-12,107.54288,
2011-01,107.25363,
2011-02,107.13986,
2011-03,107.13810,
2011-04,107.37253,
2011-05,108.03390,
2011-06,107.32390,
2011-07,107.03425,
2011-08,107.65180,
2011-09,107.70786,
2011-10,108.01202,
2011-11,108.13968,
2011-12,108.33586,
2012-01,109.03397,
2012-02,109.36704,
2012-03,109.35601,
2012-04,109.54288,
2012-05,109.60311,
2012-06,109.20485,
2012-07,109.69064,
2012-08,109.54276,
2012-09,108.81616,
2012-10,108.90182,
2012-11,109.15751,
2012-12,108.67338,
2013-01,108.74085,
2013-02,108.63356,
2013-03,108.43181,
2013-04,108.66691,
2013-05,108.93115,
2013-06,108.77113,
2013-07,108.86333,
2013-08,108.95018,
2013-09,109.23348,
2013-10,109.13970,
2013-11,109.20316,
2013-12,109.60869,
2014-01,109.57695,
2014-02,109.86627,
2014-03,110.47157,
2014-04,110.11168,
2014-05,109.14091,
2014-06,109.74635,
2014-07,109.75035,
2014-08,109.65344,
2014-09,109.97315,
2014-10,110.27007,
2014-11,109.49485,
2014-12,109.46593,Provisional value
2015-01,109.28438,
"",General: 1 Statistical changes have been eliminated.,
