"",BBK01.TVD402,BBK01.TVD402_FLAGS
"",Cash in hand / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:39,
1980-01,0,
1980-02,-359,
1980-03,423,
1980-04,-115,
1980-05,51,
1980-06,243,
1980-07,4,
1980-08,-246,
1980-09,211,
1980-10,-212,
1980-11,156,
1980-12,71,
1981-01,-155,
1981-02,-47,
1981-03,400,
1981-04,-191,
1981-05,131,
1981-06,352,
1981-07,-424,
1981-08,189,
1981-09,-20,
1981-10,-164,
1981-11,198,
1981-12,-198,
1982-01,74,
1982-02,-17,
1982-03,281,
1982-04,-315,
1982-05,191,
1982-06,348,
1982-07,-328,
1982-08,284,
1982-09,-76,
1982-10,-134,
1982-11,172,
1982-12,-152,
1983-01,94,
1983-02,7,
1983-03,36,
1983-04,-175,
1983-05,472,
1983-06,64,
1983-07,-287,
1983-08,191,
1983-09,-523,
1983-10,431,
1983-11,67,
1983-12,-227,
1984-01,272,
1984-02,-107,
1984-03,-185,
1984-04,214,
1984-05,206,
1984-06,-74,
1984-07,380,
1984-08,-596,
1984-09,89,
1984-10,319,
1984-11,-409,
1984-12,718,
1985-01,-258,
1985-02,-59,
1985-03,-26,
1985-04,194,
1985-05,-212,
1985-06,190,
1985-07,290,
1985-08,-472,
1985-09,265,
1985-10,-88,
1985-11,-159,
1985-12,727,
1986-01,-674,
1986-02,-102,
1986-03,638,
1986-04,-177,
1986-05,-32,
1986-06,451,
1986-07,-116,
1986-08,-325,
1986-09,304,
1986-10,-279,
1986-11,-58,
1986-12,765,
1987-01,-676,
1987-02,-31,
1987-03,475,
1987-04,-333,
1987-05,277,
1987-06,491,
1987-07,-624,
1987-08,377,
1987-09,-75,
1987-10,-187,
1987-11,299,
1987-12,145,
1988-01,-425,
1988-02,346,
1988-03,-39,
1988-04,-265,
1988-05,584,
1988-06,-18,
1988-07,-165,
1988-08,243,
1988-09,-582,
1988-10,635,
1988-11,18,
1988-12,-76,
1989-01,145,
1989-02,-10,
1989-03,-256,
1989-04,46,
1989-05,768,
1989-06,-611,
1989-07,631,
1989-08,-212,
1989-09,-311,
1989-10,635,
1989-11,-278,
1989-12,493,
1990-01,-166,
1990-02,72,
1990-03,-369,
1990-04,349,
1990-05,135,
1990-06,-172,
1990-07,3112,
1990-08,-1568,
1990-09,-110,
1990-10,884,
1990-11,-931,
1990-12,1876,
1991-01,-1471,
1991-02,-196,
1991-03,500,
1991-04,-94,
1991-05,-286,
1991-06,153,
1991-07,637,
1991-08,-581,
1991-09,511,
1991-10,-49,
1991-11,-352,
1991-12,2169,
1992-01,-1254,
1992-02,-111,
1992-03,752,
1992-04,-463,
1992-05,647,
1992-06,326,
1992-07,-689,
1992-08,631,
1992-09,-12,
1992-10,-11,
1992-11,493,
1992-12,1667,
1993-01,-1739,
1993-02,-284,
1993-03,80,
1993-04,-268,
1993-05,579,
1993-06,443,
1993-07,-425,
1993-08,464,
1993-09,-160,
1993-10,9,
1993-11,244,
1993-12,1066,
1994-01,-1005,
1994-02,-224,
1994-03,-388,
1994-04,-407,
1994-05,695,
1994-06,-549,
1994-07,-80,
1994-08,128,
1994-09,-625,
1994-10,720,
1994-11,-201,
1994-12,1097,
1995-01,-1010,
1995-02,119,
1995-03,-687,
1995-04,330,
1995-05,560,
1995-06,-426,
1995-07,278,
1995-08,-360,
1995-09,-332,
1995-10,625,
1995-11,-430,
1995-12,1888,
1996-01,-1739,
1996-02,-160,
1996-03,33,
1996-04,284,
1996-05,-175,
1996-06,118,
1996-07,158,
1996-08,-376,
1996-09,250,
1996-10,215,
1996-11,-516,
1996-12,3432,
1997-01,-3270,
1997-02,-238,
1997-03,1416,
1997-04,-733,
1997-05,47,
1997-06,151,
1997-07,34,
1997-08,-73,
1997-09,3,
1997-10,-97,
1997-11,-183,
1997-12,3181,
1998-01,-2965,
1998-02,274,
1998-03,309,
1998-04,-39,
1998-05,377,
1998-06,-95,
1998-07,-501,
1998-08,301,
1998-09,330,
1998-10,-457,
1998-11,-342,
1998-12,2407,
1999-01,-2011,
1999-02,-356,
1999-03,-183,
1999-04,-102,
1999-05,756,
1999-06,24,
1999-07,-357,
1999-08,131,
1999-09,114,
1999-10,131,
1999-11,-288,
1999-12,4017,
2000-01,-3715,
2000-02,-25,
2000-03,-373,
2000-04,1044,
2000-05,-263,
2000-06,-574,
2000-07,29,
2000-08,136,
2000-09,93,
2000-10,327,
2000-11,-567,
2000-12,2691,
2001-01,-2628,
2001-02,143,
2001-03,-510,
2001-04,647,
2001-05,104,
2001-06,-65,
2001-07,-15,
2001-08,-290,
2001-09,260,
2001-10,434,
2001-11,-468,
2001-12,955,
2002-01,13006,
2002-02,-8180,
2002-03,-2543,
2002-04,-2012,
2002-05,-159,
2002-06,-430,
2002-07,-536,
2002-08,-207,
2002-09,-221,
2002-10,858,
2002-11,-968,
2002-12,4670,
2003-01,-4695,
2003-02,48,
2003-03,-366,
2003-04,952,
2003-05,203,
2003-06,-672,
2003-07,-75,
2003-08,250,
2003-09,-175,
2003-10,293,
2003-11,-501,
2003-12,4178,
2004-01,-4100,
2004-02,16,
2004-03,-494,
2004-04,138,
2004-05,989,
2004-06,-693,
2004-07,97,
2004-08,-58,
2004-09,16,
2004-10,664,
2004-11,-582,
2004-12,1889,
2005-01,-1976,
2005-02,-380,
2005-03,808,
2005-04,-506,
2005-05,657,
2005-06,-203,
2005-07,421,
2005-08,-510,
2005-09,472,
2005-10,147,
2005-11,-772,
2005-12,1991,
2006-01,-2054,
2006-02,816,
2006-03,-778,
2006-04,1230,
2006-05,-473,
2006-06,-242,
2006-07,-121,
2006-08,-44,
2006-09,570,
2006-10,183,
2006-11,-757,
2006-12,2777,
2007-01,-3062,
2007-02,51,
2007-03,108,
2007-04,894,
2007-05,320,
2007-06,-498,
2007-07,-313,
2007-08,183,
2007-09,311,
2007-10,154,
2007-11,-374,
2007-12,3697,
2008-01,-3694,
2008-02,-539,
2008-03,636,
2008-04,-325,
2008-05,238,
2008-06,-359,
2008-07,410,
2008-08,-19,
2008-09,-463,
2008-10,1661,
2008-11,-381,
2008-12,2742,
2009-01,-3798,
2009-02,-136,
2009-03,109,
2009-04,1378,
2009-05,512,
2009-06,-777,
2009-07,-1096,
2009-08,12,
2009-09,-45,
2009-10,292,
2009-11,-386,
2009-12,3407,
2010-01,-2887,
2010-02,-172,
2010-03,256,
2010-04,-472,
2010-05,740,
2010-06,-585,
2010-07,561,
2010-08,-256,
2010-09,430,
2010-10,386,
2010-11,-486,
2010-12,1746,
2011-01,-2360,
2011-02,319,
2011-03,13,
2011-04,1151,
2011-05,-119,
2011-06,-246,
2011-07,-8,
2011-08,-525,
2011-09,678,
2011-10,-10,
2011-11,-623,
2011-12,1601,
2012-01,-1884,
2012-02,-77,
2012-03,932,
2012-04,-93,
2012-05,222,
2012-06,0,
2012-07,-695,
2012-08,892,
2012-09,296,
2012-10,-76,
2012-11,-290,
