"",BBK01.OEAH91O,BBK01.OEAH91O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:28:22,
2002-01,-7.121,
2002-04,-6.828,
2002-07,-6.786,
2002-10,-6.489,
2003-01,-5.782,
2003-04,-5.632,
2003-07,-5.516,
2003-10,-4.610,
2004-01,-4.029,
2004-04,-3.576,
2004-07,-2.858,
2004-10,-2.848,
2005-01,1.018,
2005-04,0.810,
2005-07,0.966,
2005-10,0.824,
2006-01,0.757,
2006-04,0.729,
2006-07,0.716,
2006-10,0.776,
2007-01,0.782,
2007-04,0.648,
2007-07,0.688,
2007-10,0.529,
2008-01,0.416,
2008-04,0.416,
2008-07,0.433,
2008-10,0.066,
2009-01,0.116,
2009-04,0.074,
2009-07,0.073,
2009-10,0.079,
2010-01,0.082,
2010-04,0.080,
2010-07,0.081,
2010-10,0.086,
2011-01,0.088,
2011-04,0.086,
2011-07,0.088,
2011-10,0.085,
2012-01,0.072,
2012-04,0.075,
2012-07,0.081,
2012-10,0.124,
2013-01,0.116,
2013-04,0.120,
2013-07,0.120,
2013-10,0.111,
2014-01,0.113,
2014-04,0.110,
2014-07,0.112,
