"",BBK01.QUY464,BBK01.QUY464_FLAGS
"",Consolidated German banks: Foreign shares issued by foreign enterprises and households / Hungary / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:36,
2002-03,0.070,
2002-04,0.063,
2002-05,0.072,
2002-06,0.067,
2002-07,0.072,
2002-08,0.069,
2002-09,0.065,
2002-10,0.072,
2002-11,0.075,
2002-12,0.058,
2003-01,0.056,
2003-02,0.056,
2003-03,0.056,
2003-04,0.063,
2003-05,0.066,
2003-06,0.064,
2003-07,0.064,
2003-08,0.081,
2003-09,0.060,
2003-10,0.060,
2003-11,0.066,
2003-12,0.053,
2004-01,0.059,
2004-02,0.058,
2004-03,0.032,
2004-04,0.034,
2004-05,0.037,
2004-06,0.039,
2004-07,0.040,
2004-08,0.044,
2004-09,0.060,
2004-10,0.053,
2004-11,0.059,
2004-12,0.051,
2005-01,0.066,
2005-02,0.075,
2005-03,0.074,
2005-04,0.068,
2005-05,0.063,
2005-06,0.084,
2005-07,0.082,
2005-08,0.081,
2005-09,0.078,
2005-10,0.072,
2005-11,0.090,
2005-12,0.074,
2006-01,0.082,
2006-02,0.081,
2006-03,0.077,
2006-04,0.054,
2006-05,0.044,
2006-06,0.043,
2006-07,0.033,
2006-08,0.041,
2006-09,0.043,
2006-10,0.052,
2006-11,0.055,
2006-12,0.065,
2007-01,0.078,
2007-02,0.081,
2007-03,0.081,
2007-04,0.077,
2007-05,0.087,
2007-06,0.092,
2007-07,0.070,
2007-08,0.059,
2007-09,0.081,
2007-10,0.073,
2007-11,0.039,
2007-12,0.244,
2008-01,0.321,
2008-02,0.438,
2008-03,0.416,
2008-04,0.439,
2008-05,0.560,
2008-06,0.381,
2008-07,0.427,
2008-08,0.475,
2008-09,0.040,
2008-10,0.253,
2008-11,0.026,
2008-12,0.026,
2009-01,0.024,
2009-02,0.024,
2009-03,0.015,
2009-04,0.026,
2009-05,0.033,
2009-06,0.021,
2009-07,0.033,
2009-08,0.042,
2009-09,0.032,
2009-10,0.036,
2009-11,0.032,
2009-12,0.064,
2010-01,0.079,
2010-02,0.076,
2010-03,0.078,
2010-04,0.071,
2010-05,0.058,
2010-06,0.040,
2010-07,0.045,
2010-08,0.038,
2010-09,0.024,
2010-10,0.029,
2010-11,0.027,
2010-12,0.018,
2011-01,0.024,
2011-02,0.012,
2011-03,0.009,
2011-04,0.007,
2011-05,0.005,
2011-06,0.005,
2011-07,-0.001,
2011-08,0.003,
2011-09,0.007,
2011-10,0.009,
2011-11,0.005,
2011-12,0.004,
2012-01,0.004,
2012-02,0.008,
2012-03,0.018,
2012-04,0.007,
2012-05,0.008,
2012-06,0.032,
2012-07,0.043,
2012-08,0.040,
2012-09,0.045,
2012-10,0.048,
2012-11,0.041,
2012-12,0.044,
2013-01,0.039,
2013-02,0.029,
2013-03,0.033,
2013-04,0.034,
2013-05,0.025,
2013-06,0.025,
2013-07,0.026,
2013-08,0.019,
2013-09,0.020,
2013-10,0.025,
2013-11,0.013,
2013-12,-0.005,
2014-01,-0.017,
2014-02,0.001,
2014-03,0.006,
2014-04,0.003,
2014-05,-0.001,
2014-06,0.006,
2014-07,0.005,
2014-08,0.008,
2014-09,0.010,
2014-10,0.013,
