"",BBK01.QUX370,BBK01.QUX370_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Denmark / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-09 15:26:23,
2002-03,21.387,
2002-04,22.418,
2002-05,18.878,
2002-06,17.905,
2002-07,17.881,
2002-08,20.864,
2002-09,20.972,
2002-10,20.693,
2002-11,20.826,
2002-12,22.869,
2003-01,22.364,
2003-02,22.905,
2003-03,21.713,
2003-04,20.118,
2003-05,20.683,
2003-06,23.539,
2003-07,23.494,
2003-08,23.896,
2003-09,23.781,
2003-10,19.444,
2003-11,19.807,
2003-12,20.326,
2004-01,20.088,
2004-02,20.720,
2004-03,20.874,
2004-04,21.544,
2004-05,20.322,
2004-06,21.687,
2004-07,22.994,
2004-08,22.902,
2004-09,23.767,
2004-10,22.279,
2004-11,22.151,
2004-12,24.148,
2005-01,26.145,
2005-02,26.119,
2005-03,28.497,
2005-04,30.424,
2005-05,25.933,
2005-06,28.581,
2005-07,28.220,
2005-08,27.188,
2005-09,29.919,
2005-10,28.019,
2005-11,28.089,
2005-12,27.901,
2006-01,28.198,
2006-02,28.710,
2006-03,27.455,
2006-04,27.310,
2006-05,28.650,
2006-06,28.554,
2006-07,30.385,
2006-08,29.872,
2006-09,32.256,
2006-10,31.009,
2006-11,30.533,
2006-12,33.255,
2007-01,33.571,
2007-02,33.922,
2007-03,34.725,
2007-04,36.626,
2007-05,35.154,
2007-06,41.118,
2007-07,40.254,
2007-08,36.221,
2007-09,37.942,
2007-10,37.952,
2007-11,37.628,
2007-12,38.412,
2008-01,38.799,
2008-02,36.357,
2008-03,36.140,
2008-04,37.432,
2008-05,38.365,
2008-06,42.029,
2008-07,43.838,
2008-08,39.296,
2008-09,39.185,
2008-10,38.616,
2008-11,36.615,
2008-12,33.980,
2009-01,37.194,
2009-02,36.736,
2009-03,37.094,
2009-04,40.763,
2009-05,39.907,
2009-06,37.738,
2009-07,39.232,
2009-08,37.643,
2009-09,32.230,
2009-10,31.232,
2009-11,30.309,
2009-12,31.278,
2010-01,29.091,
2010-02,31.093,
2010-03,31.145,
2010-04,31.645,
2010-05,35.592,
2010-06,31.488,
2010-07,28.316,
2010-08,28.340,
2010-09,30.243,
2010-10,28.787,
2010-11,30.038,
2010-12,26.131,
2011-01,22.438,
2011-02,24.844,
2011-03,23.925,
2011-04,23.639,
2011-05,23.684,
2011-06,20.771,
2011-07,19.523,
2011-08,19.338,
2011-09,18.050,
2011-10,21.979,
2011-11,17.372,
2011-12,16.819,
2012-01,19.599,
2012-02,22.334,
2012-03,20.182,
2012-04,20.433,
2012-05,23.383,
2012-06,20.843,
2012-07,23.724,
2012-08,24.588,
2012-09,21.340,
2012-10,22.974,
2012-11,24.172,
2012-12,21.268,
2013-01,24.397,
2013-02,24.208,
2013-03,23.766,
2013-04,23.429,
2013-05,22.297,
2013-06,22.071,
2013-07,18.569,
2013-08,21.591,
2013-09,21.162,
2013-10,19.067,
2013-11,20.156,
2013-12,16.079,
2014-01,17.072,
2014-02,18.349,
2014-03,16.368,
2014-04,17.151,
2014-05,16.752,
2014-06,15.857,
2014-07,15.307,
2014-08,16.958,
2014-09,16.659,
2014-10,16.419,
2014-11,16.787,
