"",BBK01.OEAH57V,BBK01.OEAH57V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:32:05,
2002-01,38.842,
2002-04,38.348,
2002-07,38.558,
2002-10,39.610,
2003-01,39.518,
2003-04,38.793,
2003-07,38.649,
2003-10,39.105,
2004-01,38.828,
2004-04,38.568,
2004-07,38.275,
2004-10,38.834,
2005-01,40.838,
2005-04,40.482,
2005-07,40.078,
2005-10,40.685,
2006-01,40.566,
2006-04,40.170,
2006-07,39.738,
2006-10,40.257,
2007-01,40.256,
2007-04,40.394,
2007-07,40.514,
2007-10,41.593,
2008-01,41.541,
2008-04,41.540,
2008-07,41.429,
2008-10,43.425,
2009-01,43.562,
2009-04,43.245,
2009-07,42.959,
2009-10,43.514,
2010-01,43.540,
2010-04,43.803,
2010-07,43.952,
2010-10,44.583,
2011-01,44.559,
2011-04,44.788,
2011-07,44.853,
2011-10,45.514,
2012-01,45.756,
2012-04,45.829,
2012-07,45.797,
2012-10,46.300,
2013-01,46.649,
2013-04,46.793,
2013-07,46.649,
2013-10,47.326,
2014-01,47.452,
2014-04,47.606,
2014-07,47.915,
