"",BBK01.OUM355,BBK01.OUM355_FLAGS
"",Lending to local government and local government associations / Total / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:21,
1999-01,18.553,
1999-02,18.871,
1999-03,19.254,
1999-04,19.483,
1999-05,19.644,
1999-06,19.748,
1999-07,20.091,
1999-08,20.249,
1999-09,20.539,
1999-10,20.739,
1999-11,21.125,
1999-12,21.626,
2000-01,21.796,
2000-02,22.068,
2000-03,22.279,
2000-04,22.430,
2000-05,22.470,
2000-06,22.803,
2000-07,23.108,
2000-08,23.243,
2000-09,23.469,
2000-10,23.693,
2000-11,23.981,
2000-12,24.336,
2001-01,24.299,
2001-02,24.259,
2001-03,24.339,
2001-04,24.636,
2001-05,24.599,
2001-06,24.684,
2001-07,24.659,
2001-08,24.600,
2001-09,24.647,
2001-10,24.752,
2001-11,24.918,
2001-12,25.003,
2002-01,24.785,
2002-02,24.611,
2002-03,24.509,
2002-04,24.904,
2002-05,24.570,
2002-06,24.445,
2002-07,24.543,
2002-08,24.628,
2002-09,24.406,
2002-10,24.300,
2002-11,24.265,
2002-12,24.231,
2003-01,24.300,
2003-02,24.132,
2003-03,24.058,
2003-04,24.039,
2003-05,24.129,
2003-06,23.846,
2003-07,23.870,
2003-08,23.894,
2003-09,23.955,
2003-10,24.156,
2003-11,24.035,
2003-12,24.022,
2004-01,24.109,
2004-02,24.163,
2004-03,24.094,
2004-04,24.119,
2004-05,24.175,
2004-06,24.149,
2004-07,24.066,
2004-08,24.137,
2004-09,24.681,
2004-10,26.085,
2004-11,26.878,
2004-12,27.323,
2005-01,26.947,
2005-02,27.218,
2005-03,27.730,
2005-04,27.864,
2005-05,28.259,
2005-06,28.700,
2005-07,29.109,
2005-08,28.970,
2005-09,28.851,
2005-10,28.723,
2005-11,28.892,
2005-12,28.651,
2006-01,28.766,
2006-02,28.814,
2006-03,28.723,
2006-04,28.963,
2006-05,28.913,
2006-06,29.409,
2006-07,29.593,
2006-08,29.916,
2006-09,30.423,
2006-10,30.350,
2006-11,30.960,
2006-12,31.110,
2007-01,31.415,
2007-02,31.371,
2007-03,31.452,
2007-04,31.423,
2007-05,31.455,
2007-06,31.462,
2007-07,31.377,
2007-08,31.726,
2007-09,31.410,
2007-10,30.653,
2007-11,30.768,
2007-12,30.862,
2008-01,29.695,
2008-02,30.058,
2008-03,29.827,
2008-04,29.660,
2008-05,29.454,
2008-06,28.986,
2008-07,28.776,
2008-08,28.451,
2008-09,28.149,
2008-10,27.822,
2008-11,27.622,
2008-12,27.240,
2009-01,26.908,
2009-02,26.825,
2009-03,26.574,
2009-04,26.528,
2009-05,26.395,
2009-06,26.174,
2009-07,26.131,
2009-08,26.204,
2009-09,26.030,
2009-10,25.988,
2009-11,26.080,
2009-12,25.927,
2010-01,25.939,
2010-02,25.954,
2010-03,25.871,
2010-04,25.845,
2010-05,25.738,
2010-06,25.396,
2010-07,25.253,
2010-08,25.283,
2010-09,25.016,
2010-10,24.960,
2010-11,24.849,
2010-12,24.649,
2011-01,24.545,
2011-02,24.431,
2011-03,24.274,
2011-04,24.202,
2011-05,23.987,
2011-06,23.735,
2011-07,23.712,
2011-08,23.665,
2011-09,23.492,
2011-10,23.420,
2011-11,23.178,
2011-12,22.752,
2012-01,22.677,
2012-02,22.613,
2012-03,22.384,
2012-04,22.301,
2012-05,22.426,
2012-06,22.135,
2012-07,21.855,
2012-08,21.450,
2012-09,21.200,
2012-10,21.115,
2012-11,21.047,
2012-12,20.760,
2013-01,20.735,
2013-02,20.642,
2013-03,20.351,
2013-04,20.237,
2013-05,20.034,
2013-06,19.836,
2013-07,19.766,
2013-08,19.677,
2013-09,19.441,
2013-10,19.358,
2013-11,19.271,
2013-12,19.019,
2014-01,18.931,
2014-02,18.838,
2014-03,18.620,
2014-04,18.474,
2014-05,18.436,
2014-06,18.233,
2014-07,18.246,
2014-08,18.209,
2014-09,18.018,
2014-10,18.009,
2014-11,17.957,
2014-12,17.469,Provisional value
