"",BBK01.OXA8Y5,BBK01.OXA8Y5_FLAGS
"",Deposits of non-banks (non-MFIs) Overnight deposits - All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:15:13,
1968-12,30.507,
1969-01,28.216,
1969-02,28.211,
1969-03,28.184,
1969-04,28.665,
1969-05,30.151,
1969-06,30.474,
1969-07,30.491,
1969-08,30.959,
1969-09,31.126,
1969-10,31.052,
1969-11,32.859,
1969-12,32.313,
1970-01,30.316,
1970-02,30.373,
1970-03,30.368,
1970-04,30.176,
1970-05,31.677,
1970-06,32.412,
1970-07,32.406,
1970-08,32.596,
1970-09,32.539,
1970-10,32.667,
1970-11,35.211,
1970-12,35.195,
1971-01,33.513,
1971-02,33.808,
1971-03,33.657,
1971-04,34.761,
1971-05,37.027,
1971-06,37.253,
1971-07,37.763,
1971-08,38.101,
1971-09,37.764,
1971-10,38.368,
1971-11,40.899,
1971-12,40.348,
1972-01,38.505,
1972-02,39.116,
1972-03,39.338,
1972-04,40.496,
1972-05,40.999,
1972-06,42.887,
1972-07,44.175,
1972-08,43.585,
1972-09,43.582,
1972-10,44.184,
1972-11,47.420,
1972-12,46.526,
1973-01,43.634,
1973-02,44.181,
1973-03,45.275,
1973-04,45.210,
1973-05,44.235,
1973-06,44.601,
1973-07,44.508,
1973-08,42.524,
1973-09,42.910,
1973-10,42.975,
1973-11,46.008,
1973-12,47.650,
1974-01,43.534,
1974-02,44.309,
1974-03,44.345,
1974-04,45.494,
1974-05,45.508,
1974-06,47.478,
1974-07,47.516,
1974-08,46.507,
1974-09,47.054,
1974-10,46.729,
1974-11,52.143,
1974-12,52.637,
1975-01,48.187,
1975-02,48.632,
1975-03,50.140,
1975-04,51.623,
1975-05,53.131,
1975-06,55.265,
1975-07,54.931,
1975-08,55.428,
1975-09,56.774,
1975-10,55.764,
1975-11,62.822,
1975-12,63.045,
1976-01,57.943,
1976-02,59.182,
1976-03,57.438,
1976-04,58.259,
1976-05,61.437,
1976-06,63.147,
1976-07,61.728,
1976-08,61.661,
1976-09,60.916,
1976-10,61.112,
1976-11,67.227,
1976-12,62.630,
1977-01,61.166,
1977-02,62.219,
1977-03,61.108,
1977-04,62.410,
1977-05,64.587,
1977-06,65.685,
1977-07,66.374,
1977-08,65.988,
1977-09,65.209,
1977-10,67.192,
1977-11,73.876,
1977-12,70.332,
1978-01,70.026,
1978-02,70.479,
1978-03,69.807,
1978-04,71.281,
1978-05,73.719,
1978-06,73.724,
1978-07,75.637,
1978-08,75.680,
1978-09,76.030,
1978-10,76.822,
1978-11,83.726,
1978-12,81.081,
1979-01,77.809,
1979-02,78.404,
1979-03,76.638,
1979-04,78.167,
1979-05,79.807,
1979-06,79.596,
1979-07,80.040,
1979-08,78.102,
1979-09,77.718,
1979-10,78.485,
1979-11,84.965,
1979-12,82.964,
1980-01,76.841,
1980-02,77.131,
1980-03,76.679,
1980-04,77.060,
1980-05,78.904,
1980-06,80.729,
1980-07,79.112,
1980-08,78.897,
1980-09,80.307,
1980-10,80.159,
1980-11,90.541,
1980-12,85.512,
1981-01,80.877,
1981-02,80.880,
1981-03,78.172,
1981-04,77.907,
1981-05,79.870,
1981-06,82.321,
1981-07,79.168,
1981-08,80.121,
1981-09,78.562,
1981-10,78.323,
1981-11,88.550,
1981-12,83.640,
1982-01,79.841,
1982-02,80.380,
1982-03,80.176,
1982-04,82.724,
1982-05,82.940,
1982-06,85.287,
1982-07,83.037,
1982-08,82.992,
1982-09,84.191,
1982-10,83.384,
1982-11,93.709,
1982-12,90.385,
1983-01,88.490,
1983-02,89.689,
1983-03,87.545,
1983-04,90.395,
1983-05,92.810,
1983-06,94.807,
1983-07,93.600,
1983-08,92.952,
1983-09,91.227,
1983-10,94.317,
1983-11,101.883,
1983-12,97.531,
1984-01,93.374,
