"",BBFB1.M.N.DE.W1.S1.S1.T.N.EO._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.N.EO._Z._Z._Z._T._X.N_FLAGS
"",Net errors and omissions / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:54:01,
1991-01,2742.564,
1991-02,1178.418,
1991-03,1014.099,
1991-04,-1257.851,
1991-05,-476.828,
1991-06,3346.598,
1991-07,-2019.127,
1991-08,-959.564,
1991-09,3106.842,
1991-10,982.699,
1991-11,4674.979,
1991-12,-598.675,
1992-01,-189.621,
1992-02,-193.021,
1992-03,2402.566,
1992-04,1153.719,
1992-05,-569.627,
1992-06,3310.862,
1992-07,3408.105,
1992-08,-4660.288,
1992-09,3649.261,
1992-10,-3545.279,
1992-11,1290.562,
1992-12,3922.694,
1993-01,-9019.447,
1993-02,-3788.527,
1993-03,-1145.592,
1993-04,-281.060,
1993-05,90.646,
1993-06,-313.295,
1993-07,-2417.625,
1993-08,10054.928,
1993-09,-2733.146,
1993-10,-7733.961,
1993-11,4609.750,
1993-12,7587.706,
1994-01,-14212.500,
1994-02,2659.985,
1994-03,1341.290,
1994-04,-2073.537,
1994-05,-760.345,
1994-06,-1401.388,
1994-07,-392.341,
1994-08,1095.539,
1994-09,4552.374,
1994-10,-2960.136,
1994-11,-528.158,
1994-12,8154.563,
1995-01,-2758.351,
1995-02,-2412.227,
1995-03,1130.099,
1995-04,3776.351,
1995-05,469.838,
1995-06,1641.229,
1995-07,1584.577,
1995-08,-3394.167,
1995-09,-113.444,
1995-10,-3270.875,
1995-11,3319.657,
1995-12,-3231.598,
1996-01,-6679.164,
1996-02,-370.742,
1996-03,4627.325,
1996-04,-6912.447,
1996-05,356.385,
1996-06,3951.261,
1996-07,-1566.279,
1996-08,-1486.847,
1996-09,1965.205,
1996-10,-1576.827,
1996-11,-2000.321,
1996-12,9089.321,
1997-01,-879.161,
1997-02,397.797,
1997-03,-3308.217,
1997-04,-1058.374,
1997-05,672.555,
1997-06,-2564.158,
1997-07,10710.916,
1997-08,-254.941,
1997-09,2531.193,
1997-10,-3173.428,
1997-11,3412.499,
1997-12,-2454.928,
1998-01,2408.627,
1998-02,4611.813,
1998-03,-5544.427,
1998-04,12903.033,
1998-05,-7076.328,
1998-06,-3894.336,
1998-07,-3989.308,
1998-08,-22.370,
1998-09,-8732.728,
1998-10,10373.024,
1998-11,-8208.170,
1998-12,6299.899,
1999-01,41673.454,
1999-02,-10193.539,
1999-03,4202.170,
1999-04,-7770.939,
1999-05,2928.235,
1999-06,-2274.870,
1999-07,2498.642,
1999-08,9485.548,
1999-09,-5987.886,
1999-10,-3062.204,
1999-11,24661.962,
1999-12,-21413.580,
2000-01,5741.767,
2000-02,2467.205,
2000-03,-18390.888,
2000-04,-8389.250,
2000-05,-22213.470,
2000-06,-1500.520,
2000-07,-3643.495,
2000-08,15447.475,
2000-09,14360.646,
2000-10,20213.619,
2000-11,-15000.407,
2000-12,242.904,
2001-01,5575.121,
2001-02,-1231.049,
2001-03,-12556.078,
2001-04,-8051.336,
2001-05,-19761.372,
2001-06,14063.579,
2001-07,-2563.101,
2001-08,-1440.319,
2001-09,16554.674,
2001-10,-178.901,
2001-11,20756.614,
2001-12,944.382,
2002-01,-11441.475,
2002-02,2643.510,
2002-03,-6844.124,
2002-04,-11242.380,
2002-05,-5522.875,
2002-06,4326.896,
2002-07,5389.975,
2002-08,-2694.122,
2002-09,-1795.809,
2002-10,16562.465,
2002-11,-8679.983,
2002-12,7587.536,
2003-01,1153.987,
2003-02,20536.796,
2003-03,-16937.607,
2003-04,5221.450,
2003-05,9975.145,
2003-06,11661.819,
2003-07,-9836.535,
2003-08,8793.749,
2003-09,-11675.839,
2003-10,2721.393,
2003-11,1637.819,
2003-12,2451.083,
2004-01,-7087.421,
2004-02,-10212.205,
2004-03,-4661.763,
2004-04,22400.052,
2004-05,6477.641,
2004-06,10766.705,
2004-07,-13783.128,
2004-08,5589.569,
2004-09,17939.314,
2004-10,-7746.482,
2004-11,10640.663,
2004-12,-5155.750,
2005-01,-19277.014,
2005-02,6583.714,
2005-03,12869.867,
2005-04,13602.766,
2005-05,5176.260,
2005-06,3282.623,
2005-07,-2590.400,
2005-08,-4634.183,
2005-09,-3653.975,
2005-10,-141.736,
2005-11,6788.240,
2005-12,-4706.915,
2006-01,3834.023,
2006-02,4973.467,
2006-03,3197.313,
2006-04,15558.882,
2006-05,15949.187,
2006-06,11515.375,
2006-07,-13351.970,
2006-08,3646.582,
2006-09,9475.849,
2006-10,-12063.436,
2006-11,2883.489,
2006-12,-4345.970,
2007-01,-14080.844,
2007-02,11301.912,
2007-03,680.026,
2007-04,8264.429,
2007-05,14044.091,
2007-06,3661.324,
2007-07,-14361.925,
2007-08,-418.008,
2007-09,2937.638,
2007-10,12032.587,
2007-11,12867.292,
2007-12,5473.871,
2008-01,-6461.943,
2008-02,11903.300,
2008-03,12526.911,
2008-04,-2489.731,
2008-05,13207.399,
2008-06,-1202.994,
2008-07,-9852.602,
2008-08,-2731.384,
2008-09,-1228.891,
2008-10,7503.781,
2008-11,4062.880,
2008-12,-3707.111,
2009-01,-18997.839,
2009-02,-5719.253,
2009-03,6019.604,
2009-04,1286.799,
2009-05,5215.401,
2009-06,18830.245,
2009-07,-9201.268,
2009-08,-9561.176,
2009-09,-6806.925,
2009-10,12019.140,
2009-11,-297.064,
2009-12,2748.102,
2010-01,-21487.445,
2010-02,2872.502,
2010-03,4382.580,
2010-04,-4223.498,
2010-05,-2582.461,
2010-06,21.373,
2010-07,-26090.816,
2010-08,11388.373,
2010-09,4140.318,
2010-10,-21805.787,
2010-11,12196.899,
2010-12,5348.987,
2011-01,-877.494,
2011-02,10529.561,
2011-03,10223.232,
2011-04,11844.431,
2011-05,9389.194,
2011-06,-2276.041,
2011-07,-14359.739,
2011-08,3047.327,
2011-09,-13326.593,
2011-10,4523.394,
2011-11,-11003.052,
2011-12,-12334.994,
2012-01,-2460.917,
2012-02,-8236.737,
2012-03,-2214.413,
2012-04,1697.140,
2012-05,8625.680,
2012-06,-8983.414,
2012-07,-15273.991,
2012-08,4795.350,
2012-09,14102.903,
2012-10,1768.729,
2012-11,10785.594,
2012-12,11283.936,
2013-01,-20321.411,
2013-02,4201.818,
2013-03,12222.581,
2013-04,5462.705,
2013-05,599.720,
2013-06,13914.938,
2013-07,-1832.277,
2013-08,22171.526,
2013-09,2629.845,
2013-10,2213.345,
2013-11,1084.868,
2013-12,12200.438,
2014-01,-9932.495,
2014-02,9768.292,Provisional value
2014-03,16042.781,Provisional value
2014-04,13428.930,Provisional value
2014-05,5183.057,Provisional value
2014-06,-798.120,Provisional value
2014-07,-2784.618,Provisional value
2014-08,8983.139,Provisional value
2014-09,18724.726,
2014-10,-5014.385,
2014-11,5378.781,
2014-12,5322.161,Provisional value
