"",BBFB1.Q.N.DE.S3.S1.S1.T.L.FA.D.F._Z._T._X.N,BBFB1.Q.N.DE.S3.S1.S1.T.L.FA.D.F._Z._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Direct investment / Near and Middle East countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:46:58,
1991-01,-1.198,
1991-04,-1.737,
1991-07,117.359,
1991-10,0.558,
1992-01,-32.403,
1992-04,-32.548,
1992-07,-21.421,
1992-10,-32.516,
1993-01,25.191,
1993-04,3.637,
1993-07,-6.802,
1993-10,-16.633,
1994-01,-0.889,
1994-04,-2.534,
1994-07,1.556,
1994-10,-41.414,
1995-01,-2.754,
1995-04,2.971,
1995-07,-5.830,
1995-10,4.082,
1996-01,61.238,
1996-04,13.750,
1996-07,-120.010,
1996-10,-24.756,
1997-01,17.338,
1997-04,32.204,
1997-07,-64.051,
1997-10,45.017,
1998-01,23.383,
1998-04,6.921,
1998-07,-94.734,
1998-10,62.590,
1999-01,13.213,
1999-04,74.895,
1999-07,-64.654,
1999-10,-57.089,
2000-01,20.591,
2000-04,42.014,
2000-07,18.193,
2000-10,117.331,
2001-01,-76.914,
2001-04,-46.895,
2001-07,41.993,
2001-10,-93.025,
2002-01,21.667,
2002-04,12.247,
2002-07,50.488,
2002-10,47.280,
2003-01,2921.123,
2003-04,-260.986,
2003-07,619.981,
2003-10,-3335.267,
2004-01,15.582,
2004-04,-431.916,
2004-07,3.831,
2004-10,70.355,
2005-01,59.155,
2005-04,-777.011,
2005-07,-26.136,
2005-10,-57.072,
2006-01,39.172,
2006-04,74.481,
2006-07,-39.655,
2006-10,43.210,
2007-01,210.189,
2007-04,135.210,
2007-07,275.900,
2007-10,123.865,
2008-01,377.064,
2008-04,-255.644,
2008-07,-74.536,
2008-10,59.290,
2009-01,454.782,
2009-04,78.152,
2009-07,492.032,
2009-10,4139.114,
2010-01,138.199,
2010-04,339.912,
2010-07,45.442,
2010-10,262.070,
2011-01,56.420,
2011-04,82.950,
2011-07,238.677,
2011-10,145.668,
2012-01,-142.852,
2012-04,-688.947,
2012-07,82.445,
2012-10,67.937,
2013-01,-6.716,
2013-04,-1074.663,
2013-07,478.760,
2013-10,-474.093,
2014-01,26.894,Provisional value
2014-04,100.554,Provisional value
2014-07,-296.538,Provisional value
2014-10,58.872,Provisional value
