"",BBK01.OEAH11T,BBK01.OEAH11T_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:30:43,
2002-01,11.183,
2002-04,10.870,
2002-07,10.873,
2002-10,11.183,
2003-01,11.219,
2003-04,11.130,
2003-07,11.137,
2003-10,11.436,
2004-01,11.428,
2004-04,11.333,
2004-07,11.281,
2004-10,11.518,
2005-01,12.308,
2005-04,12.222,
2005-07,12.189,
2005-10,12.378,
2006-01,12.387,
2006-04,12.280,
2006-07,12.165,
2006-10,12.271,
2007-01,12.307,
2007-04,12.219,
2007-07,12.134,
2007-10,12.339,
2008-01,12.282,
2008-04,12.152,
2008-07,11.997,
2008-10,12.402,
2009-01,12.390,
2009-04,12.293,
2009-07,12.282,
2009-10,12.537,
2010-01,12.519,
2010-04,12.455,
2010-07,12.460,
2010-10,12.725,
2011-01,12.796,
2011-04,12.720,
2011-07,12.631,
2011-10,12.746,
2012-01,12.826,
2012-04,12.745,
2012-07,12.746,
2012-10,12.911,
2013-01,12.936,
2013-04,12.860,
2013-07,12.850,
2013-10,12.904,
2014-01,12.879,
2014-04,12.839,
2014-07,12.838,
