"",BBK01.RJ5608,BBK01.RJ5608_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:00,
1989,-,Nothing exists
1990,-,Nothing exists
1991,-,Nothing exists
1992,-,Nothing exists
1993,.,No value available
1994,.,No value available
1995,.,No value available
1996,.,No value available
1997,-2,
1998,4,
1999,8,
2000,5,
2001,13,
2002,65,
2003,115,
2004,152,
2005,179,
2006,260,
2007,208,
2008,479,
2009,495,
2010,459,
2011,475,
2012,256,
