"",BBK01.SUD034,BBK01.SUD034_FLAGS
"",Outstanding amounts (volumes) of German banks / Loans to non-financial corporations with a maturity of over 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:42,
2003-01,491747,
2003-02,491589,
2003-03,488963,
2003-04,490877,
2003-05,491026,
2003-06,487707,
2003-07,487473,
2003-08,489036,
2003-09,486570,
2003-10,487573,
2003-11,489132,
2003-12,488777,
2004-01,487166,
2004-02,488299,
2004-03,487244,
2004-04,489214,
2004-05,491825,
2004-06,488805,
2004-07,487135,
2004-08,487903,
2004-09,485483,
2004-10,485720,
2004-11,486256,
2004-12,483878,
2005-01,483211,
2005-02,483024,
2005-03,480353,
2005-04,481216,
2005-05,481891,
2005-06,478638,
2005-07,481158,
2005-08,479790,
2005-09,477806,
2005-10,479099,
2005-11,479951,
2005-12,480327,
2006-01,490068,
2006-02,492375,
2006-03,490677,
2006-04,492493,
2006-05,494363,
2006-06,494890,
2006-07,493519,
2006-08,496535,
2006-09,495304,
2006-10,494286,
2006-11,497001,
2006-12,497339,
2007-01,498816,
2007-02,500380,
2007-03,500891,
2007-04,501087,
2007-05,502283,
2007-06,502136,
2007-07,503967,
2007-08,508115,
2007-09,509124,
2007-10,511668,
2007-11,514169,
2007-12,517706,
2008-01,519188,
2008-02,523115,
2008-03,523232,
2008-04,526831,
2008-05,530746,
2008-06,531783,
2008-07,533931,
2008-08,537289,
2008-09,538193,
2008-10,540775,
2008-11,541915,
2008-12,544529,
2009-01,545349,
2009-02,545925,
2009-03,543946,
2009-04,541091,
2009-05,541981,
2009-06,539830,
2009-07,542592,
2009-08,543900,
2009-09,542542,
2009-10,542895,
2009-11,547731,
2009-12,545324,
2010-01,545782,
2010-02,547450,
2010-03,544224,
2010-04,546900,
2010-05,547945,
2010-06,549949,
2010-07,552591,
2010-08,553853,
2010-09,551283,
2010-10,551206,
2010-11,555004,
2010-12,555314,
2011-01,555165,
2011-02,557886,
2011-03,556255,
2011-04,558075,
2011-05,558898,
2011-06,560966,
2011-07,561830,
2011-08,562983,
2011-09,561294,
2011-10,565182,
2011-11,566756,
2011-12,567781,
2012-01,569546,
2012-02,571604,
2012-03,571433,
2012-04,569972,
2012-05,572592,
2012-06,573352,
2012-07,576961,
2012-08,578675,
2012-09,577371,
2012-10,577814,
2012-11,580329,
2012-12,579210,
2013-01,579904,
2013-02,581316,
2013-03,580544,
2013-04,582836,
2013-05,583258,
2013-06,582718,
2013-07,583497,
2013-08,581882,
2013-09,580155,
2013-10,581133,
2013-11,584312,
2013-12,585809,
2014-01,585957,
2014-02,586261,
2014-03,582771,
2014-04,583996,
2014-05,586337,
2014-06,582780,
2014-07,583339,
2014-08,585897,
2014-09,584473,
2014-10,586281,
2014-11,588938,
2014-12,579191,Provisional value
"",General: Data based on mothly balance sheet statistics. p = Provisional,
