"",BBK01.OUN382,BBK01.OUN382_FLAGS
"",Securities (excluding money market paper) issued by foreign general government / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:01:07,
1999-01,9.103,
1999-02,9.696,
1999-03,10.465,
1999-04,10.470,
1999-05,10.845,
1999-06,12.230,
1999-07,12.472,
1999-08,13.153,
1999-09,13.175,
1999-10,13.141,
1999-11,13.253,
1999-12,13.075,
2000-01,12.593,
2000-02,12.982,
2000-03,12.492,
2000-04,12.539,
2000-05,2.675,
2000-06,2.662,
2000-07,2.665,
2000-08,2.726,
2000-09,2.646,
2000-10,2.681,
2000-11,2.634,
2000-12,2.499,
2001-01,2.407,
2001-02,2.416,
2001-03,2.428,
2001-04,2.434,
2001-05,2.520,
2001-06,2.593,
2001-07,2.449,
2001-08,2.591,
2001-09,2.856,
2001-10,2.978,
2001-11,2.925,
2001-12,3.055,
2002-01,3.064,
2002-02,3.056,
2002-03,2.964,
2002-04,2.973,
2002-05,3.031,
2002-06,2.949,
2002-07,2.892,
2002-08,2.955,
2002-09,2.955,
2002-10,2.998,
2002-11,3.022,
2002-12,3.045,
2003-01,2.999,
2003-02,2.974,
2003-03,2.992,
2003-04,3.011,
2003-05,2.983,
2003-06,2.952,
2003-07,3.037,
2003-08,3.070,
2003-09,3.058,
2003-10,3.066,
2003-11,3.040,
2003-12,3.057,
2004-01,3.013,
2004-02,2.970,
2004-03,3.225,
2004-04,3.213,
2004-05,3.250,
2004-06,3.226,
2004-07,3.256,
2004-08,3.239,
2004-09,3.277,
2004-10,3.233,
2004-11,3.269,
2004-12,15.094,
2005-01,14.662,
2005-02,15.757,
2005-03,15.846,
2005-04,16.174,
2005-05,16.325,
2005-06,16.977,
2005-07,16.913,
2005-08,16.721,
2005-09,16.787,
2005-10,16.681,
2005-11,16.507,
2005-12,16.543,
2006-01,16.161,
2006-02,16.473,
2006-03,16.671,
2006-04,16.714,
2006-05,16.505,
2006-06,16.280,
2006-07,14.765,
2006-08,14.977,
2006-09,15.108,
2006-10,16.670,
2006-11,16.649,
2006-12,16.741,
2007-01,16.577,
2007-02,16.746,
2007-03,16.788,
2007-04,16.603,
2007-05,16.365,
2007-06,17.025,
2007-07,17.163,
2007-08,16.987,
2007-09,18.601,
2007-10,18.689,
2007-11,18.734,
2007-12,19.036,
2008-01,20.011,
2008-02,20.895,
2008-03,21.416,
2008-04,21.203,
2008-05,20.379,
2008-06,18.957,
2008-07,18.298,
2008-08,18.223,
2008-09,17.514,
2008-10,16.924,
2008-11,16.790,
2008-12,15.366,
2009-01,15.345,
2009-02,15.219,
2009-03,15.132,
2009-04,14.910,
2009-05,14.751,
2009-06,14.720,
2009-07,15.181,
2009-08,15.293,
2009-09,15.874,
2009-10,16.656,
2009-11,16.772,
2009-12,16.929,
2010-01,17.809,
2010-02,18.270,
2010-03,19.150,
2010-04,19.691,
2010-05,19.997,
2010-06,20.068,
2010-07,20.557,
2010-08,20.888,
2010-09,21.123,
2010-10,21.226,
2010-11,21.596,
2010-12,21.637,
2011-01,21.509,
2011-02,21.647,
2011-03,21.776,
2011-04,21.834,
2011-05,21.833,
2011-06,21.833,
2011-07,21.967,
2011-08,21.847,
2011-09,21.793,
2011-10,21.578,
2011-11,21.709,
2011-12,21.737,
2012-01,21.876,
2012-02,21.880,
2012-03,22.200,
2012-04,22.443,
2012-05,22.796,
2012-06,22.436,
2012-07,22.368,
2012-08,22.854,
2012-09,22.809,
2012-10,22.789,
2012-11,23.161,
2012-12,23.451,
2013-01,23.228,
2013-02,23.226,
2013-03,23.235,
2013-04,23.668,
2013-05,23.884,
2013-06,23.814,
2013-07,23.644,
2013-08,23.531,
2013-09,23.617,
2013-10,23.694,
2013-11,23.461,
2013-12,23.406,
2014-01,23.979,
2014-02,24.153,
2014-03,24.099,
2014-04,23.942,
2014-05,24.058,
2014-06,23.728,
2014-07,23.581,
2014-08,23.251,
2014-09,23.056,
2014-10,23.369,
2014-11,23.611,
2014-12,24.675,Provisional value
