"",BBK01.TS5104,BBK01.TS5104_FLAGS
"",Deposits of non-MFIs / households and non-profit institutions serving households / Short term / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:54,
1999-01,68.30643,
1999-02,68.71812,
1999-03,68.59833,
1999-04,69.01182,
1999-05,69.66957,
1999-06,69.88294,
1999-07,69.94925,
1999-08,70.05228,
1999-09,70.08214,
1999-10,70.14272,
1999-11,70.39403,
1999-12,70.11159,
2000-01,70.07952,
2000-02,70.14684,
2000-03,69.52441,
2000-04,69.14623,
2000-05,68.76923,
2000-06,68.12028,
2000-07,68.03587,
2000-08,67.70668,
2000-09,67.47522,
2000-10,67.42250,
2000-11,67.53711,
2000-12,67.53091,
2001-01,67.72205,
2001-02,68.10417,
2001-03,68.58428,
2001-04,69.18382,
2001-05,69.54936,
2001-06,70.21799,
2001-07,70.76320,
2001-08,71.19064,
2001-09,72.03983,
2001-10,72.40734,
2001-11,73.53066,
2001-12,74.99478,
2002-01,74.87781,
2002-02,75.04669,
2002-03,75.16309,
2002-04,75.21986,
2002-05,75.39321,
2002-06,75.63131,
2002-07,75.81793,
2002-08,76.02752,
2002-09,76.22765,
2002-10,76.61445,
2002-11,77.39497,
2002-12,77.95967,
2003-01,78.40156,
2003-02,78.76840,
2003-03,79.20154,
2003-04,79.54501,
2003-05,79.86663,
2003-06,80.05628,
2003-07,80.40948,
2003-08,80.97601,
2003-09,81.18408,
2003-10,81.25015,
2003-11,81.40863,
2003-12,81.19655,
2004-01,81.38169,
2004-02,81.53016,
2004-03,81.64515,
2004-04,81.70129,
2004-05,82.05729,
2004-06,82.16520,
2004-07,82.25975,
2004-08,82.41498,
2004-09,82.60082,
2004-10,82.78349,
2004-11,83.01555,
2004-12,83.13430,
2005-01,83.15879,
2005-02,83.32541,
2005-03,83.47359,
2005-04,83.73971,
2005-05,84.13988,
2005-06,84.38879,
2005-07,84.75430,
2005-08,85.09620,
2005-09,85.35624,
2005-10,85.57913,
2005-11,85.63712,
2005-12,86.00582,
2006-01,86.05482,
2006-02,86.10382,
2006-03,86.25718,
2006-04,86.49997,
2006-05,86.75509,
2006-06,86.70903,
2006-07,86.76973,
2006-08,86.61929,
2006-09,86.61786,
2006-10,86.61746,
2006-11,86.40641,
2006-12,86.64485,
2007-01,86.61589,
2007-02,86.78264,
2007-03,87.09484,
2007-04,87.41126,
2007-05,87.83265,
2007-06,88.61932,
2007-07,88.81250,
2007-08,89.61439,
2007-09,89.94659,
2007-10,90.25033,
2007-11,90.54381,
2007-12,92.22034,
2008-01,92.21111,
2008-02,92.37074,
2008-03,93.01162,
2008-04,93.79820,
2008-05,94.18095,
2008-06,94.33102,
2008-07,94.86880,
2008-08,95.33527,
2008-09,95.75361,
2008-10,98.62155,
2008-11,99.24605,
2008-12,99.76368,
2009-01,100.17761,
2009-02,100.87568,
2009-03,100.89926,
2009-04,101.11307,
2009-05,101.20560,
2009-06,101.36761,
2009-07,101.43363,
2009-08,101.44678,
2009-09,101.64470,
2009-10,101.50252,
2009-11,101.42255,
2009-12,101.71051,
2010-01,102.13823,
2010-02,102.40806,
2010-03,102.68114,
2010-04,103.22037,
2010-05,103.57004,
2010-06,104.13285,
2010-07,104.64429,
2010-08,104.93246,
2010-09,105.18175,
2010-10,105.59155,
2010-11,105.97373,
2010-12,106.51844,
2011-01,106.68144,
2011-02,106.72540,
2011-03,107.17957,
2011-04,107.68602,
2011-05,107.91869,
2011-06,108.14392,
2011-07,108.61287,
2011-08,109.16582,
2011-09,109.42727,
2011-10,109.80770,
2011-11,110.51808,
2011-12,110.64673,
2012-01,111.41132,
2012-02,112.09567,
2012-03,112.53851,
2012-04,112.99201,
2012-05,113.42124,
2012-06,114.25639,
2012-07,114.92902,
2012-08,115.64512,
2012-09,116.24965,
2012-10,116.76718,
2012-11,117.05340,
2012-12,117.71843,
2013-01,118.09604,
2013-02,118.48292,
2013-03,118.76195,
2013-04,119.27103,
2013-05,120.04311,
2013-06,120.42199,
2013-07,121.21699,
2013-08,121.69944,
2013-09,122.10916,
2013-10,122.63222,
2013-11,123.19264,
2013-12,123.41718,
2014-01,123.69991,
2014-02,124.03027,
2014-03,124.34888,
2014-04,125.02662,
2014-05,125.54648,
2014-06,126.02046,
2014-07,126.53344,
2014-08,127.10123,
2014-09,127.62084,
2014-10,128.21573,
2014-11,128.60314,
2014-12,129.16677,Provisional value
2015-01,129.49246,
"","General: 1 Short-term deposits include overnight deposits, deposits with an agreed maturity of up to 2 years and deposits redeemable at notice of up to 3 months.",
