"",BBK01.SU0501,BBK01.SU0501_FLAGS
"","Lending rates of banks / Current account credit less than EUR 100,000 / Lowest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:28:47,
1996-11,7.75,
1996-12,8.00,
1997-01,8.00,
1997-02,8.00,
1997-03,7.75,
1997-04,7.90,
1997-05,8.00,
1997-06,8.00,
1997-07,7.90,
1997-08,7.75,
1997-09,7.75,
1997-10,7.75,
1997-11,7.90,
1997-12,7.90,
1998-01,7.75,
1998-02,7.75,
1998-03,7.75,
1998-04,7.75,
1998-05,7.75,
1998-06,7.75,
1998-07,7.75,
1998-08,7.75,
1998-09,7.75,
1998-10,7.75,
1998-11,7.75,
1998-12,7.75,
1999-01,7.75,
1999-02,7.50,
1999-03,7.50,
1999-04,7.50,
1999-05,7.50,
1999-06,7.50,
1999-07,7.50,
1999-08,7.50,
1999-09,7.50,
1999-10,7.75,
1999-11,7.50,
1999-12,7.50,
2000-01,7.50,
2000-02,7.50,
2000-03,7.75,
2000-04,7.75,
2000-05,8.00,
2000-06,8.00,
2000-07,8.50,
2000-08,8.50,
2000-09,8.75,
2000-10,8.75,
2000-11,8.75,
2000-12,8.90,
2001-01,8.75,
2001-02,8.00,
2001-03,7.00,
2001-04,6.80,
2001-05,6.50,
2001-06,6.50,
2001-07,6.50,
2001-08,6.20,
2001-09,6.00,
2001-10,5.50,
2001-11,5.50,
2001-12,6.00,
2002-01,6.00,
2002-02,6.00,
2002-03,6.45,
2002-04,6.00,
2002-05,6.00,
2002-06,6.30,
2002-07,6.00,
2002-08,6.00,
2002-09,5.50,
2002-10,5.50,
2002-11,5.50,
2002-12,5.50,
2003-01,6.50,
2003-02,5.65,
2003-03,5.00,
2003-04,6.00,
2003-05,5.50,
2003-06,5.00,
"","General: Up to December 2001, loans of less than DM 200,000. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.",
