"",BBK01.OUU405,BBK01.OUU405_FLAGS
"",Balances and loans to foreign banks (MFIs) / medium-term / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:58,
1999-01,-,Nothing exists
1999-02,-,Nothing exists
1999-03,-,Nothing exists
1999-04,0.006,
1999-05,-,Nothing exists
1999-06,-,Nothing exists
1999-07,-,Nothing exists
1999-08,-,Nothing exists
1999-09,-,Nothing exists
1999-10,-,Nothing exists
1999-11,-,Nothing exists
1999-12,0.012,
2000-01,0.013,
2000-02,0.015,
2000-03,0.018,
2000-04,0.020,
2000-05,0.020,
2000-06,0.020,
2000-07,0.020,
2000-08,0.025,
2000-09,0.030,
2000-10,0.036,
2000-11,0.038,
2000-12,0.052,
2001-01,0.049,
2001-02,0.049,
2001-03,0.059,
2001-04,0.059,
2001-05,0.069,
2001-06,0.069,
2001-07,0.074,
2001-08,0.074,
2001-09,0.086,
2001-10,0.115,
2001-11,0.106,
2001-12,0.125,
2002-01,0.125,
2002-02,0.145,
2002-03,0.141,
2002-04,0.156,
2002-05,0.166,
2002-06,0.171,
2002-07,0.183,
2002-08,0.183,
2002-09,0.193,
2002-10,0.203,
2002-11,0.213,
2002-12,0.212,
2003-01,0.221,
2003-02,0.212,
2003-03,0.212,
2003-04,0.216,
2003-05,0.211,
2003-06,0.211,
2003-07,0.227,
2003-08,0.227,
2003-09,0.227,
2003-10,0.232,
2003-11,0.232,
2003-12,0.235,
2004-01,0.250,
2004-02,0.253,
2004-03,0.263,
2004-04,0.251,
2004-05,0.251,
2004-06,0.251,
2004-07,0.252,
2004-08,0.252,
2004-09,0.252,
2004-10,0.252,
2004-11,0.252,
2004-12,0.254,
2005-01,0.267,
2005-02,0.267,
2005-03,0.267,
2005-04,0.255,
2005-05,0.270,
2005-06,0.295,
2005-07,0.299,
2005-08,0.301,
2005-09,0.288,
2005-10,0.285,
2005-11,0.297,
2005-12,0.295,
2006-01,0.295,
2006-02,0.334,
2006-03,0.334,
2006-04,0.394,
2006-05,0.394,
2006-06,0.410,
2006-07,0.431,
2006-08,0.431,
2006-09,0.434,
2006-10,0.431,
2006-11,0.431,
2006-12,0.421,
2007-01,0.424,
2007-02,0.447,
2007-03,0.467,
2007-04,0.494,
2007-05,0.500,
2007-06,0.520,
2007-07,0.508,
2007-08,0.508,
2007-09,0.510,
2007-10,0.505,
2007-11,0.505,
2007-12,0.657,
2008-01,0.657,
2008-02,0.657,
2008-03,0.625,
2008-04,0.620,
2008-05,0.601,
2008-06,0.556,
2008-07,0.556,
2008-08,0.556,
2008-09,0.538,
2008-10,0.538,
2008-11,0.543,
2008-12,0.356,
2009-01,0.356,
2009-02,0.356,
2009-03,0.348,
2009-04,0.348,
2009-05,0.348,
2009-06,0.305,
2009-07,0.274,
2009-08,0.274,
2009-09,0.264,
2009-10,0.264,
2009-11,0.264,
2009-12,0.287,
2010-01,0.292,
2010-02,0.292,
2010-03,0.280,
2010-04,0.310,
2010-05,0.325,
2010-06,0.319,
2010-07,0.319,
2010-08,0.324,
2010-09,0.307,
2010-10,0.307,
2010-11,0.307,
2010-12,0.264,
2011-01,0.264,
2011-02,0.264,
2011-03,0.242,
2011-04,0.237,
2011-05,0.227,
2011-06,0.197,
2011-07,0.184,
2011-08,0.184,
2011-09,0.184,
2011-10,0.184,
2011-11,0.184,
2011-12,0.134,
2012-01,0.134,
2012-02,0.106,
2012-03,0.095,
2012-04,0.095,
2012-05,0.106,
2012-06,0.103,
2012-07,0.103,
2012-08,0.103,
2012-09,0.098,
2012-10,0.098,
2012-11,0.098,
2012-12,0.093,
2013-01,0.093,
2013-02,0.093,
2013-03,0.058,
2013-04,0.058,
2013-05,0.058,
2013-06,0.058,
2013-07,0.058,
2013-08,0.058,
2013-09,0.058,
2013-10,0.058,
2013-11,0.053,
2013-12,0.053,
2014-01,0.053,
2014-02,0.053,
2014-03,0.053,
2014-04,0.053,
2014-05,0.053,
2014-06,0.053,
2014-07,0.053,
2014-08,0.053,
2014-09,0.053,
2014-10,0.053,
2014-11,0.053,
2014-12,0.053,Provisional value
