"",BBK01.OUB204,BBK01.OUB204_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for up and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:40,
1968-12,7.661,
1969-01,7.761,
1969-02,7.657,
1969-03,7.533,
1969-04,7.890,
1969-05,8.858,
1969-06,8.213,
1969-07,8.023,
1969-08,7.973,
1969-09,8.938,
1969-10,9.237,
1969-11,8.547,
1969-12,8.957,
1970-01,8.488,
1970-02,8.461,
1970-03,8.116,
1970-04,8.726,
1970-05,8.752,
1970-06,8.927,
1970-07,9.570,
1970-08,9.470,
1970-09,8.896,
1970-10,9.364,
1970-11,9.536,
1970-12,10.082,
1971-01,10.174,
1971-02,10.129,
1971-03,10.282,
1971-04,11.496,
1971-05,12.335,
1971-06,11.391,
1971-07,11.155,
1971-08,11.016,
1971-09,11.097,
1971-10,12.263,
1971-11,12.504,
1971-12,13.274,
1972-01,13.014,
1972-02,12.934,
1972-03,12.277,
1972-04,12.855,
1972-05,13.375,
1972-06,13.194,
1972-07,13.940,
1972-08,13.750,
1972-09,13.524,
1972-10,14.333,
1972-11,14.389,
1972-12,15.862,
1973-01,16.022,
1973-02,16.882,
1973-03,16.218,
1973-04,17.247,
1973-05,18.958,
1973-06,17.638,
1973-07,17.633,
1973-08,18.495,
1973-09,18.254,
1973-10,19.699,
1973-11,18.373,
1973-12,17.474,
1974-01,17.298,
1974-02,16.541,
1974-03,14.790,
1974-04,16.456,
1974-05,15.631,
1974-06,13.883,
1974-07,13.345,
1974-08,12.576,
1974-09,11.939,
1974-10,12.757,
1974-11,12.423,
1974-12,14.199,
1975-01,13.687,
1975-02,13.789,
1975-03,12.948,
1975-04,13.965,
1975-05,12.976,
1975-06,12.572,
1975-07,13.032,
1975-08,14.173,
1975-09,13.140,
1975-10,16.376,
1975-11,16.676,
1975-12,18.527,
1976-01,16.242,
1976-02,16.620,
1976-03,15.872,
1976-04,17.044,
1976-05,16.216,
1976-06,15.734,
