"",BBK01.OEAA01O,BBK01.OEAA01O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:24,
2002-01,71.477,
2002-04,71.324,
2002-07,72.531,
2002-10,73.026,
2003-01,75.967,
2003-04,71.101,
2003-07,67.626,
2003-10,71.810,
2004-01,71.706,
2004-04,70.233,
2004-07,69.661,
2004-10,70.450,
2005-01,115.919,
2005-04,116.079,
2005-07,116.272,
2005-10,116.611,
2006-01,117.476,
2006-04,117.418,
2006-07,118.096,
2006-10,118.057,
2007-01,117.898,
2007-04,118.796,
2007-07,120.405,
2007-10,119.738,
2008-01,120.076,
2008-04,120.250,
2008-07,113.898,
2008-10,111.890,
2009-01,111.171,
2009-04,111.639,
2009-07,112.534,
2009-10,116.428,
2010-01,115.967,
2010-04,115.873,
2010-07,117.189,
2010-10,117.256,
2011-01,116.241,
2011-04,117.085,
2011-07,118.290,
2011-10,117.670,
2012-01,117.908,
2012-04,119.693,
2012-07,118.696,
2012-10,119.564,
2013-01,118.904,
2013-04,118.137,
2013-07,125.085,
2013-10,124.568,
2014-01,125.584,
2014-04,124.657,
2014-07,124.257,
