"",BBK01.TU2069,BBK01.TU2069_FLAGS
"",Deposits / of banks (MFIs) / Foreign banks,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:45,
1984-12,73.504,
1985-01,71.858,
1985-02,73.887,
1985-03,71.485,
1985-04,69.179,
1985-05,70.252,
1985-06,74.560,
1985-07,70.485,
1985-08,68.724,
1985-09,66.445,
1985-10,64.372,
1985-11,63.737,
1985-12,62.954,
1986-01,59.773,
1986-02,56.209,
1986-03,57.703,
1986-04,56.517,
1986-05,56.246,
1986-06,54.081,
1986-07,51.971,
1986-08,49.821,
1986-09,49.543,
1986-10,50.310,
1986-11,48.112,
1986-12,47.205,
1987-01,48.050,
1987-02,47.536,
1987-03,47.788,
1987-04,46.817,
1987-05,47.877,
1987-06,47.054,
1987-07,46.774,
1987-08,45.797,
1987-09,46.906,
1987-10,49.166,
1987-11,48.832,
1987-12,46.563,
1988-01,49.390,
1988-02,48.927,
1988-03,47.626,
1988-04,47.171,
1988-05,47.896,
1988-06,50.653,
1988-07,52.663,
1988-08,52.021,
1988-09,51.256,
1988-10,49.451,
1988-11,49.645,
1988-12,47.429,
1989-01,51.634,
1989-02,52.406,
1989-03,53.941,
1989-04,53.514,
1989-05,54.134,
1989-06,53.624,
1989-07,51.878,
1989-08,51.611,
1989-09,49.863,
1989-10,47.635,
1989-11,50.610,
1989-12,47.991,
1990-01,50.790,
1990-02,50.079,
1990-03,50.419,
1990-04,51.259,
1990-05,53.434,
1990-06,53.367,
1990-07,52.474,
1990-08,51.582,
1990-09,52.868,
1990-10,51.835,
1990-11,53.615,
1990-12,50.945,
1991-01,53.841,
1991-02,54.308,
1991-03,56.323,
1991-04,56.389,
1991-05,56.876,
1991-06,58.156,
1991-07,56.229,
1991-08,55.892,
1991-09,57.346,
1991-10,58.065,
1991-11,57.848,
1991-12,60.805,
1992-01,63.325,
1992-02,63.909,
1992-03,64.513,
1992-04,67.718,
1992-05,68.719,
1992-06,69.901,
1992-07,69.952,
1992-08,69.090,
1992-09,79.136,
1992-10,80.744,
1992-11,78.865,
1992-12,81.282,
1993-01,82.543,
