"",BBK01.QUF794,BBK01.QUF794_FLAGS
"","Foreign branches: Claims on non-residents, total / Cyprus / US Dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:31,
2004-12,0.164,
2005-01,0.544,
2005-02,0.553,
2005-03,0.569,
2005-04,0.518,
2005-05,0.504,
2005-06,0.493,
2005-07,0.674,
2005-08,0.663,
2005-09,1.037,
2005-10,1.080,
2005-11,1.196,
2005-12,1.211,
2006-01,0.997,
2006-02,0.412,
2006-03,0.532,
2006-04,0.539,
2006-05,0.427,
2006-06,0.446,
2006-07,0.444,
2006-08,0.564,
2006-09,0.504,
2006-10,0.481,
2006-11,0.415,
2006-12,0.376,
2007-01,0.255,
2007-02,0.255,
2007-03,0.413,
2007-04,0.362,
2007-05,0.376,
2007-06,0.400,
2007-07,0.356,
2007-08,0.339,
2007-09,0.307,
2007-10,0.327,
2007-11,0.314,
2007-12,0.408,
2008-01,0.345,
2008-02,0.368,
2008-03,0.467,
2008-04,0.479,
2008-05,0.433,
2008-06,0.570,
2008-07,0.659,
2008-08,0.688,
2008-09,0.832,
2008-10,0.456,
2008-11,0.395,
2008-12,0.331,
2009-01,0.369,
2009-02,0.350,
2009-03,0.317,
2009-04,0.329,
2009-05,0.280,
2009-06,0.277,
2009-07,0.285,
2009-08,0.353,
2009-09,0.339,
2009-10,0.293,
2009-11,0.276,
2009-12,0.328,
2010-01,0.323,
2010-02,0.241,
2010-03,0.320,
2010-04,0.332,
2010-05,0.318,
2010-06,0.327,
2010-07,0.659,
2010-08,0.671,
2010-09,0.271,
2010-10,0.260,
2010-11,0.315,
2010-12,0.280,
2011-01,0.259,
2011-02,0.214,
2011-03,0.249,
2011-04,0.181,
2011-05,0.181,
2011-06,0.186,
2011-07,0.312,
2011-08,0.255,
2011-09,0.314,
2011-10,0.297,
2011-11,0.448,
2011-12,0.466,
2012-01,0.453,
2012-02,0.441,
2012-03,0.326,
2012-04,0.328,
2012-05,0.349,
2012-06,0.331,
2012-07,0.352,
2012-08,0.344,
2012-09,0.337,
2012-10,0.338,
2012-11,0.435,
2012-12,0.561,
2013-01,0.581,
2013-02,0.625,
2013-03,0.701,
2013-04,0.611,
2013-05,0.660,
2013-06,0.705,
2013-07,0.417,
2013-08,0.484,
2013-09,0.410,
2013-10,0.455,
2013-11,0.464,
2013-12,0.433,
2014-01,0.491,
2014-02,0.529,
2014-03,0.526,
2014-04,0.542,
2014-05,0.525,
2014-06,0.516,
2014-07,0.527,
2014-08,0.521,
2014-09,0.472,
2014-10,0.456,
2014-11,0.448,
