"",BBK01.TS5513O,BBK01.TS5513O_FLAGS
"","Credit to enterprises and households (from June 2010, excluding reverse repos to central counterparties) / Loans / All maturities / Domestic / Index / Seasonally adjusted",
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:34,
1995-01,62.86886,
1995-02,63.30810,
1995-03,63.53282,
1995-04,63.93934,
1995-05,64.24041,
1995-06,64.63969,
1995-07,64.89302,
1995-08,65.31329,
1995-09,65.76248,
1995-10,66.11139,
1995-11,66.53886,
1995-12,66.69602,
1996-01,67.19773,
1996-02,67.63107,
1996-03,68.02872,
1996-04,68.40219,
1996-05,68.79490,
1996-06,69.05871,
1996-07,69.42674,
1996-08,69.89781,
1996-09,70.20016,
1996-10,70.58201,
1996-11,70.84572,
1996-12,71.67313,
1997-01,71.94592,
1997-02,72.35507,
1997-03,72.66175,
1997-04,72.95153,
1997-05,73.34948,
1997-06,73.83642,
1997-07,74.12410,
1997-08,74.45450,
1997-09,74.78350,
1997-10,75.15865,
1997-11,75.33681,
1997-12,75.74669,
1998-01,76.00489,
1998-02,76.30704,
1998-03,76.62427,
1998-04,77.14660,
1998-05,77.48824,
1998-06,77.86765,
1998-07,78.34260,
1998-08,78.71208,
1998-09,79.13491,
1998-10,79.56693,
1998-11,79.79457,
1998-12,80.84547,
1999-01,81.92989,
1999-02,82.24183,
1999-03,82.46804,
1999-04,82.83439,
1999-05,83.09788,
1999-06,83.87300,
1999-07,84.29603,
1999-08,84.60319,
1999-09,84.96818,
1999-10,85.39599,
1999-11,85.74147,
1999-12,86.16130,
2000-01,86.62176,
2000-02,86.97154,
2000-03,87.39717,
2000-04,87.89831,
2000-05,88.20924,
2000-06,88.48633,
2000-07,88.68788,
2000-08,89.07967,
2000-09,89.47184,
2000-10,89.71844,
2000-11,89.89409,
2000-12,89.96755,
2001-01,90.32329,
2001-02,90.73320,
2001-03,90.89774,
2001-04,90.93402,
2001-05,91.11835,
2001-06,91.20489,
2001-07,91.29730,
2001-08,91.43739,
2001-09,91.50529,
2001-10,91.64209,
2001-11,91.79290,
2001-12,91.99868,
2002-01,91.83660,
2002-02,91.86703,
2002-03,91.95619,
2002-04,92.13548,
2002-05,92.19760,
2002-06,92.12080,
2002-07,92.28502,
2002-08,92.36403,
2002-09,92.37656,
2002-10,92.43304,
2002-11,92.28181,
2002-12,92.49502,
2003-01,92.91385,
2003-02,92.96683,
2003-03,93.15684,
2003-04,93.08158,
2003-05,93.12970,
2003-06,93.22234,
2003-07,93.07793,
2003-08,93.02071,
2003-09,93.41706,
2003-10,93.43558,
2003-11,93.55966,
2003-12,93.81298,
2004-01,93.67550,
2004-02,93.66627,
2004-03,93.66485,
2004-04,93.68563,
2004-05,93.74135,
2004-06,93.60006,
2004-07,93.58418,
2004-08,93.45093,
2004-09,93.57189,
2004-10,93.56474,
2004-11,93.79337,
2004-12,93.81568,
2005-01,93.74536,
2005-02,93.84321,
2005-03,93.77855,
2005-04,93.79352,
2005-05,93.95690,
2005-06,94.05250,
2005-07,94.25658,
2005-08,94.35986,
2005-09,94.57505,
2005-10,94.92069,
2005-11,94.65422,
2005-12,94.57466,
2006-01,95.11862,
2006-02,95.13835,
2006-03,95.31356,
2006-04,95.55831,
2006-05,95.61242,
2006-06,95.65498,
2006-07,95.53713,
2006-08,95.70024,
2006-09,96.15502,
2006-10,95.87799,
2006-11,95.70687,
2006-12,95.19097,
2007-01,95.57104,
2007-02,95.63488,
2007-03,95.82186,
2007-04,95.66388,
2007-05,95.54915,
2007-06,95.86354,
2007-07,96.07722,
2007-08,96.33264,
2007-09,96.46173,
2007-10,96.58028,
2007-11,96.55396,
2007-12,97.59246,
2008-01,97.87674,
2008-02,98.17316,
2008-03,98.57362,
2008-04,98.84968,
2008-05,99.04012,
2008-06,99.35083,
2008-07,99.71264,
2008-08,99.71575,
2008-09,99.89458,
2008-10,99.80669,
2008-11,99.91333,
2008-12,100.48843,
2009-01,100.93184,
2009-02,100.52014,
2009-03,101.22930,
2009-04,101.25104,
2009-05,101.31405,
2009-06,101.54531,
2009-07,100.88330,
2009-08,100.43056,
2009-09,100.93817,
2009-10,100.65894,
2009-11,100.68574,
2009-12,100.80423,
2010-01,100.37089,
2010-02,100.05061,
2010-03,99.96474,
2010-04,100.44070,
2010-05,100.38973,
2010-06,100.48315,
2010-07,100.53186,
2010-08,100.42176,
2010-09,100.28458,
2010-10,100.48555,
2010-11,100.61213,
2010-12,100.83758,
2011-01,100.73474,
2011-02,100.98353,
2011-03,101.02862,
2011-04,100.93214,
2011-05,101.02922,
2011-06,101.06609,
2011-07,101.12423,
2011-08,101.27755,
2011-09,101.41662,
2011-10,101.70289,
2011-11,101.80028,
2011-12,101.71524,
2012-01,102.17934,
2012-02,102.14446,
2012-03,102.22126,
2012-04,102.20494,
2012-05,102.36567,
2012-06,102.56916,
2012-07,102.80484,
2012-08,102.91903,
2012-09,102.97589,
2012-10,103.06698,
2012-11,103.20862,
2012-12,103.24580,
2013-01,103.22792,
2013-02,103.26248,
2013-03,103.42770,
2013-04,103.38608,
2013-05,103.46985,
2013-06,103.50358,
2013-07,103.51683,
2013-08,103.62208,
2013-09,103.60067,
2013-10,103.75487,
2013-11,103.77349,
2013-12,103.86977,
2014-01,103.94325,
2014-02,104.08831,
2014-03,104.18655,
2014-04,104.43246,
2014-05,104.57405,
2014-06,104.62263,
2014-07,104.68075,
2014-08,104.84331,
2014-09,105.00813,
2014-10,105.11555,
2014-11,105.39540,
2014-12,105.47181,Provisional value
2015-01,105.72840,
"",General: 1 Statistical changes have been eliminated.,
