"",BBK01.OEYB01H,BBK01.OEYB01H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:29,
2002-01,167.241,
2002-04,162.603,
2002-07,164.803,
2002-10,161.818,
2003-01,157.885,
2003-04,154.376,
2003-07,152.856,
2003-10,164.178,
2004-01,163.166,
2004-04,156.570,
2004-07,157.104,
2004-10,150.934,
2005-01,147.125,
2005-04,145.303,
2005-07,144.006,
2005-10,140.623,
2006-01,145.884,
2006-04,143.964,
2006-07,145.283,
2006-10,139.543,
2007-01,144.478,
2007-04,142.953,
2007-07,145.680,
2007-10,140.829,
2008-01,164.817,
2008-04,167.167,
2008-07,171.373,
2008-10,166.479,
2009-01,168.748,
2009-04,163.275,
2009-07,179.428,
2009-10,172.215,
2010-01,170.193,
2010-04,172.506,
2010-07,169.258,
2010-10,223.296,
2011-01,193.596,
2011-04,176.915,
2011-07,167.431,
2011-10,159.867,
2012-01,154.165,
2012-04,154.935,
2012-07,154.237,
2012-10,150.332,
2013-01,146.529,
2013-04,141.440,
2013-07,135.606,
2013-10,130.512,
2014-01,131.638,
2014-04,129.897,
2014-07,131.401,
