"",BBK01.OXA8A7,BBK01.OXA8A7_FLAGS
"",Loans (including bills of exchange) to domestic house holds and non-profit institutions serving households - Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:41,
1999-01,1252.632,
1999-02,1258.495,
1999-03,1270.724,
1999-04,1277.224,
1999-05,1283.852,
1999-06,1294.821,
1999-07,1301.099,
1999-08,1308.258,
1999-09,1316.191,
1999-10,1320.516,
1999-11,1324.224,
1999-12,1334.966,
2000-01,1335.281,
2000-02,1337.008,
2000-03,1340.677,
2000-04,1343.252,
2000-05,1347.338,
2000-06,1353.822,
2000-07,1356.522,
2000-08,1360.691,
2000-09,1366.769,
2000-10,1370.113,
2000-11,1370.455,
2000-12,1378.998,
2001-01,1375.298,
2001-02,1373.811,
2001-03,1376.347,
2001-04,1376.933,
2001-05,1380.854,
2001-06,1385.106,
2001-07,1385.268,
2001-08,1388.732,
2001-09,1393.542,
2001-10,1395.192,
2001-11,1394.958,
2001-12,1399.835,
2002-01,1397.592,
2002-02,1396.025,
2002-03,1395.099,
2002-04,1395.420,
2002-05,1396.664,
2002-06,1403.155,
2002-07,1404.839,
2002-08,1406.242,
2002-09,1410.545,
2002-10,1411.983,
2002-11,1411.099,
2002-12,1416.161,
2003-01,1411.886,
2003-02,1412.724,
2003-03,1413.230,
2003-04,1412.971,
2003-05,1414.079,
2003-06,1417.977,
2003-07,1419.317,
2003-08,1421.244,
2003-09,1425.572,
2003-10,1426.089,
2003-11,1423.336,
2003-12,1426.678,
2004-01,1420.754,
2004-02,1418.161,
2004-03,1417.010,
2004-04,1417.434,
2004-05,1417.535,
2004-06,1423.264,
2004-07,1425.108,
2004-08,1426.580,
2004-09,1430.400,
2004-10,1430.764,
2004-11,1426.035,
2004-12,1431.786,
2005-01,1426.437,
2005-02,1422.716,
2005-03,1421.172,
2005-04,1422.358,
2005-05,1423.269,
2005-06,1425.192,
2005-07,1426.181,
2005-08,1428.659,
2005-09,1431.686,
2005-10,1431.361,
2005-11,1431.341,
2005-12,1434.714,
2006-01,1439.118,
2006-02,1437.965,
2006-03,1435.318,
2006-04,1434.765,
2006-05,1435.265,
2006-06,1436.950,
2006-07,1437.017,
2006-08,1438.036,
2006-09,1440.692,
2006-10,1439.281,
2006-11,1437.454,
2006-12,1434.784,
2007-01,1427.936,
2007-02,1425.696,
2007-03,1425.242,
2007-04,1421.476,
2007-05,1419.673,
2007-06,1421.907,
2007-07,1420.672,
2007-08,1419.345,
2007-09,1420.503,
2007-10,1418.182,
2007-11,1416.636,
2007-12,1415.980,
2008-01,1410.356,
2008-02,1408.387,
2008-03,1407.812,
2008-04,1406.252,
2008-05,1405.738,
2008-06,1408.554,
2008-07,1407.086,
2008-08,1406.804,
2008-09,1408.335,
2008-10,1407.731,
2008-11,1405.672,
2008-12,1406.431,
2009-01,1400.467,
2009-02,1399.951,
2009-03,1398.811,
2009-04,1400.643,
2009-05,1401.579,
2009-06,1403.369,
2009-07,1403.876,
2009-08,1405.535,
2009-09,1408.705,
2009-10,1409.055,
2009-11,1408.925,
2009-12,1409.442,
2010-01,1404.230,
2010-02,1402.197,
2010-03,1404.518,
2010-04,1404.711,
2010-05,1406.268,
2010-06,1410.006,
2010-07,1410.934,
2010-08,1413.210,
2010-09,1415.166,
2010-10,1415.357,
2010-11,1417.434,
2010-12,1416.117,
2011-01,1412.209,
2011-02,1411.039,
2011-03,1412.039,
2011-04,1412.207,
2011-05,1415.511,
2011-06,1417.318,
2011-07,1417.539,
2011-08,1424.296,
2011-09,1428.280,
2011-10,1428.296,
2011-11,1430.546,
2011-12,1430.602,
2012-01,1427.833,
2012-02,1427.526,
2012-03,1429.062,
2012-04,1431.220,
2012-05,1434.043,
2012-06,1435.206,
2012-07,1437.252,
2012-08,1439.701,
2012-09,1442.446,
2012-10,1445.026,
2012-11,1447.322,
2012-12,1446.724,
2013-01,1442.974,
2013-02,1442.896,
2013-03,1444.241,
2013-04,1445.561,
2013-05,1447.518,
2013-06,1450.138,
2013-07,1452.025,
2013-08,1455.885,
2013-09,1458.309,
2013-10,1459.921,
2013-11,1461.012,
2013-12,1460.968,
2014-01,1457.334,
2014-02,1458.819,
2014-03,1460.462,
2014-04,1461.971,
2014-05,1463.532,
2014-06,1466.885,
2014-07,1469.328,
2014-08,1473.182,
2014-09,1476.691,
2014-10,1479.734,
2014-11,1480.934,
2014-12,1482.990,Provisional value
