"",BBK01.WX0029,BBK01.WX0029_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 7.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:04,
2008-12,4.72,
2009-01,4.73,
2009-02,4.74,
2009-03,4.74,
2009-04,4.74,
2009-05,4.74,
2009-06,4.73,
2009-07,4.72,
2009-08,4.72,Corrected value
2009-09,4.71,Corrected value
2009-10,4.70,Corrected value
2009-11,4.69,Corrected value
2009-12,4.68,
2010-01,4.67,
2010-02,4.67,
2010-03,4.66,
2010-04,4.65,
2010-05,4.65,
2010-06,4.65,
2010-07,4.64,
2010-08,4.62,
2010-09,4.61,
2010-10,4.60,
2010-11,4.60,
2010-12,4.59,
2011-01,4.59,
2011-02,4.59,
2011-03,4.59,
2011-04,4.59,
2011-05,4.59,
2011-06,4.59,
2011-07,4.58,
2011-08,4.59,
2011-09,4.59,
2011-10,4.59,
2011-11,4.60,
2011-12,4.60,
2012-01,4.59,
2012-02,4.59,
2012-03,4.58,
2012-04,4.57,
2012-05,4.56,
2012-06,4.55,
2012-07,4.54,
2012-08,4.53,
2012-09,4.52,
2012-10,4.50,
2012-11,4.49,
2012-12,4.47,
2013-01,4.45,
2013-02,4.43,
2013-03,4.41,
2013-04,4.38,
2013-05,4.36,
2013-06,4.33,
2013-07,4.31,
2013-08,4.29,
2013-09,4.28,
2013-10,4.26,
2013-11,4.24,
2013-12,4.22,
2014-01,4.19,
2014-02,4.17,
2014-03,4.14,
2014-04,4.11,
2014-05,4.08,
2014-06,4.04,
2014-07,4.00,
2014-08,3.96,
2014-09,3.92,
2014-10,3.87,
2014-11,3.83,
2014-12,3.78,
2015-01,3.72,
