"",BBK01.PQ3433,BBK01.PQ3433_FLAGS
"",Housing loans to domestic non-profit institutions / Total / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:28:40,
1968-10,.,No value available
1969-01,.,Value available later
1969-04,.,Value available later
1969-07,.,Value available later
1969-10,.,Value available later
1970-01,.,Value available later
1970-04,.,Value available later
1970-07,.,Value available later
1970-10,.,Value available later
1971-01,.,Value available later
1971-04,.,Value available later
1971-07,.,Value available later
1971-10,.,Value available later
1972-01,.,Value available later
1972-04,.,Value available later
1972-07,.,Value available later
1972-10,.,Value available later
1973-01,.,Value available later
1973-04,.,Value available later
1973-07,.,Value available later
1973-10,.,Value available later
1974-01,.,Value available later
1974-04,.,Value available later
1974-07,.,Value available later
1974-10,.,Value available later
1975-01,.,Value available later
1975-04,.,Value available later
1975-07,.,Value available later
1975-10,.,Value available later
1976-01,.,Value available later
1976-04,.,Value available later
1976-07,.,Value available later
1976-10,.,Value available later
1977-01,.,Value available later
1977-04,.,Value available later
1977-07,.,Value available later
1977-10,.,Value available later
1978-01,.,Value available later
1978-04,.,Value available later
1978-07,.,Value available later
1978-10,.,Value available later
1979-01,.,Value available later
1979-04,.,Value available later
1979-07,.,Value available later
1979-10,.,Value available later
1980-01,.,Value available later
1980-04,.,Value available later
1980-07,.,Value available later
1980-10,0.708,
1981-01,0.761,
1981-04,0.756,
1981-07,0.769,
1981-10,0.803,
1982-01,0.814,
1982-04,0.716,
1982-07,0.726,
1982-10,0.793,
1983-01,0.808,
1983-04,0.820,
1983-07,0.832,
1983-10,0.866,
1984-01,0.878,
1984-04,0.875,
1984-07,0.898,
1984-10,0.893,
1985-01,0.885,
1985-04,0.864,
1985-07,0.869,
1985-10,0.869,
1986-01,0.878,
1986-04,0.882,
1986-07,0.882,
1986-10,0.874,
1987-01,0.867,
1987-04,0.876,
1987-07,0.861,
1987-10,0.886,
1988-01,0.854,
1988-04,0.824,
1988-07,0.833,
1988-10,0.832,
1989-01,0.827,
1989-04,0.830,
1989-07,0.841,
1989-10,0.841,
1990-01,0.832,
1990-04,0.832,
1990-07,0.829,
1990-10,0.824,
1991-01,0.819,
1991-04,0.822,
1991-07,0.829,
1991-10,0.842,
1992-01,0.756,
1992-04,0.748,
1992-07,0.760,
1992-10,0.777,
1993-01,0.789,
1993-04,0.787,
1993-07,0.802,
1993-10,0.811,
1994-01,0.829,
1994-04,0.838,
1994-07,0.864,
1994-10,0.872,
1995-01,0.688,
1995-04,0.717,
1995-07,0.724,
1995-10,0.712,
1996-01,0.765,
1996-04,0.753,
1996-07,0.737,
1996-10,0.808,
1997-01,0.810,
1997-04,0.810,
1997-07,0.818,
1997-10,0.836,
1998-01,0.884,
1998-04,0.891,
1998-07,0.855,
1998-10,0.859,
1999-01,0.762,
1999-04,0.785,
1999-07,0.723,
1999-10,0.751,
2000-01,0.743,
2000-04,0.766,
2000-07,0.771,
2000-10,0.769,
2001-01,0.766,
2001-04,0.759,
2001-07,0.768,
2001-10,0.752,
2002-01,0.744,
2002-04,0.746,
2002-07,0.731,
2002-10,0.745,
2003-01,0.749,
2003-04,0.733,
2003-07,0.710,
2003-10,0.709,
2004-01,0.690,
2004-04,0.701,
2004-07,0.711,
2004-10,0.740,
2005-01,0.731,
2005-04,0.768,
2005-07,0.781,
2005-10,0.776,
2006-01,0.756,
2006-04,0.769,
2006-07,0.788,
2006-10,0.804,
2007-01,0.798,
2007-04,0.770,
2007-07,0.796,
2007-10,0.798,
2008-01,0.824,
2008-04,0.833,
2008-07,0.815,
2008-10,0.824,
2009-01,0.812,
2009-04,0.806,
2009-07,0.818,
2009-10,0.839,
2010-01,0.828,
2010-04,0.836,
2010-07,0.846,
2010-10,0.858,
2011-01,0.856,
2011-04,0.869,
2011-07,0.884,
2011-10,0.892,
2012-01,0.926,
2012-04,0.924,
2012-07,0.931,
2012-10,0.939,
2013-01,0.952,
2013-04,0.991,
2013-07,0.963,
2013-10,0.965,
2014-01,0.944,
2014-04,0.942,
2014-07,0.909,
2014-10,0.939,
