"",BBDE1.M.DE.Y.BAA1.N2C300000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C300000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 30 Manufacture of other transport equipment / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:56,
1991-01,88.0,
1991-02,91.7,
1991-03,88.9,
1991-04,94.3,
1991-05,93.8,
1991-06,93.6,
1991-07,95.7,
1991-08,98.2,
1991-09,92.1,
1991-10,95.7,
1991-11,91.5,
1991-12,96.9,
1992-01,93.2,
1992-02,92.9,
1992-03,92.4,
1992-04,94.3,
1992-05,93.5,
1992-06,92.2,
1992-07,91.6,
1992-08,92.9,
1992-09,91.5,
1992-10,91.2,
1992-11,89.5,
1992-12,91.8,
1993-01,88.6,
1993-02,90.2,
1993-03,86.5,
1993-04,86.2,
1993-05,80.0,
1993-06,87.4,
1993-07,86.2,
1993-08,90.0,
1993-09,88.1,
1993-10,87.5,
1993-11,86.7,
1993-12,84.3,
1994-01,86.2,
1994-02,84.6,
1994-03,86.0,
1994-04,84.8,
1994-05,80.9,
1994-06,82.8,
1994-07,79.7,
1994-08,77.1,
1994-09,82.0,
1994-10,80.6,
1994-11,81.2,
1994-12,81.6,
1995-01,77.4,
1995-02,75.1,
1995-03,75.5,
1995-04,73.2,
1995-05,75.4,
1995-06,75.9,
1995-07,68.8,
1995-08,73.4,
1995-09,75.0,
1995-10,68.0,
1995-11,70.9,
1995-12,69.5,
1996-01,70.1,
1996-02,72.0,
1996-03,68.6,
1996-04,67.6,
1996-05,68.2,
1996-06,67.7,
1996-07,64.0,
1996-08,69.3,
1996-09,68.3,
1996-10,66.7,
1996-11,66.7,
1996-12,69.1,
1997-01,64.2,
1997-02,66.1,
1997-03,68.1,
1997-04,64.6,
1997-05,64.7,
1997-06,65.3,
1997-07,67.0,
1997-08,65.0,
1997-09,64.5,
1997-10,67.0,
1997-11,63.3,
1997-12,67.1,
1998-01,61.9,
1998-02,66.6,
1998-03,65.5,
1998-04,66.0,
1998-05,65.1,
1998-06,66.8,
1998-07,67.3,
1998-08,65.6,
1998-09,66.1,
1998-10,69.0,
1998-11,69.7,
1998-12,70.0,
1999-01,67.6,
1999-02,65.6,
1999-03,67.6,
1999-04,69.3,
1999-05,68.0,
1999-06,69.2,
1999-07,70.7,
1999-08,68.7,
1999-09,69.0,
1999-10,70.3,
1999-11,69.7,
1999-12,70.2,
2000-01,70.7,
2000-02,70.3,
2000-03,71.4,
2000-04,71.9,
2000-05,72.0,
2000-06,71.1,
2000-07,71.7,
2000-08,70.5,
2000-09,71.1,
2000-10,70.9,
2000-11,72.0,
2000-12,72.3,
2001-01,73.2,
2001-02,73.6,
2001-03,73.8,
2001-04,73.9,
2001-05,75.0,
2001-06,77.4,
2001-07,75.5,
2001-08,78.7,
2001-09,77.4,
2001-10,77.2,
2001-11,78.7,
2001-12,78.2,
2002-01,78.6,
2002-02,79.9,
2002-03,79.5,
2002-04,79.7,
2002-05,79.6,
2002-06,80.8,
2002-07,79.8,
2002-08,81.5,
2002-09,84.1,
2002-10,81.3,
2002-11,81.6,
2002-12,82.4,
2003-01,82.6,
2003-02,86.5,
2003-03,86.8,
2003-04,84.6,
2003-05,85.4,
2003-06,86.7,
2003-07,86.4,
2003-08,88.4,
2003-09,83.6,
2003-10,86.2,
2003-11,84.9,
2003-12,84.8,
2004-01,84.3,
2004-02,81.8,
2004-03,82.7,
2004-04,81.5,
2004-05,82.7,
2004-06,83.1,
2004-07,84.3,
2004-08,87.5,
2004-09,85.7,
2004-10,85.4,
2004-11,83.3,
2004-12,86.0,
2005-01,87.1,
2005-02,83.9,
2005-03,86.1,
2005-04,87.5,
2005-05,86.6,
2005-06,86.9,
2005-07,85.3,
2005-08,84.3,
2005-09,86.7,
2005-10,88.6,
2005-11,88.8,
2005-12,89.4,
2006-01,91.1,
2006-02,94.0,
2006-03,92.6,
2006-04,94.4,
2006-05,93.2,
2006-06,93.9,
2006-07,96.2,
2006-08,94.4,
2006-09,98.1,
2006-10,97.2,
2006-11,100.2,
2006-12,98.2,
2007-01,97.6,
2007-02,98.0,
2007-03,97.6,
2007-04,94.7,
2007-05,97.7,
2007-06,99.3,
2007-07,99.8,
2007-08,99.2,
2007-09,98.6,
