"",BBK01.OUG001,BBK01.OUG001_FLAGS
"",Money market paper issued by banks (MFIs) / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:21,
1993-12,0.018,
1994-01,0.116,
1994-02,0.116,
1994-03,0.133,
1994-04,0.120,
1994-05,0.142,
1994-06,0.170,
1994-07,0.093,
1994-08,0.375,
1994-09,0.325,
1994-10,0.410,
1994-11,0.319,
1994-12,0.347,
1995-01,0.156,
1995-02,0.166,
1995-03,0.320,
1995-04,0.409,
1995-05,0.440,
1995-06,0.227,
1995-07,0.371,
1995-08,0.322,
1995-09,0.668,
1995-10,0.187,
1995-11,0.708,
1995-12,0.552,
1996-01,0.700,
1996-02,0.697,
1996-03,0.586,
1996-04,0.459,
1996-05,0.396,
1996-06,0.258,
1996-07,0.390,
1996-08,0.269,
1996-09,0.361,
1996-10,0.360,
1996-11,0.372,
1996-12,0.466,
1997-01,0.324,
1997-02,0.642,
1997-03,0.636,
1997-04,0.639,
1997-05,0.591,
1997-06,0.281,
1997-07,0.445,
1997-08,0.401,
1997-09,0.398,
1997-10,0.358,
1997-11,0.305,
1997-12,0.323,
1998-01,0.471,
1998-02,0.528,
1998-03,0.486,
1998-04,0.434,
1998-05,0.431,
1998-06,0.347,
1998-07,0.309,
1998-08,0.302,
1998-09,0.657,
1998-10,0.977,
1998-11,1.246,
1998-12,1.420,
1999-01,1.353,
1999-02,0.958,
1999-03,0.503,
1999-04,0.581,
1999-05,0.466,
1999-06,0.779,
1999-07,0.781,
1999-08,1.062,
1999-09,1.896,
1999-10,2.653,
1999-11,5.488,
1999-12,7.311,
2000-01,8.219,
2000-02,8.759,
2000-03,10.419,
2000-04,11.959,
2000-05,12.968,
2000-06,13.562,
2000-07,15.150,
2000-08,16.171,
2000-09,15.527,
2000-10,16.835,
2000-11,16.952,
2000-12,16.927,
2001-01,16.938,
2001-02,14.894,
2001-03,13.456,
2001-04,12.319,
2001-05,11.435,
2001-06,11.033,
2001-07,9.933,
2001-08,8.634,
2001-09,8.239,
2001-10,6.404,
2001-11,3.554,
2001-12,1.854,
2002-01,1.588,
2002-02,1.665,
2002-03,1.539,
2002-04,1.485,
2002-05,1.167,
2002-06,1.526,
2002-07,.,No value available
2002-08,2.112,
2002-09,2.401,
2002-10,2.501,
2002-11,2.536,
2002-12,1.284,
2003-01,1.474,
2003-02,1.846,
2003-03,2.669,
2003-04,2.884,
2003-05,3.147,
2003-06,3.746,
2003-07,4.482,
2003-08,3.873,
2003-09,3.299,
2003-10,3.049,
2003-11,2.947,
2003-12,2.433,
2004-01,2.392,
2004-02,2.728,
2004-03,2.233,
2004-04,2.706,
2004-05,2.282,
2004-06,2.506,
2004-07,1.908,
2004-08,2.070,
2004-09,3.026,
2004-10,2.990,
2004-11,3.073,
2004-12,5.131,
2005-01,4.151,
2005-02,4.820,
2005-03,6.313,
2005-04,7.775,
2005-05,7.595,
2005-06,8.543,
2005-07,8.937,
2005-08,9.834,
2005-09,10.828,
2005-10,10.346,
2005-11,9.370,
2005-12,7.422,
2006-01,8.326,
2006-02,9.666,
2006-03,9.803,
2006-04,10.431,
2006-05,11.406,
2006-06,13.841,
2006-07,14.975,
2006-08,12.790,
2006-09,13.701,
2006-10,15.085,
2006-11,14.364,
2006-12,12.849,
2007-01,15.354,
2007-02,15.632,
2007-03,16.709,
2007-04,16.362,
2007-05,16.666,
2007-06,18.843,
2007-07,20.221,
2007-08,20.482,
2007-09,18.350,
2007-10,17.053,
2007-11,16.952,
2007-12,12.443,
2008-01,10.437,
2008-02,14.231,
2008-03,17.010,
2008-04,14.225,
2008-05,17.230,
2008-06,26.563,
2008-07,29.881,
2008-08,30.829,
2008-09,29.782,
2008-10,24.757,
2008-11,23.773,
2008-12,17.286,
2009-01,18.082,
2009-02,16.267,
2009-03,10.770,
2009-04,10.083,
2009-05,9.648,
2009-06,10.182,
2009-07,10.926,
2009-08,10.817,
2009-09,11.017,
2009-10,11.353,
2009-11,12.016,
2009-12,12.852,
2010-01,10.314,
2010-02,8.897,
2010-03,10.128,
2010-04,9.598,
2010-05,9.126,
2010-06,10.205,
2010-07,8.183,
2010-08,7.517,
2010-09,6.258,
2010-10,4.120,
2010-11,3.545,
2010-12,3.342,
2011-01,3.686,
2011-02,3.651,
2011-03,3.573,
2011-04,5.301,
2011-05,5.399,
2011-06,4.736,
2011-07,4.867,
2011-08,4.020,
2011-09,4.509,
2011-10,4.828,
2011-11,6.192,
2011-12,5.694,
2012-01,5.873,
2012-02,5.889,
2012-03,5.976,
2012-04,5.747,
2012-05,4.698,
2012-06,4.437,
2012-07,4.604,
2012-08,4.063,
2012-09,3.203,
2012-10,3.094,
2012-11,2.796,
2012-12,2.553,
2013-01,3.227,
2013-02,2.633,
2013-03,2.758,
2013-04,2.572,
2013-05,2.446,
2013-06,2.417,
2013-07,2.312,
2013-08,2.112,
2013-09,2.082,
2013-10,1.891,
2013-11,1.961,
2013-12,1.893,
2014-01,1.458,
2014-02,1.480,
2014-03,1.597,
2014-04,1.371,
2014-05,1.311,
2014-06,2.503,
2014-07,2.136,
2014-08,2.473,
2014-09,2.505,
2014-10,2.477,
2014-11,2.596,
2014-12,2.639,Provisional value
