"",BBK01.OEAC11T,BBK01.OEAC11T_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:45,
2002-01,3.934,
2002-04,3.913,
2002-07,3.903,
2002-10,3.904,
2003-01,4.442,
2003-04,4.469,
2003-07,4.815,
2003-10,4.883,
2004-01,4.823,
2004-04,4.837,
2004-07,4.870,
2004-10,4.799,
2005-01,4.860,
2005-04,4.823,
2005-07,4.855,
2005-10,4.893,
2006-01,4.878,
2006-04,4.841,
2006-07,4.843,
2006-10,4.957,
2007-01,4.923,
2007-04,4.982,
2007-07,5.035,
2007-10,4.836,
2008-01,4.858,
2008-04,4.944,
2008-07,5.072,
2008-10,5.196,
2009-01,5.285,
2009-04,5.588,
2009-07,5.636,
2009-10,5.454,
2010-01,5.747,
2010-04,5.792,
2010-07,5.907,
2010-10,5.859,
2011-01,5.940,
2011-04,6.017,
2011-07,6.025,
2011-10,6.073,
2012-01,6.315,
2012-04,6.306,
2012-07,6.307,
2012-10,6.331,
2013-01,6.388,
2013-04,6.864,
2013-07,6.747,
2013-10,6.755,
2014-01,6.874,
2014-04,6.964,
2014-07,7.048,
