"",BBK01.OU1040,BBK01.OU1040_FLAGS
"",Lending to non-banks (non-MFIs) / Securities issued by non-banks  / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:51:54,
1950-06,0.021,
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,0.021,
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,0.024,
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,0.027,
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,0.037,
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,0.057,
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,0.111,
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,0.116,
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,0.166,
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,0.152,
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,0.166,
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,0.214,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,0.244,
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,0.229,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,0.240,
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,0.206,
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,0.213,
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,0.259,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.306,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.405,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.375,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.391,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.414,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.513,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.553,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.521,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.532,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.559,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.715,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.659,
1965-01,0.723,
1965-02,0.764,
1965-03,0.784,
1965-04,0.796,
1965-05,0.825,
1965-06,0.802,
1965-07,0.808,
1965-08,0.776,
1965-09,0.782,
1965-10,0.746,
1965-11,0.736,
1965-12,0.767,
1966-01,0.713,
1966-02,0.734,
1966-03,0.726,
1966-04,0.711,
1966-05,0.707,
1966-06,0.707,
1966-07,0.670,
1966-08,0.664,
1966-09,0.665,
1966-10,0.677,
1966-11,0.685,
1966-12,0.769,
1967-01,0.990,
1967-02,0.981,
1967-03,0.988,
1967-04,0.998,
1967-05,0.994,
1967-06,1.015,
1967-07,1.072,
1967-08,1.104,
1967-09,1.111,
1967-10,1.159,
1967-11,1.180,
1967-12,1.147,
1968-01,1.264,
1968-02,1.254,
1968-03,1.241,
1968-04,1.233,
1968-05,1.309,
1968-06,1.496,
1968-07,1.566,
1968-08,1.629,
1968-09,1.671,
1968-10,1.719,
1968-11,1.740,
1968-12,1.814,
1969-01,1.728,
1969-02,1.972,
1969-03,2.100,
1969-04,2.249,
1969-05,2.321,
1969-06,2.301,
1969-07,2.270,
1969-08,2.407,
1969-09,2.435,
1969-10,2.519,
1969-11,2.486,
1969-12,2.399,
1970-01,2.318,
1970-02,2.323,
1970-03,2.338,
1970-04,2.358,
1970-05,2.302,
1970-06,2.190,
1970-07,2.181,
1970-08,2.080,
1970-09,2.072,
1970-10,2.061,
1970-11,1.998,
1970-12,2.132,
1971-01,2.113,
1971-02,2.098,
1971-03,1.939,
1971-04,1.865,
1971-05,1.954,
1971-06,1.828,
1971-07,1.799,
1971-08,1.905,
1971-09,1.894,
1971-10,1.996,
1971-11,1.838,
1971-12,1.813,
1972-01,1.790,
1972-02,1.810,
1972-03,1.766,
1972-04,1.725,
1972-05,1.685,
1972-06,1.638,
1972-07,1.679,
1972-08,1.628,
1972-09,1.628,
1972-10,1.638,
1972-11,1.658,
1972-12,1.567,
1973-01,1.556,
1973-02,1.503,
1973-03,1.608,
1973-04,1.607,
1973-05,1.581,
1973-06,1.596,
1973-07,1.663,
1973-08,1.758,
1973-09,1.798,
1973-10,1.864,
1973-11,1.931,
1973-12,1.844,
1974-01,1.914,
1974-02,1.953,
1974-03,1.962,
1974-04,1.925,
1974-05,1.842,
1974-06,1.906,
1974-07,1.921,
1974-08,2.038,
1974-09,2.055,
1974-10,2.035,
1974-11,2.087,
1974-12,2.123,
1975-01,2.146,
1975-02,2.007,
1975-03,1.980,
1975-04,2.188,
1975-05,2.251,
1975-06,2.185,
1975-07,2.154,
1975-08,2.079,
1975-09,1.918,
1975-10,1.860,
1975-11,1.873,
1975-12,2.052,
1976-01,1.949,
1976-02,1.848,
1976-03,1.903,
1976-04,1.904,
1976-05,2.281,
1976-06,2.294,
1976-07,2.499,
1976-08,2.566,
1976-09,2.526,
1976-10,2.604,
1976-11,2.934,
1976-12,2.990,
1977-01,2.920,
1977-02,3.070,
1977-03,3.055,
1977-04,3.259,
1977-05,3.256,
1977-06,3.579,
1977-07,3.703,
1977-08,3.970,
1977-09,4.196,
1977-10,4.395,
1977-11,4.574,
1977-12,4.729,
1978-01,4.379,
1978-02,4.296,
1978-03,4.453,
1978-04,4.762,
1978-05,4.738,
1978-06,4.792,
1978-07,4.513,
1978-08,4.603,
1978-09,4.772,
1978-10,4.977,
1978-11,5.163,
1978-12,5.271,
1979-01,4.904,
1979-02,5.008,
1979-03,5.081,
1979-04,4.953,
1979-05,4.982,
1979-06,4.996,
1979-07,4.981,
1979-08,4.910,
1979-09,4.909,
1979-10,5.014,
1979-11,5.346,
1979-12,5.490,
1980-01,5.755,
1980-02,5.762,
1980-03,5.768,
1980-04,5.799,
1980-05,5.880,
1980-06,5.923,
1980-07,5.916,
1980-08,5.933,
1980-09,5.862,
1980-10,6.100,
1980-11,6.139,
1980-12,6.184,
1981-01,5.950,
1981-02,5.705,
1981-03,5.666,
1981-04,5.601,
1981-05,5.458,
1981-06,5.316,
1981-07,5.294,
1981-08,5.360,
1981-09,5.470,
1981-10,5.554,
1981-11,5.487,
1981-12,5.666,
1982-01,5.477,
1982-02,5.375,
1982-03,5.518,
1982-04,5.565,
1982-05,5.817,
1982-06,5.868,
1982-07,5.766,
1982-08,5.921,
1982-09,5.809,
1982-10,5.932,
1982-11,6.056,
1982-12,6.066,
1983-01,6.328,
1983-02,5.892,
1983-03,6.040,
1983-04,6.096,
1983-05,6.089,
1983-06,6.129,
1983-07,5.880,
1983-08,6.019,
1983-09,5.918,
1983-10,6.032,
1983-11,6.112,
1983-12,6.345,
1984-01,6.261,
1984-02,6.258,
1984-03,6.303,
1984-04,6.495,
1984-05,6.723,
1984-06,6.563,
1984-07,6.672,
1984-08,6.620,
1984-09,6.622,
1984-10,6.472,
1984-11,6.333,
1984-12,6.416,
1985-01,6.620,
1985-02,7.019,
1985-03,6.958,
1985-04,7.007,
1985-05,7.007,
1985-06,6.840,
1985-07,7.044,
1985-08,6.546,
1985-09,6.722,
1985-10,7.016,
1985-11,7.178,
1985-12,7.331,
1986-01,7.538,
1986-02,7.246,
