"",BBK01.OEAE04V,BBK01.OEAE04V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:06:33,
2002-01,3.578,
2002-04,3.704,
2002-07,3.703,
2002-10,3.749,
2003-01,3.706,
2003-04,3.734,
2003-07,3.664,
2003-10,3.562,
2004-01,3.566,
2004-04,3.575,
2004-07,3.468,
2004-10,3.481,
2005-01,3.351,
2005-04,3.315,
2005-07,3.092,
2005-10,3.038,
2006-01,3.199,
2006-04,3.267,
2006-07,3.263,
2006-10,3.144,
2007-01,3.009,
2007-04,2.796,
2007-07,2.707,
2007-10,2.699,
2008-01,2.560,
2008-04,2.428,
2008-07,2.258,
2008-10,1.871,
2009-01,1.110,
2009-04,2.000,
2009-07,2.044,
2009-10,1.918,
2010-01,2.256,
2010-04,2.138,
2010-07,1.490,
2010-10,1.548,
2011-01,1.585,
2011-04,1.528,
2011-07,1.699,
2011-10,1.775,
2012-01,1.839,
2012-04,1.818,
2012-07,1.874,
2012-10,1.766,
2013-01,1.782,
2013-04,1.823,
2013-07,1.812,
2013-10,1.757,
2014-01,1.823,
2014-04,1.904,
2014-07,1.969,
