"",BBK01.OEAF34H,BBK01.OEAF34H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:07:30,
2002-01,112.945,
2002-04,112.365,
2002-07,112.784,
2002-10,113.263,
2003-01,113.831,
2003-04,115.465,
2003-07,127.658,
2003-10,127.816,
2004-01,126.226,
2004-04,126.397,
2004-07,126.647,
2004-10,126.438,
2005-01,126.651,
2005-04,126.407,
2005-07,126.484,
2005-10,126.200,
2006-01,125.642,
2006-04,124.664,
2006-07,124.541,
2006-10,123.051,
2007-01,121.526,
2007-04,120.403,
2007-07,119.873,
2007-10,114.706,
2008-01,112.245,
2008-04,111.050,
2008-07,109.908,
2008-10,108.171,
2009-01,106.626,
2009-04,94.268,
2009-07,94.087,
2009-10,92.942,
2010-01,93.031,
2010-04,92.658,
2010-07,93.343,
2010-10,93.886,
2011-01,93.316,
2011-04,93.406,
2011-07,94.026,
2011-10,94.188,
2012-01,94.264,
2012-04,94.915,
2012-07,95.980,
2012-10,96.255,
2013-01,96.712,
2013-04,97.843,
2013-07,98.658,
2013-10,99.574,
2014-01,99.856,
2014-04,100.942,
2014-07,102.490,
