"",BBK01.OEAC01H,BBK01.OEAC01H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:27,
2002-01,261.218,
2002-04,259.757,
2002-07,260.147,
2002-10,255.813,
2003-01,250.425,
2003-04,246.385,
2003-07,243.155,
2003-10,243.300,
2004-01,242.254,
2004-04,239.250,
2004-07,236.581,
2004-10,230.240,
2005-01,228.456,
2005-04,228.225,
2005-07,228.559,
2005-10,220.573,
2006-01,231.600,
2006-04,224.729,
2006-07,230.846,
2006-10,219.569,
2007-01,224.127,
2007-04,218.703,
2007-07,225.551,
2007-10,218.247,
2008-01,230.734,
2008-04,238.282,
2008-07,237.335,
2008-10,217.420,
2009-01,223.736,
2009-04,207.740,
2009-07,207.704,
2009-10,198.147,
2010-01,198.882,
2010-04,198.928,
2010-07,199.926,
2010-10,195.583,
2011-01,194.435,
2011-04,196.843,
2011-07,199.595,
2011-10,201.063,
2012-01,207.605,
2012-04,208.461,
2012-07,213.811,
2012-10,209.658,
2013-01,215.853,
2013-04,217.736,
2013-07,204.019,
2013-10,203.840,
2014-01,203.426,
2014-04,204.645,
2014-07,207.098,
