"",BBK01.TXI373,BBK01.TXI373_FLAGS
"",DEPOSITS OF ENTERPRISES AND HOUSEHOLDS / WITH AGREED MATURITIES OF OVER 2 YEARS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:31,
1980-01,89802,
1980-02,90930,
1980-03,91524,
1980-04,92879,
1980-05,94011,
1980-06,95237,
1980-07,96686,
1980-08,97900,
1980-09,98381,
1980-10,98915,
1980-11,99301,
1980-12,99357,
1981-01,100437,
1981-02,101124,
1981-03,102528,
1981-04,102613,
1981-05,103437,
1981-06,103677,
1981-07,104506,
1981-08,104598,
1981-09,104959,
1981-10,105634,
1981-11,106121,
1981-12,107430,
1982-01,107473,
1982-02,107757,
1982-03,108400,
1982-04,108703,
1982-05,109293,
1982-06,109814,
1982-07,110306,
1982-08,110795,
1982-09,111212,
1982-10,111926,
1982-11,112349,
1982-12,114162,
1983-01,115352,
1983-02,116534,
1983-03,118213,
1983-04,119259,
1983-05,120456,
1983-06,121566,
1983-07,123466,
1983-08,124326,
1983-09,125481,
1983-10,126702,
1983-11,127933,
1983-12,130330,
1984-01,132228,
1984-02,133963,
1984-03,135428,
1984-04,136495,
1984-05,137700,
1984-06,138382,
1984-07,139619,
1984-08,140504,
1984-09,141942,
1984-10,143593,
1984-11,145094,
1984-12,147203,
1985-01,148146,
1985-02,149868,
1985-03,150866,
1985-04,152182,
1985-05,153286,
1985-06,154689,
1985-07,156101,
1985-08,158142,
1985-09,159118,
1985-10,161034,
1985-11,162870,
1985-12,166536,
1986-01,169210,
1986-02,171434,
1986-03,173608,
1986-04,175677,
1986-05,176961,
1986-06,178031,
1986-07,180166,
1986-08,181773,
1986-09,183622,
1986-10,185181,
1986-11,186417,
1986-12,189108,
1987-01,191849,
1987-02,194354,
1987-03,196359,
1987-04,198425,
1987-05,200557,
1987-06,202037,
1987-07,204139,
1987-08,205629,
1987-09,207610,
1987-10,209634,
1987-11,210979,
1987-12,214408,
1988-01,217035,
1988-02,218903,
1988-03,221363,
1988-04,222755,
1988-05,224828,
1988-06,226253,
1988-07,228708,
1988-08,230897,
1988-09,232102,
1988-10,233028,
1988-11,234327,
1988-12,237420,
1989-01,240310,
1989-02,242266,
1989-03,244280,
1989-04,246436,
1989-05,248374,
1989-06,249678,
1989-07,250986,
1989-08,253159,
1989-09,254303,
1989-10,255591,
1989-11,257353,
1989-12,261417,
1990-01,265032,
1990-02,267196,
1990-03,269062,
1990-04,270746,
1990-05,272028,
1990-06,275522,
1990-07,277549,
1990-08,279615,
1990-09,281793,
1990-10,282690,
1990-11,284576,
1990-12,288749,
1991-01,290625,
1991-02,292483,
1991-03,295429,
1991-04,297023,
1991-05,297792,
1991-06,300088,
1991-07,300111,
1991-08,301367,
1991-09,301834,
1991-10,303008,
1991-11,304637,
1991-12,307046,
1992-01,309972,
1992-02,311758,
1992-03,313391,
1992-04,314365,
1992-05,314851,
1992-06,315135,
1992-07,315460,
1992-08,316482,
1992-09,318575,
1992-10,318572,
1992-11,318725,
1992-12,319686,
1993-01,319685,
1993-02,321493,
1993-03,322347,
1993-04,322648,
1993-05,324039,
1993-06,325213,
1993-07,325854,
1993-08,326924,
1993-09,327903,
1993-10,330145,
1993-11,330781,
1993-12,332216,
1994-01,332811,
1994-02,337484,
1994-03,341000,
1994-04,342795,
1994-05,345767,
1994-06,346236,
1994-07,348961,
1994-08,351748,
1994-09,353649,
1994-10,356601,
1994-11,360747,
1994-12,360236,
1995-01,366748,
1995-02,372895,
1995-03,378370,
1995-04,382168,
1995-05,386697,
1995-06,391057,
1995-07,394775,
1995-08,398511,
1995-09,399655,
1995-10,401131,
1995-11,404980,
1995-12,413655,
1996-01,417265,
1996-02,424409,
1996-03,427755,
1996-04,431482,
1996-05,436175,
1996-06,439671,
1996-07,444019,
1996-08,447043,
1996-09,450314,
1996-10,453009,
1996-11,456666,
1996-12,460653,
1997-01,464746,
1997-02,468752,
1997-03,472395,
1997-04,476514,
1997-05,479030,
1997-06,481737,
1997-07,485945,
1997-08,487458,
1997-09,487529,
1997-10,491546,
1997-11,494470,
1997-12,496895,
1998-01,499932,
1998-02,505788,
1998-03,507248,
1998-04,511655,
1998-05,514851,
1998-06,515480,
1998-07,517804,
1998-08,521106,
1998-09,519238,
1998-10,517563,
1998-11,515444,
1998-12,515929,
1999-01,608236,
1999-02,619057,
1999-03,623098,
1999-04,623778,
1999-05,622654,
1999-06,625489,
1999-07,628047,
1999-08,631561,
1999-09,632978,
1999-10,634067,
1999-11,637830,
1999-12,640718,
2000-01,643212,
2000-02,646933,
2000-03,647386,
2000-04,648765,
2000-05,649625,
2000-06,650283,
2000-07,651688,
2000-08,653651,
2000-09,652692,
2000-10,653758,
2000-11,651326,
2000-12,650571,
2001-01,650019,
2001-02,649267,
2001-03,651134,
2001-04,650316,
2001-05,653531,
2001-06,653027,
2001-07,650487,
2001-08,649694,
2001-09,650451,
2001-10,650026,
2001-11,648658,
2001-12,650150,
2002-01,652006,
2002-02,653462,
2002-03,656788,
2002-04,655209,
2002-05,654124,
2002-06,653013,
2002-07,653937,
2002-08,640145,
2002-09,639633,
2002-10,641536,
2002-11,645696,
2002-12,648016,
2003-01,649724,
2003-02,656110,
2003-03,657943,
2003-04,655816,
2003-05,653779,
2003-06,653436,
2003-07,658518,
2003-08,662654,
2003-09,660968,
2003-10,661298,
2003-11,661167,
2003-12,662135,
2004-01,662944,
2004-02,663344,
2004-03,663634,
2004-04,668254,
2004-05,672642,
2004-06,676850,
2004-07,678481,
2004-08,680307,
2004-09,681522,
2004-10,684127,
2004-11,687082,
2004-12,690860,
2005-01,691767,
2005-02,695787,
2005-03,698019,
2005-04,695321,
2005-05,691351,
2005-06,690978,
2005-07,690023,
2005-08,690545,
2005-09,690131,
2005-10,689435,
2005-11,691258,
2005-12,695068,
2006-01,695873,
2006-02,701278,
2006-03,701066,
2006-04,705068,
2006-05,706389,
2006-06,707813,
2006-07,710240,
2006-08,713080,
2006-09,711898,
2006-10,711680,
2006-11,712752,
2006-12,716629,
2007-01,716588,
2007-02,717269,
2007-03,716731,
2007-04,719464,
2007-05,719399,
2007-06,721541,
2007-07,722905,
2007-08,723164,
2007-09,726198,
2007-10,723321,
2007-11,722351,
2007-12,726219,
2008-01,727268,
2008-02,726217,
2008-03,725545,
2008-04,725624,
2008-05,725805,
2008-06,725304,
2008-07,724816,
2008-08,723957,
2008-09,720852,
2008-10,718126,
2008-11,716282,
2008-12,747312,
2009-01,751356,
2009-02,758128,
2009-03,760699,
2009-04,764746,
2009-05,767218,
2009-06,780760,
2009-07,781540,
2009-08,783282,
2009-09,786211,
2009-10,784801,
2009-11,786962,
2009-12,788047,
2010-01,788202,
2010-02,792369,
2010-03,793509,
2010-04,793587,
2010-05,788504,
2010-06,787892,
2010-07,787417,
2010-08,789665,
2010-09,788834,
2010-10,786815,
2010-11,810240,
2010-12,811062,
2011-01,808477,
2011-02,806531,
2011-03,804789,
2011-04,803476,
2011-05,803191,
2011-06,803486,
2011-07,803320,
2011-08,808331,
2011-09,804758,
2011-10,802725,
2011-11,801435,
2011-12,799782,
2012-01,796171,
2012-02,793234,
2012-03,788383,
2012-04,787242,
2012-05,783994,
2012-06,768092,
2012-07,763114,
2012-08,761168,
2012-09,757845,
2012-10,749040,
2012-11,743500,
2012-12,742151,
2013-01,740396,
2013-02,736012,
2013-03,734757,
2013-04,730680,
2013-05,730008,
2013-06,728387,
2013-07,722856,
2013-08,719139,
2013-09,716399,
2013-10,713035,
2013-11,712214,
2013-12,710909,
2014-01,709564,
2014-02,705833,
2014-03,703077,
2014-04,699315,
2014-05,696813,
2014-06,693643,
2014-07,689534,
2014-08,688217,
2014-09,687600,
2014-10,684772,
2014-11,682239,
2014-12,680664,
2015-01,677904,
