"",BBK01.OXA8E8,BBK01.OXA8E8_FLAGS
"",Medium-term loans (including bills of exchange) to domestic self-employed persons (including sole proprietors),
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:53,
1999-01,34.967,
1999-02,35.607,
1999-03,36.090,
1999-04,36.300,
1999-05,36.228,
1999-06,36.452,
1999-07,36.692,
1999-08,36.910,
1999-09,35.703,
1999-10,35.135,
1999-11,34.137,
1999-12,33.295,
2000-01,33.120,
2000-02,33.136,
2000-03,32.982,
2000-04,33.067,
2000-05,33.219,
2000-06,32.950,
2000-07,33.086,
2000-08,33.420,
2000-09,33.298,
2000-10,33.122,
2000-11,33.196,
2000-12,33.132,
2001-01,32.980,
2001-02,32.802,
2001-03,32.624,
2001-04,32.529,
2001-05,32.635,
2001-06,32.368,
2001-07,32.120,
2001-08,31.979,
2001-09,31.732,
2001-10,31.504,
2001-11,31.344,
2001-12,31.240,
2002-01,31.112,
2002-02,30.912,
2002-03,30.699,
2002-04,30.646,
2002-05,30.713,
2002-06,31.649,
2002-07,31.639,
2002-08,31.502,
2002-09,31.331,
2002-10,31.335,
2002-11,31.385,
2002-12,31.209,
2003-01,31.181,
2003-02,31.298,
2003-03,31.418,
2003-04,31.399,
2003-05,31.183,
2003-06,30.991,
2003-07,31.058,
2003-08,31.040,
2003-09,30.814,
2003-10,30.729,
2003-11,30.966,
2003-12,30.378,
2004-01,30.159,
2004-02,29.916,
2004-03,29.577,
2004-04,30.074,
2004-05,30.187,
2004-06,30.013,
2004-07,30.412,
2004-08,30.382,
2004-09,29.976,
2004-10,30.129,
2004-11,29.831,
2004-12,29.563,
2005-01,29.341,
2005-02,29.170,
2005-03,29.156,
2005-04,30.378,
2005-05,30.525,
2005-06,30.460,
2005-07,30.565,
2005-08,30.641,
2005-09,30.239,
2005-10,30.050,
2005-11,30.052,
2005-12,29.811,
2006-01,29.574,
2006-02,29.333,
2006-03,29.302,
2006-04,28.635,
2006-05,28.799,
2006-06,28.793,
2006-07,28.650,
2006-08,28.724,
2006-09,28.552,
2006-10,28.465,
2006-11,28.411,
2006-12,27.706,
2007-01,27.654,
2007-02,27.464,
2007-03,27.494,
2007-04,27.206,
2007-05,27.299,
2007-06,27.408,
2007-07,27.552,
2007-08,27.695,
2007-09,27.521,
2007-10,27.564,
2007-11,27.474,
2007-12,27.375,
2008-01,27.389,
2008-02,27.065,
2008-03,27.024,
2008-04,27.113,
2008-05,27.057,
2008-06,27.076,
2008-07,27.150,
2008-08,27.146,
2008-09,26.814,
2008-10,26.813,
2008-11,26.648,
2008-12,26.687,
2009-01,26.314,
2009-02,26.145,
2009-03,26.474,
2009-04,26.755,
2009-05,26.759,
2009-06,26.814,
2009-07,26.988,
2009-08,27.103,
2009-09,27.225,
2009-10,27.237,
2009-11,27.403,
2009-12,27.604,
2010-01,27.326,
2010-02,27.299,
2010-03,27.446,
2010-04,27.399,
2010-05,27.693,
2010-06,27.799,
2010-07,27.941,
2010-08,27.931,
2010-09,28.022,
2010-10,28.140,
2010-11,28.356,
2010-12,28.127,
2011-01,28.002,
2011-02,27.829,
2011-03,28.014,
2011-04,28.104,
2011-05,28.402,
2011-06,28.238,
2011-07,28.338,
2011-08,30.746,
2011-09,30.846,
2011-10,30.928,
2011-11,31.174,
2011-12,31.153,
2012-01,31.198,
2012-02,31.194,
2012-03,31.327,
2012-04,31.424,
2012-05,31.904,
2012-06,31.949,
2012-07,32.061,
2012-08,32.243,
2012-09,32.039,
2012-10,32.131,
2012-11,32.311,
2012-12,32.212,
2013-01,32.129,
2013-02,31.910,
2013-03,31.873,
2013-04,32.045,
2013-05,32.148,
2013-06,31.988,
2013-07,32.076,
2013-08,32.179,
2013-09,32.240,
2013-10,32.299,
2013-11,32.355,
2013-12,32.233,
2014-01,32.165,
2014-02,32.134,
2014-03,32.101,
2014-04,31.911,
2014-05,31.751,
2014-06,31.699,
2014-07,31.938,
2014-08,32.083,
2014-09,32.034,
2014-10,32.181,
2014-11,32.142,
2014-12,32.009,Provisional value
