"",BBK01.TUD401,BBK01.TUD401_FLAGS
"",Balance sheet total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:13,
1979-12,1174934,
1980-01,1153748,
1980-02,1156576,
1980-03,1167082,
1980-04,1171637,
1980-05,1182585,
1980-06,1195646,
1980-07,1197592,
1980-08,1200693,
1980-09,1211285,
1980-10,1222070,
1980-11,1254950,
1980-12,1269927,
1981-01,1258530,
1981-02,1258990,
1981-03,1270785,
1981-04,1270183,
1981-05,1286076,
1981-06,1298257,
1981-07,1301056,
1981-08,1314196,
1981-09,1320299,
1981-10,1326632,
1981-11,1354551,
1981-12,1370973,
1982-01,1359433,
1982-02,1364860,
1982-03,1376397,
1982-04,1371793,
1982-05,1380170,
1982-06,1389113,
1982-07,1389133,
1982-08,1399848,
1982-09,1414198,
1982-10,1422608,
1982-11,1444402,
1982-12,1461944,
1983-01,1450143,
1983-02,1449953,
1983-03,1448208,
1983-04,1454603,
1983-05,1473400,
1983-06,1490170,
1983-07,1487679,
1983-08,1492738,
1983-09,1498363,
1983-10,1514648,
1983-11,1530489,
1983-12,1552632,
1984-01,1533563,
1984-02,1538511,
1984-03,1536756,
1984-04,1536408,
1984-05,1542566,
1984-06,1554482,
1984-07,1562939,
1984-08,1574175,
1984-09,1596285,
1984-10,1607540,
1984-11,1632351,
1984-12,1660899,
1985-01,1636833,
1985-02,1655994,
1985-03,1651590,
1985-04,1645474,
1985-05,1652491,
1985-06,1676222,
1985-07,1673956,
1985-08,1675894,
1985-09,1691031,
1985-10,1702577,
1985-11,1727321,
1985-12,1784135,
1986-01,1762524,
1986-02,1767297,
1986-03,1780485,
1986-04,1782019,
1986-05,1789794,
1986-06,1810041,
1986-07,1805959,
1986-08,1821598,
1986-09,1835142,
1986-10,1841750,
1986-11,1880000,
1986-12,1896496,
1987-01,1878084,
1987-02,1882446,
1987-03,1897098,
1987-04,1887505,
1987-05,1909972,
1987-06,1922597,
1987-07,1919726,
1987-08,1940750,
1987-09,1948745,
1987-10,1962767,
1987-11,1985660,
1987-12,1996545,
1988-01,1982545,
1988-02,1995583,
1988-03,1984649,
1988-04,1983752,
1988-05,1999874,
1988-06,2019614,
1988-07,2028781,
1988-08,2049905,
1988-09,2063356,
1988-10,2084637,
1988-11,2108275,
1988-12,2117110,
1989-01,2096427,
1989-02,2101415,
1989-03,2105505,
1989-04,2118386,
1989-05,2132219,
1989-06,2147608,
1989-07,2159218,
1989-08,2157677,
1989-09,2174716,
1989-10,2194730,
1989-11,2240715,
1989-12,2269306,
1990-01,2261197,
1990-02,2284927,
1990-03,2282832,
1990-04,2284824,
1990-05,2299192,
1990-06,2595084,
1990-07,2619528,
1990-08,2647440,
1990-09,2680204,
1990-10,2701904,
1990-11,2727633,
1990-12,2767322,
1991-01,2738909,
1991-02,2755450,
1991-03,2765088,
1991-04,2768853,
1991-05,2776219,
1991-06,2814286,
1991-07,2811616,
1991-08,2812590,
1991-09,2835077,
1991-10,2853352,
1991-11,2904835,
1991-12,2940746,
1992-01,2932579,
1992-02,2940792,
1992-03,2960117,
1992-04,2961357,
1992-05,2971207,
1992-06,2997680,
1992-07,2994596,
1992-08,3025079,
1992-09,3059207,
1992-10,3089555,
1992-11,3150193,
1992-12,3140932,
1993-01,3127776,
1993-02,3158543,
1993-03,3184550,
1993-04,3186430,
1993-05,3207922,
1993-06,3252702,
1993-07,3261190,
1993-08,3268392,
1993-09,3297480,
1993-10,3336927,
1993-11,3407257,
1993-12,3476516,
1994-01,3483197,
1994-02,3493517,
1994-03,3477292,
1994-04,3487192,
1994-05,3502053,
1994-06,3510455,
1994-07,3519781,
1994-08,3531830,
1994-09,3542943,
1994-10,3573266,
1994-11,3625143,
1994-12,3684224,
1995-01,3640115,
1995-02,3674387,
1995-03,3664297,
1995-04,3690050,
1995-05,3710612,
1995-06,3723139,
1995-07,3721947,
1995-08,3765545,
1995-09,3805831,
1995-10,3835825,
1995-11,3922036,
1995-12,3977169,
1996-01,3989333,
1996-02,4029488,
1996-03,4055417,
1996-04,4077116,
1996-05,4087127,
1996-06,4121684,
1996-07,4120898,
1996-08,4147972,
1996-09,4191239,
1996-10,4220052,
1996-11,4309635,
1996-12,4366686,
1997-01,4356471,
1997-02,4416048,
1997-03,4459944,
1997-04,4479526,
1997-05,4509077,
1997-06,4569636,
1997-07,4603791,
1997-08,4627687,
1997-09,4633980,
1997-10,4694716,
1997-11,4766517,
1997-12,4789879,
1998-01,4812970,
1998-02,4845152,
1998-03,4888584,
1998-04,4922290,
1998-05,4977983,
1998-06,5037097,
1998-07,5028253,
1998-08,5104161,
1998-09,5104130,
1998-10,5175311,
1998-11,5271297,
1998-12,5294671,
1999-01,5306131,
1999-02,5258109,
1999-03,5297755,
1999-04,5351820,
1999-05,5394079,
1999-06,5412888,
1999-07,5437173,
1999-08,5486708,
1999-09,5541739,
1999-10,5612017,
1999-11,5697654,
1999-12,5678529,
2000-01,5706544,
2000-02,5725829,
2000-03,5804822,
2000-04,5860718,
2000-05,5910389,
2000-06,5848343,
2000-07,5861803,
2000-08,5917098,
2000-09,5945413,
2000-10,6019648,
2000-11,6076081,
2000-12,6083875,
2001-01,6064045,
2001-02,6141316,
2001-03,6259319,
2001-04,6283577,
2001-05,6312337,
2001-06,6283754,
2001-07,6225762,
2001-08,6236539,
2001-09,6295904,
2001-10,6299995,
2001-11,6320159,
2001-12,6303090,
2002-01,6255088,
2002-02,6230375,
2002-03,6269846,
2002-04,6267729,
2002-05,6304475,
2002-06,6277354,
2002-07,6265562,
2002-08,6290588,
2002-09,6341066,
2002-10,6359147,
2002-11,6453473,
2002-12,6408924,
2003-01,6383749,
2003-02,6424863,
2003-03,6434715,
2003-04,6430322,
2003-05,6467704,
2003-06,6472436,
2003-07,6425728,
2003-08,6395077,
2003-09,6403085,
2003-10,6399254,
2003-11,6456127,
2003-12,6432045,
2004-01,6424183,
2004-02,6448725,
2004-03,6506670,
2004-04,6568777,
2004-05,6583489,
2004-06,6551318,
2004-07,6574941,
2004-08,6567506,
2004-09,6597618,
2004-10,6627660,
2004-11,6683415,
2004-12,6617357,
2005-01,6672131,
2005-02,6717420,
2005-03,6723007,
2005-04,6908380,
2005-05,6891970,
2005-06,6851297,
2005-07,6871305,
2005-08,6849472,
2005-09,6873797,
2005-10,6888763,
2005-11,6924051,
2005-12,6859403,
2006-01,6940622,
2006-02,6967651,
2006-03,7004830,
2006-04,7075686,
2006-05,7102156,
2006-06,7075120,
2006-07,7039954,
2006-08,7034566,
2006-09,7077223,
2006-10,7080113,
2006-11,7141192,
2006-12,7154390,
2007-01,7192379,
2007-02,7230871,
2007-03,7288340,
2007-04,7357192,
2007-05,7389347,
2007-06,7381732,
2007-07,7371242,
2007-08,7417353,
2007-09,7500873,
2007-10,7500546,
2007-11,7553611,
2007-12,7592390,
2008-01,7574126,
2008-02,7596627,
2008-03,7641670,
2008-04,7725888,
2008-05,7729139,
2008-06,7688716,
2008-07,7675415,
2008-08,7744721,
2008-09,7896151,
2008-10,8030235,
2008-11,7985444,
2008-12,7892671,
2009-01,7906365,
2009-02,7846350,
2009-03,7777139,
2009-04,7802247,
2009-05,7685109,
2009-06,7710601,
2009-07,7619124,
2009-08,7590247,
2009-09,7519466,
2009-10,7498371,
2009-11,7493520,
2009-12,7436089,
2010-01,7452701,
2010-02,7449526,
2010-03,7454579,
2010-04,7570027,
2010-05,7681040,
2010-06,7641329,
2010-07,7438290,
2010-08,7517561,
2010-09,7387193,
2010-10,7397462,
2010-11,7508428,
2010-12,8304802,
2011-01,8183813,
2011-02,8142318,
2011-03,7955136,
2011-04,7997914,
2011-05,8045883,
2011-06,7885785,
2011-07,8001035,
2011-08,8263490,
2011-09,8489385,
2011-10,8353897,
2011-11,8406612,
2011-12,8393335,
2012-01,8517660,
2012-02,8525989,
2012-03,8522747,
2012-04,8599561,
2012-05,8859555,
2012-06,8636431,
2012-07,8726781,
2012-08,8695619,
2012-09,8567552,
2012-10,8489151,
2012-11,8440022,
2012-12,8226623,
2013-01,8110362,
2013-02,8094449,
2013-03,8062997,
2013-04,8080319,
2013-05,7937627,
2013-06,7833184,
2013-07,7752890,
2013-08,7684890,
2013-09,7682059,
2013-10,7670279,
2013-11,7704798,
2013-12,7528947,
2014-01,7610385,
2014-02,7563015,
2014-03,7512412,
2014-04,7542981,
2014-05,7619868,
2014-06,7589237,
2014-07,7657024,
2014-08,7750234,
2014-09,7746368,
2014-10,7755647,
2014-11,7839972,
2014-12,7803628,
2015-01,8125795,
