"",BBK01.OEAH38N,BBK01.OEAH38N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:25,
2002-01,9.147,
2002-04,9.214,
2002-07,9.171,
2002-10,9.093,
2003-01,9.184,
2003-04,9.185,
2003-07,9.237,
2003-10,9.166,
2004-01,9.089,
2004-04,9.191,
2004-07,9.316,
2004-10,9.228,
2005-01,9.228,
2005-04,9.307,
2005-07,9.101,
2005-10,8.830,
2006-01,8.717,
2006-04,8.714,
2006-07,8.532,
2006-10,8.375,
2007-01,8.496,
2007-04,8.462,
2007-07,8.350,
2007-10,8.064,
2008-01,7.858,
2008-04,7.737,
2008-07,7.277,
2008-10,7.137,
2009-01,6.973,
2009-04,7.138,
2009-07,7.246,
2009-10,7.285,
2010-01,7.242,
2010-04,6.978,
2010-07,6.884,
2010-10,6.851,
2011-01,6.813,
2011-04,6.668,
2011-07,6.641,
2011-10,6.476,
2012-01,6.232,
2012-04,6.155,
2012-07,6.073,
2012-10,5.978,
2013-01,5.835,
2013-04,5.743,
2013-07,5.673,
2013-10,5.574,
2014-01,5.463,
2014-04,5.136,
2014-07,4.897,
