"",BBK01.OEAC10N,BBK01.OEAC10N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:36,
2002-01,56.614,
2002-04,57.199,
2002-07,57.371,
2002-10,58.529,
2003-01,55.308,
2003-04,53.740,
2003-07,55.164,
2003-10,50.519,
2004-01,50.462,
2004-04,49.657,
2004-07,49.859,
2004-10,49.834,
2005-01,50.278,
2005-04,52.877,
2005-07,52.589,
2005-10,53.450,
2006-01,66.973,
2006-04,68.284,
2006-07,69.250,
2006-10,69.060,
2007-01,69.173,
2007-04,69.222,
2007-07,68.986,
2007-10,69.209,
2008-01,69.558,
2008-04,72.485,
2008-07,71.427,
2008-10,71.649,
2009-01,72.146,
2009-04,75.105,
2009-07,75.376,
2009-10,77.726,
2010-01,75.887,
2010-04,76.987,
2010-07,78.686,
2010-10,79.423,
2011-01,79.836,
2011-04,80.244,
2011-07,80.688,
2011-10,81.381,
2012-01,80.512,
2012-04,77.852,
2012-07,78.367,
2012-10,78.854,
2013-01,79.453,
2013-04,79.953,
2013-07,80.935,
2013-10,81.271,
2014-01,82.298,
2014-04,81.699,
2014-07,82.697,
