"",BBK01.OUN406,BBK01.OUN406_FLAGS
"",Balances and loans to foreign banks (MFIs) / long-term / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:47:04,
1999-01,14.634,
1999-02,13.759,
1999-03,13.845,
1999-04,14.353,
1999-05,14.501,
1999-06,14.738,
1999-07,14.960,
1999-08,15.111,
1999-09,15.210,
1999-10,15.440,
1999-11,15.365,
1999-12,15.524,
2000-01,15.487,
2000-02,16.119,
2000-03,16.483,
2000-04,16.953,
2000-05,13.382,
2000-06,13.240,
2000-07,13.437,
2000-08,13.676,
2000-09,13.873,
2000-10,13.971,
2000-11,14.014,
2000-12,13.986,
2001-01,13.860,
2001-02,13.895,
2001-03,13.908,
2001-04,13.809,
2001-05,13.845,
2001-06,13.779,
2001-07,13.540,
2001-08,13.447,
2001-09,13.531,
2001-10,14.089,
2001-11,14.127,
2001-12,14.640,
2002-01,14.730,
2002-02,14.696,
2002-03,14.710,
2002-04,14.551,
2002-05,14.398,
2002-06,14.512,
2002-07,14.468,
2002-08,14.551,
2002-09,15.020,
2002-10,15.076,
2002-11,14.839,
2002-12,14.790,
2003-01,14.634,
2003-02,14.570,
2003-03,14.607,
2003-04,14.559,
2003-05,14.020,
2003-06,14.008,
2003-07,13.988,
2003-08,14.123,
2003-09,13.909,
2003-10,13.920,
2003-11,13.947,
2003-12,13.696,
2004-01,13.760,
2004-02,13.524,
2004-03,13.458,
2004-04,13.900,
2004-05,13.841,
2004-06,13.569,
2004-07,14.784,
2004-08,14.637,
2004-09,14.629,
2004-10,14.557,
2004-11,14.535,
2004-12,14.764,
2005-01,14.910,
2005-02,14.956,
2005-03,14.971,
2005-04,15.235,
2005-05,15.652,
2005-06,15.493,
2005-07,15.729,
2005-08,16.579,
2005-09,16.710,
2005-10,17.061,
2005-11,17.280,
2005-12,18.040,
2006-01,17.762,
2006-02,17.869,
2006-03,17.938,
2006-04,18.211,
2006-05,18.367,
2006-06,18.509,
2006-07,18.507,
2006-08,18.697,
2006-09,18.636,
2006-10,18.943,
2006-11,18.838,
2006-12,18.804,
2007-01,18.819,
2007-02,19.087,
2007-03,18.377,
2007-04,19.087,
2007-05,19.124,
2007-06,19.340,
2007-07,19.409,
2007-08,19.277,
2007-09,19.450,
2007-10,18.012,
2007-11,17.490,
2007-12,17.875,
2008-01,17.338,
2008-02,17.662,
2008-03,17.501,
2008-04,17.523,
2008-05,17.617,
2008-06,17.105,
2008-07,17.018,
2008-08,17.087,
2008-09,17.008,
2008-10,17.258,
2008-11,17.414,
2008-12,17.189,
2009-01,17.220,
2009-02,17.155,
2009-03,17.026,
2009-04,17.345,
2009-05,17.393,
2009-06,17.126,
2009-07,17.205,
2009-08,16.201,
2009-09,15.956,
2009-10,15.897,
2009-11,15.288,
2009-12,15.332,
2010-01,15.366,
2010-02,15.311,
2010-03,15.196,
2010-04,15.090,
2010-05,15.225,
2010-06,15.267,
2010-07,15.242,
2010-08,15.270,
2010-09,14.694,
2010-10,14.772,
2010-11,14.766,
2010-12,14.047,
2011-01,13.868,
2011-02,13.991,
2011-03,13.615,
2011-04,13.409,
2011-05,12.665,
2011-06,12.458,
2011-07,12.437,
2011-08,12.373,
2011-09,11.860,
2011-10,11.547,
2011-11,12.051,
2011-12,12.031,
2012-01,11.889,
2012-02,11.604,
2012-03,11.648,
2012-04,11.640,
2012-05,11.998,
2012-06,11.847,
2012-07,11.906,
2012-08,11.881,
2012-09,11.509,
2012-10,11.747,
2012-11,11.615,
2012-12,11.432,
2013-01,11.406,
2013-02,11.454,
2013-03,11.536,
2013-04,11.894,
2013-05,11.927,
2013-06,11.645,
2013-07,11.634,
2013-08,12.496,
2013-09,12.229,
2013-10,12.419,
2013-11,12.569,
2013-12,12.713,
2014-01,13.136,
2014-02,13.046,
2014-03,12.986,
2014-04,13.604,
2014-05,13.633,
2014-06,13.520,
2014-07,13.737,
2014-08,13.825,
2014-09,14.053,
2014-10,12.562,
2014-11,12.501,
2014-12,12.309,Provisional value
