"",BBK01.OEAF03L,BBK01.OEAF03L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:12,
2002-01,62.150,
2002-04,64.071,
2002-07,65.475,
2002-10,66.904,
2003-01,67.273,
2003-04,70.317,
2003-07,74.936,
2003-10,78.270,
2004-01,78.232,
2004-04,74.670,
2004-07,80.914,
2004-10,82.082,
2005-01,83.688,
2005-04,85.145,
2005-07,87.621,
2005-10,90.472,
2006-01,91.458,
2006-04,88.567,
2006-07,93.313,
2006-10,94.545,
2007-01,92.227,
2007-04,93.808,
2007-07,101.101,
2007-10,105.618,
2008-01,105.916,
2008-04,104.663,
2008-07,109.388,
2008-10,109.661,
2009-01,110.119,
2009-04,112.303,
2009-07,113.285,
2009-10,112.115,
2010-01,111.332,
2010-04,111.972,
2010-07,115.518,
2010-10,117.102,
2011-01,115.359,
2011-04,116.251,
2011-07,117.294,
2011-10,118.386,
2012-01,118.659,
2012-04,119.466,
2012-07,120.414,
2012-10,121.148,
2013-01,121.160,
2013-04,121.406,
2013-07,122.324,
2013-10,122.990,
2014-01,123.152,
2014-04,123.971,
2014-07,125.049,
