"",BBK01.OEBB02N,BBK01.OEBB02N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:37,
2002-01,35.816,
2002-04,35.552,
2002-07,34.011,
2002-10,33.733,
2003-01,32.951,
2003-04,33.274,
2003-07,31.756,
2003-10,30.813,
2004-01,30.638,
2004-04,28.959,
2004-07,28.703,
2004-10,25.238,
2005-01,28.353,
2005-04,27.701,
2005-07,27.093,
2005-10,27.457,
2006-01,26.699,
2006-04,27.257,
2006-07,28.393,
2006-10,27.113,
2007-01,29.580,
2007-04,31.457,
2007-07,33.079,
2007-10,36.469,
2008-01,36.389,
2008-04,36.647,
2008-07,42.649,
2008-10,45.571,
2009-01,41.970,
2009-04,40.358,
2009-07,45.858,
2009-10,36.270,
2010-01,36.473,
2010-04,44.804,
2010-07,38.175,
2010-10,36.840,
2011-01,38.169,
2011-04,41.773,
2011-07,51.344,
2011-10,51.710,
2012-01,44.167,
2012-04,45.331,
2012-07,48.769,
2012-10,44.871,
2013-01,48.225,
2013-04,47.795,
2013-07,30.665,
2013-10,29.580,
2014-01,32.473,
2014-04,33.111,
2014-07,31.478,
