"",BBK01.OUP325,BBK01.OUP325_FLAGS
"",Deposits and borrowing from foreign enterprises and households / Total / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:57,
1999-01,9.644,
1999-02,9.534,
1999-03,9.497,
1999-04,10.291,
1999-05,10.218,
1999-06,10.651,
1999-07,10.018,
1999-08,10.504,
1999-09,11.032,
1999-10,10.978,
1999-11,11.607,
1999-12,11.404,
2000-01,11.122,
2000-02,10.121,
2000-03,9.581,
2000-04,10.788,
2000-05,9.782,
2000-06,10.041,
2000-07,10.287,
2000-08,10.533,
2000-09,8.690,
2000-10,9.075,
2000-11,8.614,
2000-12,9.448,
2001-01,8.517,
2001-02,9.861,
2001-03,11.912,
2001-04,12.112,
2001-05,13.429,
2001-06,12.954,
2001-07,11.948,
2001-08,10.602,
2001-09,12.322,
2001-10,12.134,
2001-11,13.986,
2001-12,13.417,
2002-01,12.891,
2002-02,12.443,
2002-03,12.416,
2002-04,13.722,
2002-05,15.582,
2002-06,15.561,
2002-07,14.718,
2002-08,14.760,
2002-09,14.829,
2002-10,15.441,
2002-11,16.965,
2002-12,17.306,
2003-01,14.374,
2003-02,14.023,
2003-03,13.924,
2003-04,14.195,
2003-05,13.958,
2003-06,13.771,
2003-07,14.107,
2003-08,13.785,
2003-09,13.255,
2003-10,12.768,
2003-11,11.466,
2003-12,10.983,
2004-01,10.104,
2004-02,10.064,
2004-03,10.403,
2004-04,10.993,
2004-05,11.923,
2004-06,11.420,
2004-07,10.498,
2004-08,10.244,
2004-09,10.677,
2004-10,10.605,
2004-11,10.099,
2004-12,10.175,
2005-01,10.795,
2005-02,9.606,
2005-03,10.517,
2005-04,10.490,
2005-05,11.562,
2005-06,11.442,
2005-07,11.344,
2005-08,10.542,
2005-09,11.409,
2005-10,11.019,
2005-11,10.905,
2005-12,22.208,
2006-01,21.801,
2006-02,22.822,
2006-03,25.295,
2006-04,27.287,
2006-05,24.164,
2006-06,28.245,
2006-07,26.591,
2006-08,27.396,
2006-09,27.304,
2006-10,27.598,
2006-11,26.502,
2006-12,26.838,
2007-01,30.219,
2007-02,29.415,
2007-03,32.947,
2007-04,32.156,
2007-05,32.187,
2007-06,31.975,
2007-07,29.918,
2007-08,31.901,
2007-09,32.755,
2007-10,31.560,
2007-11,35.346,
2007-12,30.757,
2008-01,33.480,
2008-02,31.221,
2008-03,32.807,
2008-04,33.101,
2008-05,33.331,
2008-06,35.028,
2008-07,36.983,
2008-08,39.700,
2008-09,41.405,
2008-10,40.339,
2008-11,37.119,
2008-12,43.417,
2009-01,39.266,
2009-02,40.402,
2009-03,40.065,
2009-04,41.925,
2009-05,40.793,
2009-06,39.790,
2009-07,45.078,
2009-08,46.204,
2009-09,45.664,
2009-10,44.161,
2009-11,44.720,
2009-12,37.110,
2010-01,44.814,
2010-02,47.770,
2010-03,46.436,
2010-04,49.374,
2010-05,47.437,
2010-06,49.329,
2010-07,49.590,
2010-08,50.718,
2010-09,52.586,
2010-10,50.935,
2010-11,54.079,
2010-12,47.716,
2011-01,52.504,
2011-02,52.384,
2011-03,48.341,
2011-04,48.271,
2011-05,49.014,
2011-06,52.572,
2011-07,51.051,
2011-08,47.203,
2011-09,47.436,
2011-10,46.535,
2011-11,43.932,
2011-12,43.641,
2012-01,42.767,
2012-02,44.341,
2012-03,47.540,
2012-04,46.679,
2012-05,47.066,
2012-06,46.184,
2012-07,47.867,
2012-08,46.838,
2012-09,48.069,
2012-10,43.247,
2012-11,44.641,
2012-12,40.148,
2013-01,43.355,
2013-02,43.787,
2013-03,40.704,
2013-04,41.836,
2013-05,41.553,
2013-06,41.113,
2013-07,41.328,
2013-08,40.754,
2013-09,42.080,
2013-10,42.936,
2013-11,44.997,
2013-12,45.835,
2014-01,42.891,
2014-02,43.237,
2014-03,46.966,
2014-04,43.857,
2014-05,48.118,
2014-06,48.861,
2014-07,48.473,
2014-08,47.238,
2014-09,50.155,
2014-10,51.235,
2014-11,48.699,
2014-12,47.781,Provisional value
