"",BBK01.QUF820,BBK01.QUF820_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Cyprus / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:47,
2004-12,0.299,
2005-01,0.321,
2005-02,0.300,
2005-03,0.337,
2005-04,0.320,
2005-05,0.396,
2005-06,0.415,
2005-07,0.421,
2005-08,0.447,
2005-09,0.553,
2005-10,0.600,
2005-11,0.591,
2005-12,0.649,
2006-01,0.575,
2006-02,0.574,
2006-03,0.644,
2006-04,0.667,
2006-05,0.720,
2006-06,0.642,
2006-07,0.694,
2006-08,0.860,
2006-09,0.864,
2006-10,0.958,
2006-11,0.832,
2006-12,0.860,
2007-01,0.459,
2007-02,0.476,
2007-03,0.473,
2007-04,0.506,
2007-05,0.463,
2007-06,0.561,
2007-07,0.552,
2007-08,0.585,
2007-09,0.587,
2007-10,0.634,
2007-11,0.606,
2007-12,0.648,
2008-01,0.686,
2008-02,0.958,
2008-03,0.878,
2008-04,0.870,
2008-05,0.874,
2008-06,0.904,
2008-07,0.840,
2008-08,0.951,
2008-09,0.894,
2008-10,0.879,
2008-11,0.886,
2008-12,0.852,
2009-01,0.909,
2009-02,0.904,
2009-03,0.807,
2009-04,0.826,
2009-05,0.802,
2009-06,0.782,
2009-07,0.751,
2009-08,0.735,
2009-09,0.713,
2009-10,0.726,
2009-11,0.730,
2009-12,0.685,
2010-01,0.730,
2010-02,0.717,
2010-03,0.695,
2010-04,0.705,
2010-05,0.783,
2010-06,0.761,
2010-07,0.688,
2010-08,0.723,
2010-09,0.713,
2010-10,0.674,
2010-11,0.695,
2010-12,0.727,
2011-01,0.671,
2011-02,0.675,
2011-03,0.652,
2011-04,0.657,
2011-05,0.687,
2011-06,0.668,
2011-07,0.667,
2011-08,0.649,
2011-09,0.653,
2011-10,0.648,
2011-11,0.674,
2011-12,0.632,
2012-01,0.640,
2012-02,0.626,
2012-03,0.615,
2012-04,0.646,
2012-05,0.522,
2012-06,0.505,
2012-07,0.509,
2012-08,0.499,
2012-09,0.489,
2012-10,0.488,
2012-11,0.492,
2012-12,0.420,
2013-01,0.371,
2013-02,0.467,
2013-03,0.394,
2013-04,0.450,
2013-05,0.451,
2013-06,0.457,
2013-07,0.454,
2013-08,0.453,
2013-09,0.404,
2013-10,0.406,
2013-11,0.417,
2013-12,0.418,
2014-01,0.421,
2014-02,0.419,
2014-03,0.415,
2014-04,0.414,
2014-05,0.415,
2014-06,0.367,
2014-07,0.386,
2014-08,0.390,
2014-09,0.307,
2014-10,0.305,
2014-11,0.302,
