"",BBFB1.Q.N.DE.W00200.S1.S1.T.B.S._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.W00200.S1.S1.T.B.S._Z._Z._Z._T._X.N_FLAGS
"",Current account / Services / Balance / Industrial Countries (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:35:19,
1991-01,-4466.104,
1991-04,-4389.326,
1991-07,-7026.800,
1991-10,-4022.085,
1992-01,-5477.477,
1992-04,-5893.022,
1992-07,-8832.991,
1992-10,-5247.580,
1993-01,-5526.415,
1993-04,-6652.150,
1993-07,-9376.067,
1993-10,-5515.305,
1994-01,-5826.338,
1994-04,-7494.381,
1994-07,-10772.412,
1994-10,-6445.863,
1995-01,-6914.529,
1995-04,-7705.256,
1995-07,-11048.463,
1995-10,-6088.564,
1996-01,-6979.318,
1996-04,-8137.796,
1996-07,-11831.070,
1996-10,-7252.884,
1997-01,-7747.987,
1997-04,-8418.946,
1997-07,-11965.777,
1997-10,-7093.746,
1998-01,-6781.388,
1998-04,-8749.557,
1998-07,-12742.574,
1998-10,-8263.851,
1999-01,-8870.985,
1999-04,-10463.187,
1999-07,-14303.861,
1999-10,-10706.093,
2000-01,-9200.424,
2000-04,-10449.217,
2000-07,-15854.504,
2000-10,-11581.970,
2001-01,-11704.468,
2001-04,-12485.401,
2001-07,-17492.314,
2001-10,-10072.113,
2002-01,-9131.955,
2002-04,-8932.407,
2002-07,-12512.173,
2002-10,-5869.245,
2003-01,-8589.489,
2003-04,-9504.072,
2003-07,-15495.279,
2003-10,-6229.555,
2004-01,-6619.213,
2004-04,-8090.003,
2004-07,-11292.496,
2004-10,-3966.274,
2005-01,-5827.864,
2005-04,-7592.219,
2005-07,-13318.804,
2005-10,-5522.528,
2006-01,-6476.466,
2006-04,-5086.477,
2006-07,-10952.541,
2006-10,-3611.506,
2007-01,-6450.550,
2007-04,-6015.469,
2007-07,-12015.727,
2007-10,-3594.155,
2008-01,-5455.887,
2008-04,-6805.966,
2008-07,-11970.329,
2008-10,-2075.658,
2009-01,-2945.333,
2009-04,-4781.239,
2009-07,-9640.717,
2009-10,-1294.600,
2010-01,-3156.782,
2010-04,-6128.187,
2010-07,-10900.095,
2010-10,-3529.143,
2011-01,-4805.421,
2011-04,-8024.435,
2011-07,-12742.662,
2011-10,-3383.023,
2012-01,-6083.086,
2012-04,-7202.125,
2012-07,-12666.560,
2012-10,-4285.170,
2013-01,-8524.028,
2013-04,-9903.494,
2013-07,-15108.765,
2013-10,-5826.890,
2014-01,-5969.556,Provisional value
2014-04,-8236.074,Provisional value
2014-07,-15625.796,Provisional value
