"",BBK01.OEAH33H,BBK01.OEAH33H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:55,
2002-01,75.984,
2002-04,75.675,
2002-07,75.276,
2002-10,75.746,
2003-01,76.752,
2003-04,76.653,
2003-07,75.940,
2003-10,80.560,
2004-01,79.894,
2004-04,80.531,
2004-07,79.721,
2004-10,79.096,
2005-01,81.952,
2005-04,80.733,
2005-07,79.903,
2005-10,78.642,
2006-01,77.590,
2006-04,77.078,
2006-07,77.075,
2006-10,77.745,
2007-01,78.466,
2007-04,78.576,
2007-07,78.471,
2007-10,78.261,
2008-01,86.960,
2008-04,88.593,
2008-07,88.515,
2008-10,99.327,
2009-01,100.288,
2009-04,99.463,
2009-07,106.629,
2009-10,105.738,
2010-01,105.509,
2010-04,104.208,
2010-07,102.735,
2010-10,100.999,
2011-01,99.355,
2011-04,98.324,
2011-07,97.363,
2011-10,95.314,
2012-01,93.973,
2012-04,93.035,
2012-07,92.453,
2012-10,91.187,
2013-01,90.216,
2013-04,89.311,
2013-07,88.183,
2013-10,87.132,
2014-01,86.746,
2014-04,84.616,
2014-07,84.120,
