"",BBK01.WZ3449,BBK01.WZ3449_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 20.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:23,
1986-06,6.32,
1986-07,6.32,
1986-08,6.14,
1986-09,6.59,
1986-10,6.87,
1986-11,6.42,
1986-12,6.47,
1987-01,6.53,
1987-02,6.77,
1987-03,6.33,
1987-04,6.39,
1987-05,6.51,
1987-06,7.03,
1987-07,7.30,
1987-08,7.38,
1987-09,7.75,
1987-10,7.23,
1987-11,7.41,
1987-12,7.50,
1988-01,7.78,
1988-02,7.43,
1988-03,7.51,
1988-04,7.64,
1988-05,7.87,
1988-06,7.77,
1988-07,7.73,
1988-08,7.64,
1988-09,7.47,
1988-10,7.25,
1988-11,7.32,
1988-12,7.19,
1989-01,7.16,
1989-02,7.22,
1989-03,7.23,
1989-04,7.10,
1989-05,7.14,
1989-06,6.93,
1989-07,6.88,
1989-08,7.00,
1989-09,7.12,
1989-10,7.14,
1989-11,7.10,
1989-12,7.14,
1990-01,7.43,
1990-02,7.94,
1990-03,8.07,
1990-04,8.65,
1990-05,8.46,
1990-06,8.34,
1990-07,8.22,
1990-08,8.53,
1990-09,8.61,
1990-10,8.55,
1990-11,8.30,
1990-12,9.10,
1991-01,8.03,
1991-02,7.88,
1991-03,7.92,
1991-04,7.85,
1991-05,7.83,
1991-06,8.04,
1991-07,8.19,
1991-08,7.93,
1991-09,7.88,
1991-10,7.75,
1991-11,7.53,
1991-12,7.43,
1992-01,7.31,
1992-02,7.43,
1992-03,7.39,
1992-04,7.63,
1992-05,7.61,
1992-06,7.71,
1992-07,7.66,
1992-08,7.31,
1992-09,6.98,
1992-10,7.23,
1992-11,7.15,
1992-12,7.15,
1993-01,7.08,
1993-02,7.00,
1993-03,7.11,
1993-04,7.08,
1993-05,7.15,
1993-06,6.99,
1993-07,6.84,
1993-08,6.50,
1993-09,6.61,
1993-10,6.44,
1993-11,6.50,
1993-12,6.39,
1994-01,6.43,
1994-02,6.95,
1994-03,7.15,
1994-04,7.41,
1994-05,7.75,
1994-06,7.57,
1994-07,7.59,
1994-08,7.88,
1994-09,8.09,
1994-10,8.05,
1994-11,7.84,
1994-12,7.98,
1995-01,7.81,
1995-02,7.75,
1995-03,7.96,
1995-04,7.78,
1995-05,7.51,
1995-06,7.76,
1995-07,7.67,
1995-08,7.62,
1995-09,7.72,
1995-10,7.53,
1995-11,7.26,
1995-12,7.12,
1996-01,6.95,
1996-02,7.50,
1996-03,7.52,
1996-04,7.39,
1996-05,7.59,
1996-06,7.53,
1996-07,7.34,
1996-08,7.48,
1996-09,7.17,
1996-10,7.06,
1996-11,6.85,
1996-12,6.95,
1997-01,6.90,
1997-02,6.49,
1997-03,6.94,
1997-04,6.91,
1997-05,7.05,
1997-06,6.74,
1997-07,6.37,
1997-08,6.57,
1997-09,6.29,
1997-10,6.35,
1997-11,6.16,
1997-12,5.97,
1998-01,5.71,
1998-02,5.56,
1998-03,5.54,
1998-04,5.66,
1998-05,5.50,
1998-06,5.36,
1998-07,5.30,
1998-08,5.07,
1998-09,4.90,
1998-10,5.19,
1998-11,4.88,
1998-12,4.87,
1999-01,4.60,
1999-02,4.99,
1999-03,5.09,
1999-04,4.93,
1999-05,5.24,
1999-06,5.47,
1999-07,5.63,
1999-08,5.82,
1999-09,5.93,
1999-10,5.86,
1999-11,5.87,
1999-12,6.02,
2000-01,6.10,
2000-02,5.94,
2000-03,5.67,
2000-04,5.72,
2000-05,5.51,
2000-06,5.55,
2000-07,5.47,
2000-08,5.48,
2000-09,5.61,
2000-10,5.61,
2000-11,5.51,
2000-12,5.45,
2001-01,5.45,
2001-02,5.39,
2001-03,5.44,
2001-04,5.65,
2001-05,5.86,
2001-06,5.78,
2001-07,5.62,
