"",BBNZ1.Q.DE.Y.G.0062.A,BBNZ1.Q.DE.Y.G.0062.A_FLAGS
"",Germany / National accounts / Origin of GDP / Business services / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:37:48,
1991-01,31.517,
1991-04,32.417,
1991-07,33.195,
1991-10,32.703,
1992-01,35.192,
1992-04,35.759,
1992-07,36.307,
1992-10,36.426,
1993-01,38.000,
1993-04,38.773,
1993-07,39.042,
1993-10,39.288,
1994-01,38.641,
1994-04,38.874,
1994-07,39.595,
1994-10,40.176,
1995-01,40.720,
1995-04,41.090,
1995-07,41.738,
1995-10,42.207,
1996-01,42.091,
1996-04,42.800,
1996-07,43.267,
1996-10,43.680,
1997-01,42.620,
1997-04,44.187,
1997-07,44.273,
1997-10,45.241,
1998-01,44.627,
1998-04,45.573,
1998-07,46.167,
1998-10,46.876,
1999-01,47.633,
1999-04,48.005,
1999-07,48.216,
1999-10,49.458,
2000-01,50.936,
2000-04,51.094,
2000-07,51.252,
2000-10,51.443,
2001-01,52.799,
2001-04,52.667,
2001-07,53.181,
2001-10,53.259,
2002-01,53.125,
2002-04,53.031,
2002-07,53.746,
2002-10,53.351,
2003-01,53.528,
2003-04,53.218,
2003-07,54.890,
2003-10,54.448,
2004-01,52.972,
2004-04,53.545,
2004-07,53.873,
2004-10,54.310,
2005-01,54.459,
2005-04,55.314,
2005-07,55.632,
2005-10,56.322,
2006-01,55.632,
2006-04,56.995,
2006-07,58.276,
2006-10,59.375,
2007-01,60.944,
2007-04,61.860,
2007-07,62.508,
2007-10,62.770,
2008-01,63.313,
2008-04,63.966,
2008-07,63.616,
2008-10,64.419,
2009-01,58.140,
2009-04,57.776,
2009-07,57.708,
2009-10,58.452,
2010-01,60.331,
2010-04,60.700,
2010-07,61.309,
2010-10,62.658,
2011-01,63.165,
2011-04,63.161,
2011-07,63.535,
2011-10,64.394,
2012-01,65.024,
2012-04,64.749,
2012-07,65.252,
2012-10,65.536,
2013-01,65.949,
2013-04,66.976,
2013-07,68.531,
2013-10,69.025,
2014-01,70.037,
2014-04,70.770,
2014-07,71.450,
2014-10,72.126,
