"",BBK01.OUU175,BBK01.OUU175_FLAGS
"",Deposits and borrowing from resident households / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:26,
1999-01,90.677,
1999-02,91.083,
1999-03,91.455,
1999-04,91.389,
1999-05,91.357,
1999-06,91.360,
1999-07,91.101,
1999-08,91.117,
1999-09,91.235,
1999-10,91.162,
1999-11,91.387,
1999-12,94.251,
2000-01,94.146,
2000-02,94.214,
2000-03,94.274,
2000-04,93.887,
2000-05,93.643,
2000-06,93.321,
2000-07,92.795,
2000-08,92.575,
2000-09,92.511,
2000-10,92.143,
2000-11,92.085,
2000-12,94.887,
2001-01,94.583,
2001-02,94.595,
2001-03,94.620,
2001-04,94.337,
2001-05,94.165,
2001-06,94.053,
2001-07,93.442,
2001-08,93.392,
2001-09,93.546,
2001-10,93.346,
2001-11,93.573,
2001-12,96.621,
2002-01,96.645,
2002-02,96.859,
2002-03,97.391,
2002-04,97.435,
2002-05,97.429,
2002-06,97.507,
2002-07,97.246,
2002-08,97.295,
2002-09,97.524,
2002-10,97.551,
2002-11,97.929,
2002-12,101.099,
2003-01,101.384,
2003-02,101.768,
2003-03,102.432,
2003-04,102.712,
2003-05,102.881,
2003-06,103.108,
2003-07,103.162,
2003-08,103.440,
2003-09,103.845,
2003-10,103.835,
2003-11,104.293,
2003-12,107.658,
2004-01,107.997,
2004-02,108.369,
2004-03,109.450,
2004-04,109.672,
2004-05,109.877,
2004-06,110.112,
2004-07,110.024,
2004-08,110.309,
2004-09,110.652,
2004-10,110.782,
2004-11,111.346,
2004-12,114.850,
2005-01,115.266,
2005-02,115.765,
2005-03,116.731,
2005-04,117.137,
2005-05,117.416,
2005-06,117.607,
2005-07,117.481,
2005-08,117.787,
2005-09,118.164,
2005-10,118.273,
2005-11,118.667,
2005-12,121.951,
2006-01,122.283,
2006-02,122.593,
2006-03,123.379,
2006-04,123.546,
2006-05,123.557,
2006-06,123.599,
2006-07,123.329,
2006-08,123.278,
2006-09,123.349,
2006-10,123.159,
2006-11,123.163,
2006-12,125.997,
2007-01,125.948,
2007-02,125.972,
2007-03,126.243,
2007-04,125.953,
2007-05,125.642,
2007-06,125.376,
2007-07,124.722,
2007-08,124.379,
2007-09,124.151,
2007-10,123.559,
2007-11,123.310,
2007-12,125.903,
2008-01,125.637,
2008-02,125.425,
2008-03,125.647,
2008-04,125.196,
2008-05,124.706,
2008-06,124.329,
2008-07,123.231,
2008-08,122.589,
2008-09,122.066,
2008-10,121.134,
2008-11,120.513,
2008-12,122.691,
2009-01,122.402,
2009-02,122.308,
2009-03,122.421,
2009-04,122.198,
2009-05,122.160,
2009-06,122.230,
2009-07,122.115,
2009-08,122.378,
2009-09,122.750,
2009-10,122.979,
2009-11,123.516,
2009-12,126.611,
2010-01,127.083,
2010-02,127.673,
2010-03,128.523,
2010-04,128.849,
2010-05,129.216,
2010-06,129.512,
2010-07,129.600,
2010-08,129.924,
2010-09,130.380,
2010-10,130.573,
2010-11,130.980,
2010-12,133.780,
2011-01,134.153,
2011-02,134.450,
2011-03,134.846,
2011-04,134.876,
2011-05,134.993,
2011-06,135.247,
2011-07,135.286,
2011-08,135.443,
2011-09,135.855,
2011-10,135.982,
2011-11,136.246,
2011-12,139.106,
2012-01,139.369,
2012-02,139.659,
2012-03,140.052,
2012-04,140.101,
2012-05,140.483,
2012-06,140.816,
2012-07,140.951,
2012-08,141.085,
2012-09,141.406,
2012-10,141.620,
2012-11,141.359,
2012-12,143.999,
2013-01,144.608,
2013-02,145.291,
2013-03,145.900,
2013-04,146.192,
2013-05,146.690,
2013-06,147.036,
2013-07,146.755,
2013-08,146.929,
2013-09,147.376,
2013-10,147.482,
2013-11,147.915,
2013-12,150.464,
2014-01,151.094,
2014-02,151.768,
2014-03,152.210,
2014-04,152.295,
2014-05,152.810,
2014-06,153.149,
2014-07,153.166,
2014-08,153.665,
2014-09,154.282,
2014-10,154.538,
2014-11,155.021,
2014-12,157.871,Provisional value
