"",BBK01.RU5719,BBK01.RU5719_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Iceland / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:14:39,
1982-06,0.021,
1982-07,0.026,
1982-08,0.019,
1982-09,0.024,
1982-10,0.029,
1982-11,0.027,
1982-12,0.018,
1983-01,0.017,
1983-02,0.015,
1983-03,0.013,
1983-04,0.014,
1983-05,0.018,
1983-06,0.017,
1983-07,0.021,
1983-08,0.022,
1983-09,0.034,
1983-10,0.044,
1983-11,0.039,
1983-12,0.023,
1984-01,0.020,
1984-02,0.020,
1984-03,0.022,
1984-04,0.024,
1984-05,0.026,
1984-06,0.021,
1984-07,0.022,
1984-08,0.019,
1984-09,0.021,
1984-10,0.027,
1984-11,0.020,
1984-12,0.021,
1985-01,0.019,
1985-02,0.023,
1985-03,0.030,
1985-04,0.030,
1985-05,0.026,
1985-06,0.036,
1985-07,0.024,
1985-08,0.019,
1985-09,0.020,
1985-10,0.017,
1985-11,0.018,
1985-12,0.019,
1986-01,0.021,
1986-02,0.017,
1986-03,0.017,
1986-04,0.020,
1986-05,0.022,
1986-06,0.020,
1986-07,0.019,
1986-08,0.019,
1986-09,0.021,
1986-10,0.020,
1986-11,0.028,
1986-12,0.019,
1987-01,0.018,
1987-02,0.017,
1987-03,0.022,
1987-04,0.022,
1987-05,0.026,
1987-06,0.021,
1987-07,0.020,
1987-08,0.020,
1987-09,0.018,
1987-10,0.032,
1987-11,0.035,
1987-12,0.035,
1988-01,0.034,
1988-02,0.029,
1988-03,0.026,
1988-04,0.024,
1988-05,0.027,
1988-06,0.028,
1988-07,0.026,
1988-08,0.023,
1988-09,0.029,
1988-10,0.022,
1988-11,0.029,
1988-12,0.026,
1989-01,0.028,
1989-02,0.026,
1989-03,0.025,
1989-04,0.026,
1989-05,0.021,
1989-06,0.019,
1989-07,0.017,
1989-08,0.017,
1989-09,0.020,
1989-10,0.017,
1989-11,0.017,
1989-12,0.017,
1990-01,0.017,
1990-02,0.015,
1990-03,0.018,
1990-04,0.015,
1990-05,0.021,
1990-06,0.018,
1990-07,0.015,
1990-08,0.013,
1990-09,0.023,
1990-10,0.014,
1990-11,0.015,
1990-12,0.017,
1991-01,0.015,
1991-02,0.046,
1991-03,0.055,
1991-04,0.055,
1991-05,0.054,
1991-06,0.018,
1991-07,0.021,
1991-08,0.022,
1991-09,0.023,
1991-10,0.024,
1991-11,0.023,
1991-12,0.022,
1992-01,0.020,
1992-02,0.026,
1992-03,0.019,
1992-04,0.021,
1992-05,0.063,
1992-06,0.023,
1992-07,0.020,
1992-08,0.022,
1992-09,0.024,
1992-10,0.025,
1992-11,0.020,
1992-12,0.021,
1993-01,0.021,
1993-02,0.031,
1993-03,0.020,
1993-04,0.019,
1993-05,0.022,
1993-06,0.026,
1993-07,0.019,
1993-08,0.023,
1993-09,0.022,
1993-10,0.017,
1993-11,0.022,
1993-12,0.052,
1994-01,0.082,
1994-02,0.041,
1994-03,0.046,
1994-04,0.041,
1994-05,0.042,
1994-06,0.044,
1994-07,0.047,
1994-08,0.057,
1994-09,0.046,
1994-10,0.046,
1994-11,0.044,
1994-12,0.042,
1995-01,0.041,
1995-02,0.041,
1995-03,0.045,
1995-04,0.048,
1995-05,0.050,
1995-06,0.034,
1995-07,0.031,
1995-08,0.043,
1995-09,0.033,
1995-10,0.058,
1995-11,0.060,
1995-12,0.055,
1996-01,0.033,
1996-02,0.031,
1996-03,0.030,
1996-04,0.047,
1996-05,0.038,
1996-06,0.036,
1996-07,0.044,
1996-08,0.033,
1996-09,0.038,
1996-10,0.038,
1996-11,0.043,
1996-12,0.046,
1997-01,0.030,
1997-02,0.035,
1997-03,0.043,
1997-04,0.032,
1997-05,0.040,
1997-06,0.051,
1997-07,0.055,
1997-08,0.053,
1997-09,0.054,
1997-10,0.345,
1997-11,0.049,
1997-12,0.039,
1998-01,0.057,
1998-02,0.050,
1998-03,0.037,
1998-04,0.065,
1998-05,0.040,
1998-06,0.045,
1998-07,0.044,
1998-08,0.043,
1998-09,0.039,
1998-10,0.051,
1998-11,0.039,
1998-12,0.040,
1999-01,0.050,
1999-02,0.069,
1999-03,0.053,
1999-04,0.044,
1999-05,0.041,
1999-06,0.077,
1999-07,0.031,
1999-08,0.024,
1999-09,0.027,
1999-10,0.077,
1999-11,0.038,
1999-12,0.090,
2000-01,0.050,
2000-02,0.066,
2000-03,0.072,
2000-04,0.073,
2000-05,0.079,
2000-06,0.046,
2000-07,0.044,
2000-08,0.032,
2000-09,0.039,
2000-10,0.039,
2000-11,0.041,
2000-12,0.045,
2001-01,0.052,
2001-02,0.046,
2001-03,0.068,
2001-04,0.047,
2001-05,0.054,
2001-06,0.045,
2001-07,0.029,
2001-08,0.051,
2001-09,0.052,
2001-10,0.027,
2001-11,0.045,
2001-12,0.053,
2002-01,0.023,
2002-02,0.041,
2002-03,0.037,
2002-04,0.422,
2002-05,0.018,
2002-06,0.026,
2002-07,0.029,
2002-08,0.056,
2002-09,0.065,
2002-10,0.051,
2002-11,0.035,
2002-12,0.042,
2003-01,0.065,
2003-02,0.041,
2003-03,0.048,
2003-04,0.021,
2003-05,0.128,
2003-06,0.106,
2003-07,0.082,
2003-08,0.048,
2003-09,0.109,
2003-10,0.102,
2003-11,0.105,
2003-12,0.123,
2004-01,0.149,
2004-02,0.206,
2004-03,0.066,
2004-04,0.119,
2004-05,0.174,
2004-06,0.288,
2004-07,0.088,
2004-08,0.229,
2004-09,0.167,
2004-10,0.095,
