"",BBDR1.A.DEK.N.BBK.BRWHTTWK.P.I11.A,BBDR1.A.DEK.N.BBK.BRWHTTWK.P.I11.A_FLAGS
"","Residential property price index Deutsche Bundesbank / Terraced housing, owner-occupied apartments and single-family detached homes (repeat occupancy); transaction-based property and regional weighting. / Germany: Administrative districts / Unadjusted figure",
unit,2011=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 09:13:59,
2004,100.0,
2005,98.7,
2006,98.3,
2007,98.1,
2008,97.8,
2009,96.5,
2010,97.5,
2011,100.0,
2012,104.0,
2013,108.9,
