"",BBK01.QUF504,BBK01.QUF504_FLAGS
"",Foreign branches: Short-term loans and advances to non-residents / Slovenia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:11,
2003-12,0.024,
2004-01,0.007,
2004-02,0.007,
2004-03,0.009,
2004-04,0.009,
2004-05,0.016,
2004-06,0.064,
2004-07,0.224,
2004-08,0.270,
2004-09,0.263,
2004-10,1.127,
2004-11,0.747,
2004-12,0.003,
2005-01,0.003,
2005-02,0.003,
2005-03,0.008,
2005-04,0.008,
2005-05,0.009,
2005-06,0.008,
2005-07,0.007,
2005-08,0.013,
2005-09,0.015,
2005-10,0.012,
2005-11,0.007,
2005-12,0.009,
2006-01,0.004,
2006-02,0.004,
2006-03,0.004,
2006-04,0.028,
2006-05,0.003,
2006-06,0.001,
2006-07,0.003,
2006-08,0.003,
2006-09,0.002,
2006-10,0.022,
2006-11,0.023,
2006-12,0.024,
2007-01,0.030,
2007-02,0.030,
2007-03,0.030,
2007-04,0.028,
2007-05,0.028,
2007-06,0.029,
2007-07,0.019,
2007-08,0.009,
2007-09,0.004,
2007-10,0.004,
2007-11,0.082,
2007-12,0.082,
2008-01,0.082,
2008-02,0.084,
2008-03,0.084,
2008-04,0.084,
2008-05,0.083,
2008-06,0.155,
2008-07,0.161,
2008-08,0.161,
2008-09,0.166,
2008-10,0.172,
2008-11,0.101,
2008-12,0.141,
2009-01,0.109,
2009-02,0.107,
2009-03,0.139,
2009-04,0.139,
2009-05,0.139,
2009-06,0.017,
2009-07,0.012,
2009-08,0.017,
2009-09,0.013,
2009-10,0.012,
2009-11,0.017,
2009-12,0.016,
2010-01,0.016,
2010-02,0.016,
2010-03,0.011,
2010-04,0.011,
2010-05,0.011,
2010-06,0.009,
2010-07,0.009,
2010-08,0.009,
2010-09,0.019,
2010-10,0.019,
2010-11,0.019,
2010-12,0.019,
2011-01,0.019,
2011-02,0.018,
2011-03,0.018,
2011-04,0.019,
2011-05,0.019,
2011-06,0.021,
2011-07,0.027,
2011-08,0.037,
2011-09,0.038,
2011-10,0.042,
2011-11,0.040,
2011-12,0.044,
2012-01,0.037,
2012-02,0.038,
2012-03,0.038,
2012-04,0.031,
2012-05,0.032,
2012-06,0.032,
2012-07,0.029,
2012-08,0.031,
2012-09,0.033,
2012-10,0.036,
2012-11,0.045,
2012-12,0.072,
2013-01,0.114,
2013-02,0.090,
2013-03,0.114,
2013-04,0.093,
2013-05,0.114,
2013-06,0.100,
2013-07,0.096,
2013-08,0.094,
2013-09,0.093,
2013-10,0.092,
2013-11,0.169,
2013-12,0.189,
2014-01,0.167,
2014-02,0.164,
2014-03,0.144,
2014-04,0.104,
2014-05,0.107,
2014-06,0.100,
2014-07,0.023,
2014-08,0.022,
2014-09,0.005,
2014-10,0.005,
2014-11,0.006,
