"",BBK01.QX6193,BBK01.QX6193_FLAGS
"",Banks in Germany: Claims on non-residents / Austria / US dollar,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:10:58,
1995-01,1.049,
1995-02,0.994,
1995-03,1.070,
1995-04,0.900,
1995-05,1.096,
1995-06,0.864,
1995-07,0.885,
1995-08,1.027,
1995-09,0.903,
1995-10,1.145,
1995-11,0.988,
1995-12,0.925,
1996-01,1.006,
1996-02,0.866,
1996-03,1.056,
1996-04,0.964,
1996-05,1.030,
1996-06,1.372,
1996-07,1.150,
1996-08,0.899,
1996-09,1.029,
1996-10,0.954,
1996-11,1.316,
1996-12,0.998,
1997-01,1.299,
1997-02,1.178,
1997-03,1.099,
1997-04,1.029,
1997-05,1.050,
1997-06,1.276,
1997-07,1.559,
1997-08,1.414,
1997-09,1.547,
1997-10,1.375,
1997-11,1.639,
1997-12,1.543,
1998-01,1.588,
1998-02,1.646,
1998-03,1.171,
1998-04,1.269,
1998-05,1.273,
1998-06,1.362,
1998-07,1.263,
1998-08,1.929,
1998-09,1.538,
1998-10,1.834,
1998-11,1.554,
1998-12,1.673,
1999-01,1.514,
1999-02,1.373,
1999-03,1.236,
1999-04,1.498,
1999-05,1.182,
1999-06,1.031,
1999-07,0.909,
1999-08,1.076,
1999-09,0.804,
1999-10,0.795,
1999-11,0.870,
1999-12,1.299,
2000-01,1.046,
2000-02,1.202,
2000-03,1.291,
2000-04,1.319,
2000-05,1.342,
2000-06,1.406,
2000-07,1.595,
2000-08,1.764,
2000-09,1.808,
2000-10,1.906,
2000-11,1.559,
2000-12,1.654,
2001-01,2.713,
2001-02,2.186,
2001-03,2.430,
2001-04,3.044,
2001-05,2.714,
2001-06,1.975,
2001-07,1.706,
2001-08,1.770,
2001-09,2.632,
2001-10,1.766,
2001-11,1.920,
2001-12,2.332,
2002-01,1.993,
2002-02,1.856,
2002-03,1.861,
2002-04,1.945,
2002-05,1.942,
2002-06,1.966,
2002-07,1.776,
2002-08,1.704,
2002-09,1.979,
2002-10,2.239,
2002-11,1.778,
2002-12,1.753,
2003-01,1.211,
2003-02,1.174,
2003-03,1.855,
2003-04,1.400,
2003-05,1.253,
2003-06,1.292,
2003-07,1.040,
2003-08,1.288,
2003-09,1.172,
2003-10,1.166,
2003-11,1.149,
2003-12,2.476,
2004-01,0.897,
2004-02,1.017,
2004-03,0.853,
2004-04,0.993,
2004-05,2.250,
2004-06,3.066,
2004-07,3.158,
2004-08,1.937,
2004-09,2.037,
2004-10,1.858,
2004-11,1.764,
2004-12,1.512,
2005-01,1.826,
2005-02,1.256,
2005-03,1.795,
2005-04,1.394,
2005-05,1.276,
2005-06,1.864,
2005-07,2.524,
2005-08,2.132,
2005-09,2.122,
2005-10,3.535,
2005-11,2.931,
2005-12,2.308,
2006-01,2.374,
2006-02,2.691,
2006-03,3.044,
2006-04,2.535,
2006-05,1.688,
2006-06,1.668,
2006-07,1.903,
2006-08,2.168,
2006-09,1.409,
2006-10,1.444,
2006-11,1.174,
2006-12,1.090,
2007-01,1.142,
2007-02,1.009,
2007-03,1.028,
2007-04,1.440,
2007-05,1.283,
2007-06,1.209,
2007-07,0.933,
2007-08,1.048,
2007-09,1.224,
2007-10,1.433,
2007-11,0.904,
2007-12,1.076,
2008-01,1.214,
2008-02,1.057,
2008-03,1.097,
2008-04,0.896,
2008-05,1.263,
2008-06,2.115,
2008-07,1.591,
2008-08,1.628,
2008-09,1.321,
2008-10,1.628,
2008-11,1.175,
2008-12,1.025,
2009-01,0.978,
2009-02,1.062,
2009-03,0.860,
2009-04,1.271,
2009-05,1.481,
2009-06,1.280,
2009-07,1.411,
2009-08,1.223,
2009-09,1.412,
2009-10,1.474,
2009-11,1.401,
2009-12,1.300,
2010-01,1.682,
2010-02,1.625,
2010-03,1.463,
2010-04,1.054,
2010-05,1.296,
2010-06,0.954,
2010-07,1.156,
2010-08,1.569,
2010-09,1.240,
2010-10,1.943,
2010-11,1.839,
2010-12,1.152,
2011-01,1.282,
2011-02,1.166,
2011-03,1.261,
2011-04,1.241,
2011-05,1.785,
2011-06,1.178,
2011-07,1.404,
2011-08,1.021,
2011-09,1.105,
2011-10,0.941,
2011-11,1.221,
2011-12,0.855,
2012-01,0.974,
2012-02,1.314,
2012-03,1.042,
2012-04,1.023,
2012-05,1.123,
2012-06,1.197,
2012-07,1.971,
2012-08,1.067,
2012-09,1.160,
2012-10,1.199,
2012-11,1.301,
2012-12,1.127,
2013-01,2.363,
2013-02,1.327,
2013-03,1.311,
2013-04,1.557,
2013-05,1.536,
2013-06,1.395,
2013-07,0.937,
2013-08,2.232,
2013-09,1.508,
2013-10,1.234,
2013-11,1.256,
2013-12,0.838,
2014-01,1.353,
2014-02,1.265,
2014-03,1.307,
2014-04,1.554,
2014-05,1.847,
2014-06,1.144,
2014-07,1.109,
2014-08,1.256,
2014-09,1.241,
2014-10,1.397,
2014-11,1.271,
2014-12,1.249,
