"",BBK01.OXA8Y3,BBK01.OXA8Y3_FLAGS
"",Transferable deposits of banks (MFIs) domiciled in other euro-area member states Overnight deposits - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:15:13,
2010-06,18.721,
2010-07,17.536,
2010-08,20.999,
2010-09,23.467,
2010-10,22.565,
2010-11,25.729,
2010-12,17.198,
2011-01,20.018,
2011-02,18.893,
2011-03,20.032,
2011-04,19.906,
2011-05,19.607,
2011-06,19.204,
2011-07,18.212,
2011-08,15.829,
2011-09,21.578,Provisional value
2011-10,22.046,
2011-11,21.308,
2011-12,27.847,
2012-01,31.394,
2012-02,33.348,
2012-03,34.174,
2012-04,28.639,
2012-05,29.448,
2012-06,27.561,
2012-07,31.213,
2012-08,22.540,
2012-09,24.715,
2012-10,23.527,
2012-11,24.173,
2012-12,27.095,
2013-01,27.711,
2013-02,25.106,
2013-03,26.359,
2013-04,25.860,
2013-05,25.211,
2013-06,25.613,
2013-07,26.530,
2013-08,22.793,
2013-09,24.168,
2013-10,22.082,
2013-11,26.317,
2013-12,24.358,
2014-01,26.040,
2014-02,27.531,
2014-03,25.470,
2014-04,24.193,
2014-05,21.959,
2014-06,36.006,
2014-07,28.899,
2014-08,29.913,
2014-09,28.911,
2014-10,34.434,
2014-11,35.043,
2014-12,33.638,Provisional value
