"",BBDE1.M.DE.Y.AEB5.N2C250000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C250000.F.V.I10.A_FLAGS
1999-09,63.2,
1999-10,55.0,
1999-11,56.1,
1999-12,56.9,
2000-01,54.7,
2000-02,59.6,
2000-03,59.9,
2000-04,59.1,
2000-05,63.2,
2000-06,61.8,
2000-07,64.5,
2000-08,63.7,
2000-09,63.6,
2000-10,65.1,
2000-11,65.2,
2000-12,68.3,
2001-01,65.0,
2001-02,66.3,
2001-03,66.6,
2001-04,64.3,
2001-05,63.8,
2001-06,61.8,
2001-07,63.6,
2001-08,64.7,
2001-09,60.5,
2001-10,61.8,
2001-11,62.2,
2001-12,67.0,
2002-01,66.4,
2002-02,63.4,
2002-03,64.0,
2002-04,66.0,
2002-05,78.9,
2002-06,67.1,
2002-07,73.3,
2002-08,65.8,
2002-09,65.6,
2002-10,67.0,
2002-11,69.2,
2002-12,65.3,
2003-01,70.1,
2003-02,66.7,
2003-03,67.3,
2003-04,66.3,
2003-05,66.3,
2003-06,70.5,
2003-07,70.0,
2003-08,73.9,
2003-09,73.0,
2003-10,73.4,
2003-11,71.6,
2003-12,72.6,
2004-01,77.1,
2004-02,74.4,
2004-03,78.0,
2004-04,78.2,
2004-05,77.3,
2004-06,77.1,
2004-07,78.4,
2004-08,80.0,
2004-09,82.2,
2004-10,78.6,
2004-11,81.2,
2004-12,78.8,
2005-01,81.8,
2005-02,84.1,
2005-03,83.5,
2005-04,86.2,
2005-05,82.6,
2005-06,85.7,
2005-07,87.0,
2005-08,86.5,
2005-09,89.8,
2005-10,93.3,
2005-11,91.1,
2005-12,92.7,
2006-01,92.9,
2006-02,91.2,
2006-03,95.4,
2006-04,97.3,
2006-05,99.6,
2006-06,100.0,
2006-07,99.9,
2006-08,108.7,
2006-09,101.6,
2006-10,101.2,
2006-11,107.9,
2006-12,108.8,
2007-01,105.0,
2007-02,117.6,
2007-03,113.4,
2007-04,114.7,
2007-05,115.3,
2007-06,114.2,
2007-07,118.9,
2007-08,115.1,
2007-09,113.3,
2007-10,125.0,
2007-11,116.4,
2007-12,122.6,
2008-01,119.2,
2008-02,121.9,
2008-03,119.5,
2008-04,117.4,
2008-05,117.4,
2008-06,119.0,
2008-07,117.0,
2008-08,115.4,
2008-09,104.4,
2008-10,101.2,
2008-11,90.0,
2008-12,86.1,
2009-01,75.8,
2009-02,71.9,
2009-03,73.7,
2009-04,77.3,
2009-05,79.1,
2009-06,79.0,
2009-07,78.9,
2009-08,84.7,
2009-09,93.6,
2009-10,83.4,
2009-11,87.7,
2009-12,83.9,
2010-01,86.0,
2010-02,90.3,
2010-03,93.2,
2010-04,97.4,
2010-05,100.6,
2010-06,101.8,
2010-07,100.2,
2010-08,100.8,
2010-09,103.6,
2010-10,99.8,
2010-11,105.6,
2010-12,119.0,
2011-01,108.9,
2011-02,106.6,
2011-03,110.1,
2011-04,109.0,
2011-05,108.2,
2011-06,114.2,
2011-07,110.6,
2011-08,110.0,
2011-09,111.8,
2011-10,111.3,
2011-11,107.3,
2011-12,116.8,
2012-01,110.6,
2012-02,104.8,
2012-03,113.2,
2012-04,115.5,
2012-05,110.8,
2012-06,107.5,
2012-07,108.3,
2012-08,112.7,
2012-09,101.1,
2012-10,110.9,
2012-11,118.6,
2012-12,113.9,
2013-01,108.6,
2013-02,112.2,
2013-03,107.3,
2013-04,113.8,
2013-05,110.7,
2013-06,126.2,
2013-07,113.4,
2013-08,115.8,
2013-09,110.6,
2013-10,114.1,
2013-11,113.2,
2013-12,125.6,
2014-01,119.1,
2014-02,129.5,
2014-03,113.9,
2014-04,118.8,
2014-05,117.8,
2014-06,119.4,
2014-07,126.3,
2014-08,124.7,
2014-09,114.6,
2014-10,120.8,
2014-11,119.0,
2014-12,117.1,Provisional value
