"",BBDE1.M.DE.Y.AEB5.N2C250000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C250000.F.V.I10.A_FLAGS
"","Orders received from abroad / At current prices / Germany / 25 Manufacture of fabricated metal products, except machinery and equipment / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:55,
1991-01,38.6,
1991-02,39.2,
1991-03,40.1,
1991-04,37.8,
1991-05,39.1,
1991-06,38.6,
1991-07,38.6,
1991-08,37.2,
1991-09,37.7,
1991-10,38.2,
1991-11,39.1,
1991-12,39.2,
1992-01,37.5,
1992-02,39.0,
1992-03,39.2,
1992-04,38.4,
1992-05,35.6,
1992-06,36.8,
1992-07,35.6,
1992-08,34.5,
1992-09,34.1,
1992-10,32.9,
1992-11,33.7,
1992-12,34.0,
1993-01,34.7,
1993-02,35.7,
1993-03,35.5,
1993-04,34.9,
1993-05,35.4,
1993-06,35.2,
1993-07,35.1,
1993-08,34.8,
1993-09,36.4,
1993-10,35.7,
1993-11,36.0,
1993-12,38.5,
1994-01,36.6,
1994-02,39.0,
1994-03,37.9,
1994-04,38.9,
1994-05,40.1,
1994-06,39.6,
1994-07,40.7,
1994-08,39.8,
1994-09,43.6,
1994-10,43.1,
1994-11,44.5,
1994-12,44.0,
1995-01,41.4,
1995-02,41.5,
1995-03,40.6,
1995-04,41.7,
1995-05,41.6,
1995-06,45.4,
1995-07,42.0,
1995-08,41.4,
1995-09,42.3,
1995-10,41.0,
1995-11,39.6,
1995-12,41.2,
1996-01,45.8,
1996-02,41.1,
1996-03,41.9,
1996-04,40.6,
1996-05,42.4,
1996-06,43.5,
1996-07,45.7,
1996-08,43.0,
1996-09,41.9,
1996-10,45.1,
1996-11,43.6,
1996-12,45.6,
1997-01,44.6,
1997-02,45.6,
1997-03,46.3,
1997-04,46.7,
1997-05,46.9,
1997-06,46.7,
1997-07,47.9,
1997-08,53.5,
1997-09,53.8,
1997-10,50.7,
1997-11,51.4,
1997-12,53.9,
1998-01,51.2,
1998-02,53.7,
1998-03,52.5,
1998-04,52.7,
1998-05,49.8,
1998-06,53.9,
1998-07,51.5,
1998-08,50.7,
1998-09,50.1,
1998-10,48.6,
1998-11,50.1,
1998-12,51.5,
1999-01,50.8,
1999-02,49.5,
1999-03,50.3,
1999-04,51.9,
1999-05,53.0,
1999-06,54.7,
1999-07,55.9,
1999-08,54.1,
