"",BBK01.OEAH17I,BBK01.OEAH17I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:25,
2002-01,42.779,
2002-04,42.225,
2002-07,41.865,
2002-10,41.145,
2003-01,42.131,
2003-04,40.267,
2003-07,38.457,
2003-10,40.089,
2004-01,40.046,
2004-04,39.712,
2004-07,40.993,
2004-10,41.635,
2005-01,43.483,
2005-04,41.112,
2005-07,41.391,
2005-10,42.519,
2006-01,43.950,
2006-04,45.912,
2006-07,46.828,
2006-10,47.747,
2007-01,48.559,
2007-04,50.058,
2007-07,54.329,
2007-10,54.545,
2008-01,55.942,
2008-04,60.026,
2008-07,62.147,
2008-10,59.064,
2009-01,59.263,
2009-04,58.926,
2009-07,55.570,
2009-10,53.629,
2010-01,56.770,
2010-04,51.835,
2010-07,57.973,
2010-10,59.001,
2011-01,62.657,
2011-04,65.967,
2011-07,69.312,
2011-10,65.530,
2012-01,68.613,
2012-04,67.784,
2012-07,69.154,
2012-10,66.439,
2013-01,72.205,
2013-04,72.198,
2013-07,62.284,
2013-10,60.168,
2014-01,61.348,
2014-04,62.238,
2014-07,61.107,
