"",BBK01.PQ1445,BBK01.PQ1445_FLAGS
"",Other housing loans to domestic enterprises and resident individuals / Total / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:20,
1968-10,0.096,
1969-01,0.088,
1969-04,0.095,
1969-07,0.098,
1969-10,0.101,
1970-01,0.111,
1970-04,0.113,
1970-07,0.126,
1970-10,0.173,
1971-01,0.190,
1971-04,0.191,
1971-07,0.205,
1971-10,0.217,
1972-01,0.225,
1972-04,0.230,
1972-07,0.247,
1972-10,0.310,
1973-01,0.297,
1973-04,0.323,
1973-07,0.348,
1973-10,0.381,
1974-01,0.348,
1974-04,0.334,
1974-07,0.379,
1974-10,0.407,
1975-01,0.376,
1975-04,0.384,
1975-07,0.387,
1975-10,0.531,
1976-01,0.484,
1976-04,0.502,
1976-07,0.494,
1976-10,0.492,
1977-01,0.488,
1977-04,0.583,
1977-07,0.579,
1977-10,0.649,
1978-01,0.678,
1978-04,0.764,
1978-07,0.772,
1978-10,0.903,
1979-01,0.990,
1979-04,1.030,
1979-07,1.081,
1979-10,1.190,
1980-01,1.095,
1980-04,1.138,
1980-07,1.208,
1980-10,1.576,
1981-01,1.632,
1981-04,1.660,
1981-07,1.754,
1981-10,1.893,
1982-01,1.790,
1982-04,1.825,
1982-07,1.806,
1982-10,2.001,
1983-01,2.054,
1983-04,2.233,
1983-07,2.493,
1983-10,2.647,
1984-01,2.548,
1984-04,2.595,
1984-07,2.697,
1984-10,2.850,
1985-01,2.636,
1985-04,2.875,
1985-07,2.692,
1985-10,3.363,
1986-01,2.488,
1986-04,2.562,
1986-07,2.623,
1986-10,2.603,
1987-01,2.235,
1987-04,2.309,
1987-07,2.199,
1987-10,2.210,
1988-01,1.991,
1988-04,1.945,
1988-07,1.905,
1988-10,1.852,
1989-01,1.703,
1989-04,1.681,
1989-07,1.584,
1989-10,1.603,
1990-01,1.387,
1990-04,1.950,
1990-07,1.396,
1990-10,1.262,
1991-01,1.164,
1991-04,1.169,
1991-07,1.048,
1991-10,1.038,
1992-01,0.981,
1992-04,0.957,
1992-07,0.959,
1992-10,0.920,
1993-01,1.005,
1993-04,0.888,
1993-07,0.873,
1993-10,0.812,
1994-01,0.773,
1994-04,0.791,
1994-07,0.881,
1994-10,0.838,
1995-01,0.823,
1995-04,0.791,
1995-07,0.807,
1995-10,0.914,
1996-01,0.909,
1996-04,0.840,
1996-07,0.843,
1996-10,0.858,
1997-01,0.840,
1997-04,0.775,
1997-07,0.810,
1997-10,0.783,
1998-01,0.791,
1998-04,0.820,
1998-07,0.805,
1998-10,0.822,
1999-01,0.861,
1999-04,1.161,
1999-07,1.317,
1999-10,1.161,
2000-01,1.090,
2000-04,1.097,
2000-07,1.062,
2000-10,1.121,
2001-01,1.105,
2001-04,1.037,
2001-07,1.004,
2001-10,0.954,
2002-01,0.956,
2002-04,0.940,
2002-07,0.941,
2002-10,0.905,
2003-01,0.909,
2003-04,0.963,
2003-07,0.900,
2003-10,0.830,
2004-01,0.777,
2004-04,0.720,
2004-07,0.762,
2004-10,0.738,
2005-01,0.716,
2005-04,0.645,
2005-07,0.618,
2005-10,0.599,
2006-01,0.577,
2006-04,0.573,
2006-07,0.552,
2006-10,0.534,
2007-01,0.516,
2007-04,0.465,
2007-07,0.445,
2007-10,0.324,
2008-01,0.283,
2008-04,0.268,
2008-07,0.260,
2008-10,0.254,
2009-01,0.264,
2009-04,0.254,
2009-07,0.251,
2009-10,0.254,
2010-01,0.251,
2010-04,0.265,
2010-07,0.265,
2010-10,0.267,
2011-01,0.256,
2011-04,0.262,
2011-07,0.265,
2011-10,0.267,
2012-01,0.255,
2012-04,0.269,
2012-07,0.266,
2012-10,0.251,
2013-01,0.249,
2013-04,0.243,
2013-07,0.257,
2013-10,0.250,
2014-01,0.253,
2014-04,0.251,
2014-07,0.248,
2014-10,0.238,
