"",BBK01.OUZ069,BBK01.OUZ069_FLAGS
"","Debt securities and other fixed interest securities, Big banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:07,
1999-01,151.844,
1999-02,138.322,
1999-03,136.111,
1999-04,147.657,
1999-05,153.566,
1999-06,136.578,
1999-07,142.878,
1999-08,144.279,
1999-09,161.799,
1999-10,175.534,
1999-11,184.416,
1999-12,181.650,
2000-01,187.084,
2000-02,186.861,
2000-03,187.905,
2000-04,193.752,
2000-05,189.675,
2000-06,182.925,
2000-07,191.734,
2000-08,193.205,
2000-09,191.856,
2000-10,208.916,
2000-11,216.947,
2000-12,199.567,
2001-01,228.620,
2001-02,231.902,
2001-03,216.253,
2001-04,240.010,
2001-05,242.339,
2001-06,225.219,
2001-07,241.126,
2001-08,237.807,
2001-09,225.913,
2001-10,239.036,
2001-11,235.053,
2001-12,231.998,
2002-01,234.861,
2002-02,238.109,
2002-03,230.922,
2002-04,234.210,
2002-05,239.610,
2002-06,237.671,
2002-07,244.436,
2002-08,245.651,
2002-09,249.363,
2002-10,242.512,
2002-11,250.505,
2002-12,229.924,
2003-01,230.511,
2003-02,223.578,
2003-03,228.892,
2003-04,236.237,
2003-05,240.626,
2003-06,234.796,
2003-07,233.330,
2003-08,215.501,
2003-09,215.344,
2003-10,231.947,
2003-11,229.153,
2003-12,213.091,
2004-01,224.824,
2004-02,239.152,
2004-03,243.700,
2004-04,241.298,
2004-05,235.657,
2004-06,239.247,
2004-07,244.778,
2004-08,261.979,
2004-09,275.080,
2004-10,292.017,
2004-11,285.087,
2004-12,304.011,
2005-01,315.687,
2005-02,319.758,
2005-03,329.569,
2005-04,342.422,
2005-05,336.972,
2005-06,329.584,
2005-07,314.454,
2005-08,317.555,
2005-09,305.691,
2005-10,306.259,
2005-11,311.365,
2005-12,305.974,
2006-01,305.980,
2006-02,310.413,
2006-03,303.390,
2006-04,301.039,
2006-05,322.915,
2006-06,312.361,
2006-07,318.448,
2006-08,311.130,
2006-09,307.222,
2006-10,319.701,
2006-11,327.224,
2006-12,326.830,
2007-01,329.837,
2007-02,344.094,
2007-03,335.395,
2007-04,332.283,
2007-05,349.403,
2007-06,350.632,
2007-07,364.791,
2007-08,371.113,
2007-09,358.958,
2007-10,360.697,
2007-11,356.336,
2007-12,351.616,
2008-01,358.849,
2008-02,377.272,
2008-03,376.711,
2008-04,388.983,
2008-05,388.200,
2008-06,361.246,
2008-07,361.345,
2008-08,357.911,
2008-09,343.597,
2008-10,344.056,
2008-11,331.320,
2008-12,336.546,
2009-01,333.969,
2009-02,329.437,
2009-03,333.976,
2009-04,324.085,
2009-05,315.996,
2009-06,315.990,
2009-07,305.052,
2009-08,297.866,
2009-09,294.467,
2009-10,291.909,
2009-11,285.661,
2009-12,284.115,
2010-01,289.369,
2010-02,284.442,
2010-03,282.586,
2010-04,295.926,
2010-05,296.524,
2010-06,293.036,
2010-07,291.661,
2010-08,281.780,
2010-09,281.769,
2010-10,279.665,
2010-11,284.306,
2010-12,278.571,
2011-01,278.426,
2011-02,271.793,
2011-03,263.673,
2011-04,263.130,
2011-05,266.261,
2011-06,262.241,
2011-07,259.482,
2011-08,256.595,
2011-09,255.079,
2011-10,236.650,
2011-11,238.694,
2011-12,226.753,
2012-01,225.422,
2012-02,222.444,
2012-03,225.441,
2012-04,216.712,
2012-05,213.934,
2012-06,216.469,
2012-07,211.770,
2012-08,212.139,
2012-09,214.118,
2012-10,212.293,
2012-11,219.039,
2012-12,213.668,
2013-01,214.268,
2013-02,214.705,
2013-03,219.588,
2013-04,216.121,
2013-05,220.602,
2013-06,216.056,
2013-07,213.540,
2013-08,214.306,
2013-09,212.612,
2013-10,212.001,
2013-11,214.714,
2013-12,211.474,
2014-01,212.565,
2014-02,209.309,
2014-03,215.954,
2014-04,217.416,
2014-05,224.359,
2014-06,223.133,
2014-07,225.420,
2014-08,216.211,
2014-09,226.469,
2014-10,233.161,
2014-11,236.042,
