"",BBK01.OUU046,BBK01.OUU046_FLAGS
"",Time deposits of resident households / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:52,
1999-01,90.144,
1999-02,90.533,
1999-03,90.872,
1999-04,90.819,
1999-05,90.797,
1999-06,90.775,
1999-07,90.540,
1999-08,90.566,
1999-09,90.659,
1999-10,90.612,
1999-11,90.836,
1999-12,93.676,
2000-01,93.573,
2000-02,93.661,
2000-03,93.704,
2000-04,93.403,
2000-05,93.101,
2000-06,92.746,
2000-07,92.252,
2000-08,92.043,
2000-09,91.960,
2000-10,91.622,
2000-11,91.566,
2000-12,94.354,
2001-01,94.060,
2001-02,94.071,
2001-03,94.072,
2001-04,93.802,
2001-05,93.601,
2001-06,93.500,
2001-07,92.914,
2001-08,92.860,
2001-09,92.962,
2001-10,92.741,
2001-11,93.017,
2001-12,95.981,
2002-01,96.076,
2002-02,96.317,
2002-03,96.787,
2002-04,96.877,
2002-05,96.864,
2002-06,96.921,
2002-07,96.654,
2002-08,96.700,
2002-09,96.922,
2002-10,96.958,
2002-11,97.333,
2002-12,100.455,
2003-01,100.733,
2003-02,101.138,
2003-03,101.766,
2003-04,102.059,
2003-05,102.173,
2003-06,102.412,
2003-07,102.484,
2003-08,102.736,
2003-09,103.116,
2003-10,103.119,
2003-11,103.519,
2003-12,106.802,
2004-01,107.168,
2004-02,107.538,
2004-03,108.548,
2004-04,108.803,
2004-05,109.011,
2004-06,109.209,
2004-07,109.111,
2004-08,109.415,
2004-09,109.736,
2004-10,109.892,
2004-11,110.445,
2004-12,113.904,
2005-01,114.346,
2005-02,114.854,
2005-03,115.800,
2005-04,116.222,
2005-05,116.501,
2005-06,116.685,
2005-07,116.580,
2005-08,116.885,
2005-09,117.229,
2005-10,117.370,
2005-11,117.763,
2005-12,120.971,
2006-01,121.356,
2006-02,121.659,
2006-03,122.384,
2006-04,122.596,
2006-05,122.613,
2006-06,122.593,
2006-07,122.321,
2006-08,122.313,
2006-09,122.374,
2006-10,122.227,
2006-11,122.214,
2006-12,124.924,
2007-01,124.980,
2007-02,124.880,
2007-03,125.158,
2007-04,124.891,
2007-05,124.579,
2007-06,124.311,
2007-07,123.671,
2007-08,123.331,
2007-09,123.175,
2007-10,122.705,
2007-11,122.447,
2007-12,124.894,
2008-01,124.688,
2008-02,124.482,
2008-03,124.672,
2008-04,124.215,
2008-05,123.729,
2008-06,123.248,
2008-07,122.227,
2008-08,121.593,
2008-09,121.054,
2008-10,120.116,
2008-11,119.457,
2008-12,121.459,
2009-01,121.250,
2009-02,121.162,
2009-03,121.219,
2009-04,120.995,
2009-05,120.939,
2009-06,120.977,
2009-07,120.796,
2009-08,120.987,
2009-09,121.307,
2009-10,121.536,
2009-11,122.032,
2009-12,124.972,
2010-01,125.517,
2010-02,126.076,
2010-03,126.877,
2010-04,127.169,
2010-05,127.516,
2010-06,127.825,
2010-07,128.018,
2010-08,128.284,
2010-09,128.727,
2010-10,128.951,
2010-11,129.355,
2010-12,132.022,
2011-01,132.525,
2011-02,132.838,
2011-03,133.237,
2011-04,133.258,
2011-05,133.370,
2011-06,133.605,
2011-07,133.618,
2011-08,133.816,
2011-09,134.209,
2011-10,134.309,
2011-11,134.572,
2011-12,137.318,
2012-01,137.683,
2012-02,138.003,
2012-03,138.388,
2012-04,138.425,
2012-05,138.810,
2012-06,139.137,
2012-07,139.256,
2012-08,139.432,
2012-09,139.758,
2012-10,139.971,
2012-11,139.726,
2012-12,142.206,
2013-01,142.908,
2013-02,143.615,
2013-03,144.199,
2013-04,144.501,
2013-05,145.011,
2013-06,145.365,
2013-07,145.092,
2013-08,145.279,
2013-09,145.704,
2013-10,145.850,
2013-11,146.258,
2013-12,148.667,
2014-01,149.415,
2014-02,150.125,
2014-03,150.563,
2014-04,150.636,
2014-05,151.163,
2014-06,151.472,
2014-07,151.529,
2014-08,152.020,
2014-09,152.607,
2014-10,152.893,
2014-11,153.349,
2014-12,156.070,Provisional value
