"",BBK01.CEF704,BBK01.CEF704_FLAGS
"",Other accounts receivable                      debtor: Total                                                     creditor: Central bank,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:02,
1999-01,10.3,
1999-04,18.5,
1999-07,22.3,
1999-10,38.8,
2000-01,12.9,
2000-04,32.7,
2000-07,14.9,
2000-10,3.0,
2001-01,2.9,
2001-04,2.9,
2001-07,2.8,
2001-10,2.9,
2002-01,6.1,
2002-04,5.6,
2002-07,5.8,
2002-10,3.7,
2003-01,1.5,
2003-04,1.9,
2003-07,1.8,
2003-10,1.3,
2004-01,1.3,
2004-04,1.3,
2004-07,1.2,
2004-10,1.4,
2005-01,1.2,
2005-04,1.2,
2005-07,1.3,
2005-10,1.4,
2006-01,1.4,
2006-04,1.5,
2006-07,1.5,
2006-10,1.6,
2007-01,1.4,
2007-04,1.8,
2007-07,3.2,
2007-10,2.6,
2008-01,3.6,
2008-04,4.0,
2008-07,2.6,
2008-10,5.3,
2009-01,9.1,
2009-04,8.9,
2009-07,8.9,
2009-10,7.7,
2010-01,7.5,
2010-04,7.5,
2010-07,5.8,
2010-10,5.9,
2011-01,5.7,
2011-04,5.6,
2011-07,5.8,
2011-10,5.9,
2012-01,5.7,
2012-04,5.0,
2012-07,8.8,
2012-10,4.9,
2013-01,3.4,
2013-04,3.3,
2013-07,3.3,
2013-10,2.8,
2014-01,2.6,
2014-04,2.1,
2014-07,2.2,
