"",BBK01.OUU394,BBK01.OUU394_FLAGS
"",Time deposits of banks (MFIs) (excluding the Bundesbank) / medium- and longtherm / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:48,
1999-01,16.589,
1999-02,16.523,
1999-03,16.493,
1999-04,16.399,
1999-05,16.472,
1999-06,16.807,
1999-07,16.871,
1999-08,16.868,
1999-09,16.803,
1999-10,17.450,
1999-11,18.168,
1999-12,17.836,
2000-01,18.013,
2000-02,18.076,
2000-03,18.256,
2000-04,18.390,
2000-05,18.648,
2000-06,18.566,
2000-07,19.286,
2000-08,19.456,
2000-09,20.497,
2000-10,20.337,
2000-11,20.178,
2000-12,19.760,
2001-01,19.838,
2001-02,19.908,
2001-03,20.181,
2001-04,20.544,
2001-05,20.598,
2001-06,21.007,
2001-07,21.134,
2001-08,21.208,
2001-09,21.174,
2001-10,21.171,
2001-11,21.242,
2001-12,21.480,
2002-01,21.552,
2002-02,21.562,
2002-03,21.586,
2002-04,21.608,
2002-05,21.675,
2002-06,22.140,
2002-07,21.378,
2002-08,22.159,
2002-09,22.269,
2002-10,22.260,
2002-11,22.177,
2002-12,22.322,
2003-01,22.159,
2003-02,22.107,
2003-03,22.191,
2003-04,22.392,
2003-05,22.737,
2003-06,22.228,
2003-07,22.331,
2003-08,22.544,
2003-09,22.243,
2003-10,22.215,
2003-11,22.461,
2003-12,22.746,
2004-01,22.780,
2004-02,22.965,
2004-03,22.777,
2004-04,22.862,
2004-05,22.746,
2004-06,22.522,
2004-07,22.119,
2004-08,22.000,
2004-09,21.806,
2004-10,21.511,
2004-11,21.779,
2004-12,21.533,
2005-01,21.402,
2005-02,21.350,
2005-03,21.230,
2005-04,21.365,
2005-05,21.383,
2005-06,21.530,
2005-07,21.634,
2005-08,21.567,
2005-09,21.273,
2005-10,21.082,
2005-11,20.913,
2005-12,21.459,
2006-01,21.455,
2006-02,20.568,
2006-03,20.448,
2006-04,20.224,
2006-05,20.052,
2006-06,19.831,
2006-07,19.589,
2006-08,19.479,
2006-09,19.408,
2006-10,19.075,
2006-11,18.787,
2006-12,18.319,
2007-01,18.079,
2007-02,17.966,
2007-03,17.839,
2007-04,17.397,
2007-05,17.339,
2007-06,17.284,
2007-07,16.790,
2007-08,16.474,
2007-09,16.346,
2007-10,16.139,
2007-11,15.926,
2007-12,15.702,
2008-01,15.836,
2008-02,15.253,
2008-03,15.019,
2008-04,14.841,
2008-05,14.893,
2008-06,14.865,
2008-07,16.576,
2008-08,16.668,
2008-09,17.500,
2008-10,18.169,
2008-11,18.132,
2008-12,17.955,
2009-01,17.541,
2009-02,17.510,
2009-03,17.371,
2009-04,17.282,
2009-05,17.364,
2009-06,17.306,
2009-07,17.173,
2009-08,17.076,
2009-09,17.015,
2009-10,16.900,
2009-11,16.782,
2009-12,16.998,
2010-01,17.102,
2010-02,17.170,
2010-03,17.161,
2010-04,17.402,
2010-05,17.313,
2010-06,17.401,
2010-07,17.421,
2010-08,17.863,
2010-09,18.575,
2010-10,19.125,
2010-11,19.495,
2010-12,18.825,
2011-01,18.819,
2011-02,18.880,
2011-03,19.056,
2011-04,19.146,
2011-05,19.334,
2011-06,19.436,
2011-07,19.472,
2011-08,18.648,
2011-09,18.680,
2011-10,18.717,
2011-11,18.774,
2011-12,16.866,
2012-01,17.120,
2012-02,17.192,
2012-03,17.054,
2012-04,17.070,
2012-05,17.093,
2012-06,17.108,
2012-07,16.128,
2012-08,16.324,
2012-09,16.157,
2012-10,16.313,
2012-11,16.499,
2012-12,16.367,
2013-01,16.404,
2013-02,16.434,
2013-03,16.091,
2013-04,15.885,
2013-05,15.977,
2013-06,15.572,
2013-07,15.630,
2013-08,16.067,
2013-09,15.117,
2013-10,14.937,
2013-11,14.893,
2013-12,14.536,
2014-01,14.486,
2014-02,14.551,
2014-03,15.269,
2014-04,15.343,
2014-05,15.479,
2014-06,15.056,
2014-07,15.214,
2014-08,15.464,
2014-09,15.390,
2014-10,14.928,
2014-11,14.912,
2014-12,14.683,Provisional value
