"",BBK01.QU1897,BBK01.QU1897_FLAGS
"",Banks in Germany: Long-term loans and advances to foreign banks / United Kingdom / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:13:57,
1968-12,0.027,
1969-01,.,No value available
1969-02,.,No value available
1969-03,.,No value available
1969-04,.,No value available
1969-05,.,No value available
1969-06,.,No value available
1969-07,.,No value available
1969-08,.,No value available
1969-09,.,No value available
1969-10,.,No value available
1969-11,.,No value available
1969-12,0.167,
1970-01,.,No value available
1970-02,.,No value available
1970-03,.,No value available
1970-04,.,No value available
1970-05,.,No value available
1970-06,.,No value available
1970-07,.,No value available
1970-08,.,No value available
1970-09,.,No value available
1970-10,.,No value available
1970-11,.,No value available
1970-12,0.299,
1971-01,.,No value available
1971-02,.,No value available
1971-03,.,No value available
1971-04,.,No value available
1971-05,.,No value available
1971-06,.,No value available
1971-07,.,No value available
1971-08,.,No value available
1971-09,.,No value available
1971-10,.,No value available
1971-11,.,No value available
1971-12,0.342,
1972-01,.,No value available
1972-02,.,No value available
1972-03,.,No value available
1972-04,.,No value available
1972-05,.,No value available
1972-06,.,No value available
1972-07,.,No value available
1972-08,.,No value available
1972-09,.,No value available
1972-10,.,No value available
1972-11,.,No value available
1972-12,0.313,
1973-01,.,No value available
1973-02,.,No value available
1973-03,.,No value available
1973-04,.,No value available
1973-05,.,No value available
1973-06,.,No value available
1973-07,.,No value available
1973-08,.,No value available
1973-09,.,No value available
1973-10,.,No value available
1973-11,.,No value available
1973-12,0.249,
1974-01,.,No value available
1974-02,.,No value available
1974-03,.,No value available
1974-04,.,No value available
1974-05,.,No value available
1974-06,.,No value available
1974-07,.,No value available
1974-08,.,No value available
1974-09,.,No value available
1974-10,.,No value available
1974-11,.,No value available
1974-12,0.380,
1975-01,.,No value available
1975-02,.,No value available
1975-03,.,No value available
1975-04,.,No value available
1975-05,.,No value available
1975-06,.,No value available
1975-07,.,No value available
1975-08,.,No value available
1975-09,.,No value available
1975-10,.,No value available
1975-11,.,No value available
1975-12,1.115,
1976-01,1.141,
1976-02,1.184,
1976-03,1.221,
1976-04,1.153,
1976-05,1.080,
1976-06,1.000,
1976-07,0.930,
1976-08,0.907,
1976-09,0.958,
1976-10,1.190,
1976-11,1.230,
1976-12,1.238,
1977-01,1.248,
1977-02,1.190,
1977-03,1.148,
1977-04,1.088,
1977-05,1.163,
1977-06,1.217,
1977-07,1.257,
1977-08,1.240,
1977-09,1.247,
1977-10,1.315,
1977-11,1.283,
1977-12,1.054,
1978-01,1.037,
1978-02,1.040,
1978-03,1.040,
1978-04,1.071,
1978-05,1.081,
1978-06,1.085,
1978-07,1.049,
1978-08,1.103,
1978-09,1.075,
1978-10,1.031,
1978-11,1.045,
1978-12,1.002,
1979-01,0.977,
1979-02,0.945,
1979-03,0.955,
1979-04,0.924,
1979-05,0.961,
1979-06,0.941,
1979-07,0.948,
1979-08,0.894,
1979-09,0.849,
1979-10,0.830,
1979-11,0.831,
1979-12,0.882,
1980-01,0.872,
1980-02,0.863,
1980-03,0.878,
1980-04,0.867,
1980-05,0.799,
1980-06,0.807,
1980-07,0.754,
1980-08,0.746,
1980-09,0.778,
1980-10,0.768,
1980-11,0.752,
1980-12,0.759,
1981-01,0.765,
1981-02,0.757,
1981-03,0.826,
1981-04,0.845,
1981-05,0.893,
1981-06,0.881,
1981-07,0.892,
1981-08,0.907,
1981-09,0.841,
1981-10,0.893,
1981-11,0.892,
1981-12,0.873,
1982-01,0.933,
1982-02,1.001,
1982-03,1.005,
1982-04,1.072,
1982-05,1.113,
1982-06,1.101,
1982-07,1.638,
1982-08,1.779,
1982-09,1.964,
1982-10,1.990,
1982-11,2.150,
1982-12,2.122,
1983-01,2.174,
1983-02,2.302,
1983-03,2.453,
1983-04,2.456,
1983-05,2.529,
1983-06,2.908,
1983-07,3.104,
1983-08,3.065,
1983-09,3.008,
1983-10,3.038,
1983-11,3.072,
1983-12,3.080,
1984-01,3.065,
1984-02,3.030,
1984-03,3.118,
1984-04,3.267,
1984-05,3.558,
1984-06,3.638,
1984-07,3.682,
1984-08,4.240,
1984-09,4.662,
1984-10,4.630,
1984-11,4.820,
1984-12,5.020,
1985-01,5.247,
1985-02,5.508,
1985-03,5.537,
1985-04,5.619,
1985-05,5.838,
1985-06,5.895,
1985-07,5.998,
1985-08,6.325,
1985-09,6.445,
1985-10,6.921,
1985-11,7.037,
1985-12,7.073,
1986-01,7.046,
1986-02,6.950,
1986-03,6.933,
1986-04,7.020,
1986-05,7.191,
1986-06,7.164,
1986-07,7.203,
1986-08,7.197,
1986-09,7.485,
1986-10,7.561,
1986-11,7.558,
1986-12,7.586,
1987-01,7.641,
1987-02,7.820,
1987-03,7.772,
1987-04,8.000,
1987-05,7.991,
1987-06,7.868,
1987-07,7.945,
1987-08,8.138,
1987-09,8.063,
1987-10,8.201,
1987-11,8.422,
1987-12,8.436,
1988-01,8.601,
1988-02,8.669,
1988-03,8.599,
1988-04,8.602,
1988-05,8.533,
1988-06,8.514,
1988-07,8.398,
1988-08,8.250,
1988-09,8.243,
1988-10,8.034,
1988-11,7.885,
1988-12,8.239,
1989-01,8.537,
1989-02,8.332,
1989-03,8.206,
1989-04,8.207,
1989-05,8.484,
1989-06,8.364,
1989-07,8.271,
1989-08,8.279,
1989-09,8.063,
1989-10,8.237,
1989-11,8.238,
1989-12,8.261,
1990-01,8.531,
1990-02,9.040,
1990-03,9.466,
1990-04,9.624,
1990-05,9.603,
1990-06,9.723,
1990-07,10.378,
1990-08,11.125,
1990-09,12.251,
1990-10,12.148,
1990-11,12.352,
1990-12,11.737,
1991-01,11.472,
1991-02,11.121,
1991-03,11.129,
1991-04,11.214,
1991-05,11.142,
1991-06,11.397,
1991-07,12.088,
1991-08,12.148,
1991-09,12.072,
1991-10,12.230,
1991-11,12.206,
1991-12,12.004,
1992-01,11.916,
1992-02,11.382,
1992-03,11.385,
1992-04,11.267,
1992-05,11.078,
1992-06,10.813,
1992-07,10.601,
1992-08,10.271,
1992-09,11.018,
1992-10,11.062,
1992-11,10.946,
1992-12,11.361,
1993-01,11.398,
1993-02,11.983,
1993-03,12.367,
1993-04,12.802,
1993-05,12.968,
1993-06,13.350,
1993-07,13.740,
1993-08,13.648,
1993-09,13.728,
1993-10,14.776,
1993-11,15.241,
1993-12,16.168,
1994-01,16.550,
1994-02,16.282,
1994-03,16.331,
1994-04,16.461,
1994-05,17.277,
1994-06,17.672,
1994-07,18.216,
1994-08,18.619,
1994-09,18.169,
1994-10,18.394,
1994-11,19.005,
1994-12,19.147,
1995-01,18.840,
1995-02,18.795,
1995-03,18.206,
1995-04,18.223,
1995-05,18.955,
1995-06,19.224,
1995-07,19.661,
1995-08,20.419,
1995-09,20.579,
1995-10,20.696,
1995-11,20.745,
1995-12,21.565,
1996-01,23.508,
1996-02,23.202,
1996-03,23.688,
1996-04,23.645,
1996-05,23.325,
1996-06,22.440,
1996-07,21.083,
1996-08,21.051,
1996-09,20.871,
1996-10,21.096,
1996-11,21.314,
1996-12,21.245,
1997-01,20.993,
1997-02,21.218,
1997-03,21.188,
1997-04,21.573,
1997-05,21.591,
1997-06,22.289,
1997-07,20.808,
1997-08,23.639,
1997-09,23.105,
1997-10,24.919,
1997-11,25.453,
1997-12,26.165,
1998-01,26.383,
1998-02,27.054,
1998-03,28.152,
1998-04,27.968,
1998-05,28.351,
1998-06,28.468,
1998-07,28.652,
1998-08,29.269,
1998-09,27.843,
1998-10,26.166,
1998-11,24.944,
1998-12,21.318,
1999-01,22.189,
1999-02,22.142,
1999-03,21.831,
1999-04,21.991,
1999-05,22.483,
1999-06,21.602,
1999-07,21.792,
1999-08,22.124,
1999-09,21.152,
1999-10,21.707,
1999-11,19.406,
1999-12,20.487,
2000-01,20.242,
2000-02,21.564,
2000-03,22.239,
2000-04,23.181,
2000-05,22.560,
2000-06,22.058,
2000-07,22.611,
2000-08,23.372,
2000-09,24.088,
2000-10,25.202,
2000-11,24.962,
2000-12,24.775,
2001-01,24.077,
