"",BBK01.OEHB06N,BBK01.OEHB06N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:07,
2002-01,22.873,
2002-04,23.588,
2002-07,23.361,
2002-10,23.464,
2003-01,23.473,
2003-04,23.647,
2003-07,23.154,
2003-10,22.884,
2004-01,21.344,
2004-04,20.977,
2004-07,21.221,
2004-10,20.624,
2005-01,20.242,
2005-04,20.087,
2005-07,19.072,
2005-10,19.209,
2006-01,18.663,
2006-04,18.713,
2006-07,18.355,
2006-10,18.556,
2007-01,17.865,
2007-04,18.012,
2007-07,18.298,
2007-10,18.349,
2008-01,18.200,
2008-04,18.611,
2008-07,18.299,
2008-10,19.519,
2009-01,19.809,
2009-04,19.079,
2009-07,18.312,
2009-10,17.563,
2010-01,17.978,
2010-04,17.552,
2010-07,17.432,
2010-10,16.798,
2011-01,17.459,
2011-04,17.716,
2011-07,17.541,
2011-10,17.393,
2012-01,17.136,
2012-04,17.711,
2012-07,17.028,
2012-10,17.460,
2013-01,18.427,
2013-04,17.679,
2013-07,16.911,
2013-10,16.523,
2014-01,16.563,
2014-04,16.171,
2014-07,15.583,
